"DscRecID","Full_citation","Authors","Year","Title","Source","Volume","Number","Publisher"
11894,"Akeroyd, J.R. & S.M. Walters 1987. Flora Europaea: the background to the revision of Volume One. _Bot. J. Linn. Soc._ 95:223-226.","Akeroyd, J.R., S.M. Walters",1987,"Flora Europaea: the background to the revision of Volume One.","_Bot. J. Linn. Soc._",95,,
11897,"Wyse Jackson, P. (ed.) 1988. Rare and threatened palms of the New World part 2. The Caribbean. Questionnaire and preliminary report on their occurrence in Botanic Gardens. IUCN Botanic Gardens Conservation Secretariat.","Wyse Jackson, P. (ed.)",1988,"Rare and threatened palms of the New World part 2. The Caribbean. Questionnaire and preliminary report on their occurrence in Botanic Gardens.",,,,"IUCN Botanic Gardens Conservation Secretariat."
11899,"Anon. 1988. Joint IUCN-WWF Plant Advisory Group. Unpublished.","Anon.",1988,"Joint IUCN-WWF Plant Advisory Group.",,,,
11900,"Synge, H. (ed.) 1988. WWF field projects on plants, 1988-1998. Unpublished.","Synge, H. (ed.)",1988,"WWF field projects on plants, 1988-1998.",,,,
11901,"Muracciole, M. & L. Oliver 1988. Inventaire et protection des plantes menacÃ©es, rares ou endÃ©miques de la Corse. [Inventory and protection of threatened, rare or endemic plants of Corsica]. Fr (En). Unpublished.","Muracciole, M., L. Oliver",1988,"Inventaire et protection des plantes menacÃ©es, rares ou endÃ©miques de la Corse.",,,,
11902,"Heywood, V.H. & P.S. Wyse Jackson 1988. Botanic Gardens Conservation Secretariat: Report for the year 1987 an d January to April, 1988. Unpublished.","Heywood, V.H., P.S. Wyse Jackson",1988,"Botanic Gardens Conservation Secretariat: Report for the year 1987 an d January to April, 1988.",,,,
11903,"Heywood, V.H. & P.S. Wyse Jackson 1988. Botanic Gardens Conservation Secretariat: Workplan. Unpublished.","Heywood, V.H., P.S. Wyse Jackson",1988,"Botanic Gardens Conservation Secretariat: Workplan.",,,,
11904,"Cronk, Q.C.B. 1987. Combatting the invasive plant threat: the feasibility, structure and role of an action-oriented database. Unpublished.","Cronk, Q.C.B.",1987,"Combatting the invasive plant threat: the feasibility, structure and role of an action-oriented database.",,,,
11905,"Heywood, V.H. & H. Synge 1988. IUCN general assembly 1988. Unpublished.","Heywood, V.H., H. Synge",1988,"IUCN general assembly 1988.",,,,
11906,"Heywood, V.H. & H. Synge 1988. Mission report. Unpublished.","Heywood, V.H., H. Synge",1988,"Mission report.",,,,
11907,"Gomez-Pompa, A., S.C. Rodriguez, O.E. Plummer & M. Soto 1988. Biosphere Reserves: a minimal database. Unpublished.","Gomez-Pompa, A., S.C. Rodriguez, O.E. Plummer, M. Soto",1988,"Biosphere Reserves: a minimal database.",,,,
11908,"Hawkes, J.G. 1987. Ranking plants of economic value for conservation and development. Unpublished.","Hawkes, J.G.",1987,"Ranking plants of economic value for conservation and development.",,,,
11910,"Ewell, P.T. & T.T. Poleman 1980. Uxpanapa: reacomodo y desarrollo agricola en al Mexicana. 282p. Veracruz, Xalapa, Instituto nacional de investigaciones sobre recursos bioticos. Translated from English edition under the title: Uxpanapa: agricultural development in the Mexican tropics. Maps.","Ewell, P.T., T.T. Poleman",1980,"Uxpanapa: reacomodo y desarrollo agricola en al Mexicana. 282p.",,,,"Veracruz, Xalapa, Instituto nacional de investigaciones sobre recursos bioticos."
11911,"McDonald, A. 1988. Annotations to: List of threatened plants of Middle America. TPU list; 13 October 1988.","McDonald, A.",1988,"Annotations to: List of threatened plants of Middle America.",,,,"Unpublished."
11912,"Kiew, R. & K.M. Wong 1988. _Barringtonia corneri_ (Lecythidaceae), a remarkable new litter-trapping species from Johore, Malaysia. _Malayan Nature J._ 41:457-459.","Kiew, R., K.M. Wong",1988,"_Barringtonia corneri_ (Lecythidaceae), a remarkable new litter-trapping species from Johore, Malaysia.","_Malayan Nature J._",41,,
11913,"Simon, J.L., A. Wildavsky 1990. On species loss, the absence of data, and risks to humanity. _In_ Simon, J.L., Kahn, H. (eds.). The resourceful Earth: a response to Global 2000. Oxford, Basil Blackwell. 171-183. Questions estimates of extinction rates.","Simon, J.L., A. Wildavsky",1990,"On species loss, the absence of data, and risks to humanity.","_In_ Simon, J.L., Kahn, H. (eds.). The resourceful Earth: a response to Global 2000. Oxford, Basil Blackwell. 171-183.",,,
11914,"Wilson, E.O. 1985. The biological diversity crisis. _BioScience_ 35(11):700-706. Illus.","Wilson, E.O.",1985,"The biological diversity crisis.","_BioScience_",35,11,
11915,"Rolston III, H. 1985. Duties to endangered species. _BioScience_ 35(11):718-726. Illus. Conservation ethics.","Rolston III, H.",1985,"Duties to endangered species.","_BioScience_",35,11,
11916,"Soule, M.E. 1985. What is conservation biology? _BioScience_ 35(11):727-734. Illus.","Soule, M.E.",1985,"What is conservation biology?","_BioScience_",35,11,
11917,"Diamond, J.M. 1987. Extant unless proven extinct? Or, extinct unless proven extant? _Conserv. Biol._ 1(1):77-79. Discussion on application of Red Data Book categories to poorly known species; deals with birds but relevant to other groups.","Diamond, J.M.",1987,"Extant unless proven extinct? Or, extinct unless proven extant?","_Conserv. Biol._",1,1,
11918,"Gbile, Z.O., M.O. Soladoye & S.K. Adesina 1988. Plants in traditional medicine in West Africa. _In_ Goldblatt, P., Lowry, P.P. (eds.). Modern systematic studies in African botany. Proc. Eleventh Plenary Meeting, AETFAT, Missouri Bot. Gard., 10-14 June 1985. Missouri, Missouri Botanic Garden. 343-349. Medicinal plants.","Gbile, Z.O., M.O. Soladoye, S.K. Adesina",1988,"Plants in traditional medicine in West Africa.","_In_ Goldblatt, P., Lowry, P.P. (eds.). Modern systematic studies in African botany. Proc. Eleventh Plenary Meeting, AETFAT, Missouri Bot. Gard., 10-14 June 1985. Missouri, Missouri Botanic Garden. 343-349.",,,
11919,"Ake Assi, L. 1988. EspÃ¨ces rares et en voie d'extinction de la flore de la CÃ´te d'Ivoire. [Rare and endangered plants in CÃ´te d'Ivoire]. pp. 461-463 _In_ Goldblatt, P., Lowry, P.P. (eds.). Modern systematic studies in African botany. Proc. Eleventh Plenary Meeting, AETFAT, Missouri Bot. Gard., 10-14 June 1985. Missouri: Missouri Botanical Garden. (Map.).","Ake Assi, L.",1988,"EspÃ¨ces rares et en voie d'extinction de la flore de la CÃ´te d'Ivoire.","_In_ Goldblatt, P., Lowry, P.P. (eds.). Modern systematic studies in African botany. Proc. Eleventh Plenary Meeting, AETFAT, Missouri Bot. Gard., 10-14 June 1985.",,,"Missouri Botanical Garden"
11921,"Lovett, J.C. 1988. Practical aspects of moist forest conservation in Tanzania. _In_ Goldblatt, P., Lowry, P.P. (eds.). Modern systematic studies in African botany. Proc. Eleventh Plenary Meeting, AETFAT, Missouri Bot. Gard., 10-14 June 1985. Missouri, Missouri Bot. Gard. 491-496. Tropical forest.","Lovett, J.C.",1988,"Practical aspects of moist forest conservation in Tanzania.","_In_ Goldblatt, P., Lowry, P.P. (eds.). Modern systematic studies in African botany. Proc. Eleventh Plenary Meeting, AETFAT, Missouri Bot. Gard., 10-14 June 1985. Missouri, Missouri Bot. Gard. 491-496.",,,
11922,"Conry, P. 1988. MAS conservation project: recovery of the endangered tree _Serianthes nelsonii_. _Koko's Call_ 5(8):1-2.","Conry, P.",1988,"MAS conservation project: recovery of the endangered tree _Serianthes nelsonii_.","_Koko's Call_",5,8,
11923,"Trung, T. 1986. The forest reserve of Nam Cat Tien in southern Vietnam. _Garrulax_ 1:3-6.","Trung, T.",1986,"The forest reserve of Nam Cat Tien in southern Vietnam.","_Garrulax_",1,,
11924,"Morris, G.E. (comp.) 1987. News of Nam Cat Tien. _Garrulax_ 2:3-5. Map.","Morris, G.E. (comp.)",1987,"News of Nam Cat Tien.","_Garrulax_",2,,
11925,"Weber, A. 1988. Portraits of threatened plants 14. _Phyllagathis stonei_ A. Weber. _Malay. Naturalist_ 41(3-4):4-5. Illus.","Weber, A.",1988,"Portraits of threatened plants 14. _Phyllagathis stonei_ A. Weber.","_Malay. Naturalist_",41,"03-Apr",
11926,"Weber, A. 1988. Portraits of threatened plants 15. _Phyllagathis magnifica_ A. Weber. _Malay. Naturalist_ 41(3-4):5. Illus.","Weber, A.",1988,"Portraits of threatened plants 15. _Phyllagathis magnifica_ A. Weber.","_Malay. Naturalist_",41,"03-Apr",
11927,"GÃ³mez, L.D. & J. GÃ³mez-Laurito 1984. Plantae Mesoamericanae novae, X. _Brenesia_ 22:352-354.","GÃ³mez, L.D., J. GÃ³mez-Laurito",1984,"Plantae Mesoamericanae novae, X.","_Brenesia_",22,,
11929,"Park, C.C. 1987. Acid rain: rhetoric and reality. London, Routledge. 284p. Illus.","Park, C.C.",1987,"Acid rain: rhetoric and reality.",,,,"London, Routledge. 284p."
11930,"Jones, G.E. 1987. The conservation of ecosystems and species. Natural Environment: Problems and Management Series. London, Routledge. 288p.","Jones, G.E.",1987,"The conservation of ecosystems and species.",,,,"Natural Environment: Problems and Management Series. London, Routledge. 288p."
11931,"Ives, J. & D.C. Pitt (eds.) 1990. Deforestation. Social dynamics in watersheds and mountain systems. London: Routledge. 224 pp.","Ives, J., D.C. Pitt (eds.)",1990,"Deforestation. Social dynamics in watersheds and mountain systems.",,,,"Routledge"
11932,"Pitt, D. (ed.) 1990. The future of the environment. London: Routledge. 192 pp.","Pitt, D. (ed.)",1990,"The future of the environment.",,,,"Routledge"
11933,"Soto Arenas, M.A. 1988. Listado actualizado de las orquÃ­deas de MÃ©xico. [Updated list of the orchids of Mexico]. _OrquÃ­dea (MÃ©x.)_ 11:233-277. English summary. Lists 918 species, subspecies and varieties in 144 genera.","Soto Arenas, M.A.",1988,"Listado actualizado de las orquÃ­deas de MÃ©xico.","_OrquÃ­dea (MÃ©x.)_",11,,
11934,"Poore, D. & J. Sayer 1987. The management of tropical moist forest lands: ecological guidelines. Gland, Switzerland and Cambridge, U.K., IUCN. v, 63p.","Poore, D., J. Sayer",1987,"The management of tropical moist forest lands: ecological guidelines.",,,,"Gland, Switzerland and Cambridge, U.K., IUCN. v, 63p."
11936,"Given, D.R., W.R. Sykes, P.A. Williams & C.M. Wilson (comps.) 1987. Threatened and local plants of New Zealand - a revised checklist. Christchurch: Botany Division, DSIR. 17 pp.","Given, D.R., W.R. Sykes, P.A. Williams, C.M. Wilson (comps.)",1987,"Threatened and local plants of New Zealand - a revised checklist.",,,,"Botany Division, DSIR."
11937,"Prescott-Allen, R.&.C. 1988. Genes from the wild. Using wild genetic resources for food and raw materials. 2nd ed. London, Earthscan. 111p. Illus.","Prescott-Allen, R.&.C.",1988,"Genes from the wild. Using wild genetic resources for food and raw materials. 2nd ed.",,,,"London, Earthscan. 111p."
11938,"Soto Arenas, M.A. & E. HÃ¡gsater 1988. Algunas ideas acerca de la conservaciÃ³n de las orquÃ­deas Mexicanas y un listado preliminar de los taxa amenazados. Unpublished. 12 pp.","Soto Arenas, M.A., E. HÃ¡gsater",1988,"Algunas ideas acerca de la conservaciÃ³n de las orquÃ­deas Mexicanas y un listado preliminar de los taxa amenazados.",,,,"Unpublished"
11939,"Wilson, E.O. 1988. The Current State of Biological Diversity. pp. 3-18 in _in_ Wilson, E.O. (ed.). Biodiversity. Washington, D.C.: National Academy Press.","Wilson, E.O.",1988,"The Current State of Biological Diversity","_in_ Wilson, E.O. (ed.). Biodiversity",,,"National Academy Press"
11940,"Ehrlich, P.R. 1988. The loss of biversity: Causes and consequences. pp. 21-27 in _in_ Wilson, E.O. (ed.). Biodiversity. Washington D.C.: National Academy Press.","Ehrlich, P.R.",1988,"The loss of biversity: Causes and consequences","_in_ Wilson, E.O. (ed.). Biodiversity",,,"National Academy Press"
11941,"Myres, N. 1988. Tropical Forests and Their Species: Going, Going. ? pp. 28-35 in _in_ Wilson, E.O. (ed.). Biodiversity. Washington D.C.: National Academy Press.","Myres, N.",1988,"Tropical Forests and Their Species: Going, Going . . . ?","_in_ Wilson, E.O. (ed.). Biodiversity",,,"National Academy Press"
11942,"Raup, D.M. 1988. Diversity Crises in the Geological Past. pp. 51-57 in _in_ Wilson, E.O. (ed.). Biodiversity. Washington D.C.: National Academy Press.","Raup, D.M.",1988,"Diversity Crises in the Geological Past","_in_ Wilson, E.O. (ed.). Biodiversity",,,"National Academy Press"
11943,"Garay, L.A. 1959. The present status of the recently described genus, _Teuscheria_. _Rhodora_ 61:35-42.","Garay, L.A.",1959,"The present status of the recently described genus, _Teuscheria_.","_Rhodora_",61,,
11944,"Croat, T.B. 1981. A revision of _Syngonium_ (Araceae). _Ann. Missouri Bot. Gard._ 68:565-651.","Croat, T.B.",1981,"A revision of _Syngonium_ (Araceae).","_Ann. Missouri Bot. Gard._",68,,
11945,"Lugo, A.E. 1988. Estimating reductions in the diversity of tropical forest species. pp. 58-70 _In_ Wilson, E.O. (ed.). Biodiversity. Washington DC: National Academy Press.","Lugo, A.E.",1988,"Estimating reductions in the diversity of tropical forest species","_In_ Wilson, E.O. (ed.). Biodiversity",,,"National Academy Press"
11947,"Farnsworth, N.R. 1988. Screening plants for new medicines. _In_ Wilson, E.O. (ed.). Biodiversity. Washington, D.C., National Academy Press. 83-97. Medicinal plants; includes discussion on NAPRALERT database.","Farnsworth, N.R.",1988,"Screening plants for new medicines.","_In_ Wilson, E.O. (ed.). Biodiversity. Washington, D.C., National Academy Press. 83-97.",,,
11948,"Iltis, H.H. 1988. Serendipity in the exploration of biodiversity: what good are weedy tomatoes? pp. _In_ Wilson, E.O. (ed.). Biodiversity. Washington, D.C., National Academy Press. 98-105. Illus. Value of wild genetic resources.","Iltis, H.H.",1988,"Serendipity in the exploration of biodiversity: what good are weedy tomatoes?","_In_ Wilson, E.O. (ed.). Biodiversity. Washington, D.C., National Academy Press. 98-105.",,,
11949,"Markgraf, F. 1981. Two new species of _Bonafousia_ (Apocynaceae) from Panama and Colombia-Ecuador. _Ann. Missouri Bot. Gard._ 68:677-681.","Markgraf, F.",1981,"Two new species of _Bonafousia_ (Apocynaceae) from Panama and Colombia-Ecuador.","_Ann. Missouri Bot. Gard._",68,,
11950,"Webster, G. 1987. A new species of _Jatropha_ (Euphorbiaceae). _Ann. Missouri Bot. Gard._ 74:117-120.","Webster, G.",1987,"A new species of _Jatropha_ (Euphorbiaceae).","_Ann. Missouri Bot. Gard._",74,,
11951,"Plotkin, M.J. 1988. The outlook for new agricultural and industrial products from the tropics. _In_ Wilson, E.O. (ed.). Biodiversity. Washington, D.C., National Academy Press. 106-116. Value of wild genetic resources; lists potential crop plants.","Plotkin, M.J.",1988,"The outlook for new agricultural and industrial products from the tropics.","_In_ Wilson, E.O. (ed.). Biodiversity. Washington, D.C., National Academy Press. 106-116.",,,
11952,"Raven, P.H. 1988. Our diminishing tropical forests. _In_ Wilson, E.O. (ed.). Biodiversity. Washington, D.C., National Academy Press. 119-122. Deforestation.","Raven, P.H.",1988,"Our diminishing tropical forests.","_In_ Wilson, E.O. (ed.). Biodiversity. Washington, D.C., National Academy Press. 119-122.",,,
11953,"Johnston, I.M. 1950. Studies in the Boraginaceae, XIX. _J. Arnold Arbor._ 31:172-187.","Johnston, I.M.",1950,"Studies in the Boraginaceae, XIX.","_J. Arnold Arbor._",31,,
11954,"Erwin, T.L. 1988. The tropical forest canopy: the heart of biotic diversity. _In_ Wilson, E.O. (ed.). Biodiversity. Washington, D.C., National Academy Press. 123-129. Map, illus. Discussion mainly about invertebrates, but figures have relevance to current debate on biodiversity and extinction rates.","Erwin, T.L.",1988,"The tropical forest canopy: the heart of biotic diversity.","_In_ Wilson, E.O. (ed.). Biodiversity. Washington, D.C., National Academy Press. 123-129.",,,
11955,"Janzen, D.H. 1988. Tropical dry forests: the most endangered major tropical ecosystem. _In_ Wilson, E.O. (ed.). Biodiversity. Washington, D.C., National Academy Press. 130-137.","Janzen, D.H.",1988,"Tropical dry forests: the most endangered major tropical ecosystem.","_In_ Wilson, E.O. (ed.). Biodiversity. Washington, D.C., National Academy Press. 130-137.",,,
11956,"Taylor, K.I. 1988. Deforestation and Indians in Brazilian Amazonia. _In_ Wilson, E.O. (ed.). Biodiversity. Washington, D.C., National Academy Press. 138-144. Tropical forests; deforestation. Includes discussion on resource management techniques used by the Yanomami and Kayapo tribes and effects of shifting cultivation.","Taylor, K.I.",1988,"Deforestation and Indians in Brazilian Amazonia.","_In_ Wilson, E.O. (ed.). Biodiversity. Washington, D.C., National Academy Press. 138-144.",,,
