"DscRecID","Full_citation","Authors","Year","Title","Source","Volume","Number","Publisher"
11762,"Republica de Chile, C.N.F. 1985. Actao: simposio flora arborea y arbustiva de Chile amenazada de extincion, 27 al 30 de Agosto de 1985. Santiago, Chile, Corporacion Nacional Forestal. 80p. Sp. Illus., col. illus.","Republica de Chile, C.N.F.",1985,"Actao: simposio flora arborea y arbustiva de Chile amenazada de extincion, 27 al 30 de Agosto de 1985.",,,,"Santiago, Chile, Corporacion Nacional Forestal. 80p."
11763,"Sukopp, H., et al. 1981. Liste der wildwachsenden Farn- und BlÃ¼tenpflanzen von Berlin (West): mit Angaben zur GefÃ¤hrdung der Sippen und Angaben Ã¼ber Zeitpunkt der EÃ¼nwanderung in das Gebiet von Berlin (West). Berlin, Landesbeauftragter fÃ¼r Naturschutz und Landschaftspflege. 68p. Ge.","Sukopp, H., et al.",1981,"Liste der wildwachsenden Farn- und BlÃ¼tenpflanzen von Berlin (West): mit Angaben zur GefÃ¤hrdung der Sippen und Angaben Ã¼ber Zeitpunkt der EÃ¼nwanderung in das Gebiet von Berlin (West).",,,,"Berlin, Landesbeauftragter fÃ¼r Naturschutz und Landschaftspflege. 68p."
11787,"Given, D.R. 1978. The preservation of rare flora. _In_ Proceedings of the Conference of High Mountain Resources, Lincoln College, 9-15 November 1977. Wellington, Dept of Lands and Survey. 294-295.","Given, D.R.",1978,"The preservation of rare flora.","_In_ Proceedings of the Conference of High Mountain Resources, Lincoln College, 9-15 November 1977. Wellington, Dept of Lands and Survey. 294-295.",,,
11788,"Given, D.R. 1979. Threatened plants in New Zealand. _In_ Nature Conservation Council. A vanishing heritage. The problem of endangered species and their habitats. 22-45. Proceedings of the 49th Congress of the Australian and New Zealand Assoc. for the Advancement of Science. Part 1: Botany session.","Given, D.R.",1979,"Threatened plants in New Zealand.","_In_ Nature Conservation Council. A vanishing heritage. The problem of endangered species and their habitats. 22-45.",,,
11789,"Given, D.R. 1979. Endangered New Zealand plants. _Canterbury Envir. J._ 4(7):7-9.","Given, D.R.",1979,"Endangered New Zealand plants.","_Canterbury Envir. J._",4,7,
11790,"Given, D.R. 1979. Threatened New Zealand plants. _New Zealand Envir._ 24:4-9.","Given, D.R.",1979,"Threatened New Zealand plants.","_New Zealand Envir._",24,,
11791,"Given, D.R. 1979. Register of threatened plant taxa of New Zealand. pp. 23-30 _In_ Commission for the Environment. Biological resources workshop, Wellington, 12-13 September 1979.","Given, D.R.",1979,"Register of threatened plant taxa of New Zealand.","_In_ Commission for the Environment. Biological resources workshop, Wellington, 12-13 September 1979",,,
11792,"Given, D.R. 1984. Documentation and assessment of geothermal habitats for management. _In_ Dingwall, P.R., _comp._ Protection and parks, essays in the preservation of natural values in protected areas. Dept of Lands and Survey. 15-24. Includes rare species.","Given, D.R.",1984,"Documentation and assessment of geothermal habitats for management.","_In_ Dingwall, P.R., _comp._ Protection and parks, essays in the preservation of natural values in protected areas. Dept of Lands and Survey. 15-24.",,,
11793,"Sita, P. 1988. Annotations to: Draft IUCN list of plant taxa of Congo.","Sita, P.",1988,"Annotations to: Draft IUCN list of plant taxa of Congo.",,,,"TPU list; 27 May 1988."
11797,"Given, D.R. 1986. Botanic gardens and conservation: the road from Las Palmas. _Ann. J. Roy. N.Z. Instit. Hort._ 14:3-9.","Given, D.R.",1986,"Botanic gardens and conservation: the road from Las Palmas.","_Ann. J. Roy. N.Z. Instit. Hort._",14,,
11800,"Given, D.R. 1987. What a conservationist requires of _ex situ_ collections. pp. 105-118 in Bramwell, D., Hamann, O., Heywood, V., Synge, H. (eds.). Botanic Gardens and the World Conservation Strategy. London: Academic Press. (Sp).","Given, D.R.",1987,"What a conservationist requires of _ex situ_ collections.","Bramwell, D., Hamann, O., Heywood, V., Synge, H. (eds.). Botanic Gardens and the World Conservation Strategy.",,,"Academic Press"
11801,"Given, D.R. 1987. Plant variety rights: some implications for conservation. _Tuatara_ 29(1-2):13-18.","Given, D.R.",1987,"Plant variety rights: some implications for conservation.","_Tuatara_",29,"1-2.",
11802,"Cox, R. 1988. The conservation status of biological resources in the Philippines. Cambridge, IUCN Conservation Monitoring Centre. 68 pp. Maps. Includes discussion on threats to plant life; vegetation.","Cox, R.",1988,"The conservation status of biological resources in the Philippines.",,,,"Cambridge, IUCN Conservation Monitoring Centre."
11803,"Anon. 1988. Nam Choan inquiry: the environmental dilemma of the decade. _The Nation_, 18 April 1988: 36p. Special issue.","Anon.",1988,"Nam Choan inquiry: the environmental dilemma of the decade.",,,,"_The Nation_, 18 April 1988: 36p."
11804,"Salm, R.V. & J.R. Clark 1984. Marine and coastal protected areas: a guide for planners and managers. Gland, IUCN. 302p. Illus., maps. Based on the workshops on managing coastal and marine protected areas, World Congress on National Parks, Bali, Indonesia, October 1982.","Salm, R.V., J.R. Clark",1984,"Marine and coastal protected areas: a guide for planners and managers.",,,,"Gland, IUCN. 302p."
11806,"Zolotukhin, N.I., I.B. Zolotukhina, L.V. Marina 1986. [Flowering plants of the Altai Nature Reserve on the upper high altitude boundary]. _In_ Ekosistemy ekstremal. uslovii sredy v zapoved. RSFSR. [Moskva]. 74-80. Rus.","Zolotukhin, N.I., I.B. Zolotukhina, L.V. Marina",1986,"[Flowering plants of the Altai Nature Reserve on the upper high altitude boundary].","_In_ Ekosistemy ekstremal. uslovii sredy v zapoved. RSFSR. [Moskva]. 74-80.",,,
11807,"Minibaev, R.G. & Z.M. Nazirova 1986. [Some results and perspectives on the study of rare and disappearing species of plants of Bashkir]. _In_ Region. florist. issled. i metod. prepokavaniya botan. distsiplin. Krasnodar. 83-87. Rus.","Minibaev, R.G., Z.M. Nazirova",1986,"[Some results and perspectives on the study of rare and disappearing species of plants of Bashkir].","_In_ Region. florist. issled. i metod. prepokavaniya botan. distsiplin. Krasnodar. 83-87.",,,
11808,"Grigor'evskaya, A. & N.D. Kartashova 1987. [Plants of the Sokol'skoye mountain and their protection (on the question of the organization of new sections of the nature reserve ""Galich'ya Gora"" and of the study of vegetation of the North Donets Relict Region)]. _In_ Priroda mal. okhranyaem territorii. Voronezh. 54-76. Rus.","Grigor'evskaya, A., N.D. Kartashova",1987,"[Plants of the Sokol'skoye mountain and their protection (on the question of the organization of new sections of the nature reserve ""Galich'ya Gora"" and of the study of vegetation of the North Donets Relict Region)].","_In_ Priroda mal. okhranyaem territorii. Voronezh. 54-76.",,,
11809,"Rassi, P. & R. Vaisanen (eds.) 1987. Threatened animals and plants in Finland. Helsinki: Govt Printing Centre. 82 pp. Illus. Summary of the report of the Committee for the Conservation of Threatened Animals and Plants in Finland.","Rassi, P., R. Vaisanen (eds.)",1987,"Threatened animals and plants in Finland.",,,,"Govt Printing Centre"
11811,"Murray, D.F. & R. Lipkin 1987. Candidate threatened and endangered plants of Alaska with comments on other rare plants. Fairbanks: University of Alaska Museum. 76 pp. Illus., maps.","Murray, D.F., R. Lipkin",1987,"Candidate threatened and endangered plants of Alaska with comments on other rare plants.",,,,"University of Alaska Museum"
11812,"Arbez, M. 1987. Les ressources gÃ©nÃ©tiques forestiÃ¨res en France. Tome 1: Les conifÃ¨res. Paris, Institut National de la Recherche Agronomique and Bureau des Ressources GÃ©nÃ©tiques. 236p. Fr. Maps.","Arbez, M.",1987,"Les ressources gÃ©nÃ©tiques forestiÃ¨res en France. Tome 1: Les conifÃ¨res.",,,,"Paris, Institut National de la Recherche Agronomique and Bureau des Ressources GÃ©nÃ©tiques. 236p."
11813,"Johnson, D.V. 1988. Worldwide endangerment of useful palms. _Adv. Econ. Bot._ 6:268-273.","Johnson, D.V.",1988,"Worldwide endangerment of useful palms.","_Adv. Econ. Bot._",6,,
11814,"Rusyaeva, G.G. 1986. [The influence of anthropogenic factors on the composition of the herbaceous shrub cover]. Sverdlovsk, Il'm. Gos. Zapoved., 67p. Rus. Illus.","Rusyaeva, G.G.",1986,"[The influence of anthropogenic factors on the composition of the herbaceous shrub cover].",,,,"Sverdlovsk, Il'm. Gos. Zapoved., 67p."
11815,"Wu, Z., Q. Fu 1988. Second batch precious rare and endangered plants of China from Shaanxi. _Shaanxi Forest Sci. Tech._ 2:19-2.","Wu, Z., Q. Fu",1988,"Second batch precious rare and endangered plants of China from Shaanxi.","_Shaanxi Forest Sci. Tech._",2,,
11817,"FAO 1986. Report on natural resources for food and agriculture in Latin America and the Caribbean. FAO Environment and Energy Paper 8. Rome, FAO. 102p.","FAO",1986,"Report on natural resources for food and agriculture in Latin America and the Caribbean. FAO Environment and Energy Paper 8.",,,,"Rome, FAO. 102p."
11818,"Whitehead, E.E., et al. (eds.) 1988. Arid lands: today and tomorrow. Proceedings of an international research and development conference, Tucson, Arizona, USA. 20-25 October, 1988. Boulder, CO, Westview Press and London, Belhaven Press. xlv, 1435p. Illus., maps.","Whitehead, E.E., et al. (eds.)",1988,"Arid lands: today and tomorrow. Proceedings of an international research and development conference, Tucson, Arizona, USA. 20-25 October, 1988.",,,,"Boulder, CO, Westview Press and London, Belhaven Press. xlv, 1435p."
11819,"Soule, M.E. (ed.) 1987. Viable populations for conservation. Cambridge: Cambridge Univ. Press. 189 pp.","Soule, M.E. (ed.)",1987,"Viable populations for conservation.",,,,"Cambridge Univ. Press"
11820,"Maxwell, J.F. 1980. Revision of _Memecylon_ L. (Melastomataceae) from the Malay Peninsula. _Gard. Bull. Singapore_ 33:31-150.","Maxwell, J.F.",1980,"Revision of _Memecylon_ L. (Melastomataceae) from the Malay Peninsula.","_Gard. Bull. Singapore_",33,,
11821,"Buck, M. 1984. The precious forests of Ponape and Kosrae. _Glimpses of Micronesia_ 24(3):33-37.","Buck, M.",1984,"The precious forests of Ponape and Kosrae.","_Glimpses of Micronesia_",24,3,
11822,"Byrne, J.E. (ed.) 1979. Literature review and synthesis of information on Pacific island ecosystems. Washington, DC: U.S. Fish and Wildlife Service, Office of Biological Services.","Byrne, J.E. (ed.)",1979,"Literature review and synthesis of information on Pacific island ecosystems.",,,,"U.S. Fish and Wildlife Service, Office of Biological Services"
11823,"Stone, B.C. 1970. Materials for a monograph of _Freycinetia_ Gaud. (Pandanaceae). VI. Species of Borneo. _Gard. Bull. Singapore_ 25(2):209-233.","Stone, B.C.",1970,"Materials for a monograph of _Freycinetia_ Gaud. (Pandanaceae). VI. Species of Borneo.","_Gard. Bull. Singapore_",25,2,
11824,"Cribb, P.J. 1986. _Paphiopedilum hennisianum_. _Kew Mag._ 3(2):66-67. Col. illus.","Cribb, P.J.",1986,"_Paphiopedilum hennisianum_.","_Kew Mag._",3,2,
11825,"Cribb, P.J. 1986. _Dendrobium eximium_. _Kew Mag._ 3(2):55-57. Col. illus.","Cribb, P.J.",1986,"_Dendrobium eximium_.","_Kew Mag._",3,2,
11826,"Johnson, M. 1986. _Brighamia citrina_ var. _napaliensis_. _Kew Mag._ 3(2):68-72. Col. illus., map.","Johnson, M.",1986,"_Brighamia citrina_ var. _napaliensis_.","_Kew Mag._",3,2,
11827,"Lovett, J.C. 1986. The Eastern Arc forests of Tanzania. _Kew Mag._ 3(2):83-87. Illus.","Lovett, J.C.",1986,"The Eastern Arc forests of Tanzania.","_Kew Mag._",3,2,
11828,"Hadley, M. (ed.) 1986. Rain forest regeneration and management. Report of a workshop. _Int. Union Biol. Sci._ 18:68.","Hadley, M. (ed.)",1986,"Rain forest regeneration and management. Report of a workshop.","_Int. Union Biol. Sci._",18,,
11829,"Calvopina, L.H.&.F. 1980. Reproductive biology of wild goats and growth and development of vegetation in permanent goat exclosures on Isla San Salvador (Santiago). _In_ Charles Darwin Research Station. Annual Report 1980. Santa Cruz Island, Galapogos, Ecuador. 87-97.","Calvopina, L.H.&.F.",1980,"Reproductive biology of wild goats and growth and development of vegetation in permanent goat exclosures on Isla San Salvador (Santiago).","_In_ Charles Darwin Research Station. Annual Report 1980. Santa Cruz Island, Galapogos, Ecuador. 87-97.",,,
11830,"Campbell, D.J. & M.R. Rudge 1978. Reply to: Goats on Auckland Islands. _New Zealand J. Bot._ 16(2):293-296. Deals with feral goat problem.","Campbell, D.J., M.R. Rudge",1978,"Reply to: Goats on Auckland Islands.","_New Zealand J. Bot._",16,2,
11831,"Canfield, J.E. 1981. Palau: diversity and status of the native vegetation of a unique Pacific island ecosystem. _Newsl. Hawaii. Bot. Soc._ 20:14-20.","Canfield, J.E.",1981,"Palau: diversity and status of the native vegetation of a unique Pacific island ecosystem.","_Newsl. Hawaii. Bot. Soc._",20,,
11832,"Carew-Reid, J. 1984. The South Pacific Regional Environment Program. _Ambio_ 13(5-6):377.","Carew-Reid, J.",1984,"The South Pacific Regional Environment Program.","_Ambio_",13,"05-Jun",
11833,"Carlquist, S. 1970. Hawaii: a natural history. New York, Natural History Press. 463p.","Carlquist, S.",1970,"Hawaii: a natural history.",,,,"New York, Natural History Press. 463p."
11834,"Hubbuch, C., Fairchild Tropical Garden, Miami, Florida, U.S.A. (FTG) 1988. Annotations to: rare and threatened palms of the New World.","Hubbuch, C., Fairchild Tropical Garden, Miami, Florida, U.S.A. (FTG)",1988,"Annotations to: rare and threatened palms of the New World.",,,,"Dated 8 August 1988."
11835,"Carlquist, S. 1982. Hawaii: a museum of evolution. _The Nature Conservancy News_ 32(3):4-11. Includes threats to flora.","Carlquist, S.",1982,"Hawaii: a museum of evolution.","_The Nature Conservancy News_",32,3,
11838,"Carlquist, S. 1983. Hawaii: a museum of evolution. _Bulletin Pacific Tropical Botanical Garden_ 13(2):33-39. Includes threats to flora.","Carlquist, S.",1983,"Hawaii: a museum of evolution.","_Bulletin Pacific Tropical Botanical Garden_",13,2,
11839,"Carlson, N.K. 1973. The Kamehameha Schools - Bernice Pauahi Bishop Estate and the forests of the Big Island. _Newsl. Hawaii. Bot. Soc._ 12(3):16-19.","Carlson, N.K.",1973,"The Kamehameha Schools - Bernice Pauahi Bishop Estate and the forests of the Big Island.","_Newsl. Hawaii. Bot. Soc._",12,3,
11841,"Carr, G.D. 1990. Status reports on _Argyroxiphium sandwicense_ DC. var. _sandwicense_ (Asteraceae); _Santalum freycinetianum_ Gaud. var. _lanaiense_ Rock (Santalaceae); _Scaevola coriacea_ Nutt. (Goodeniaceae). Washington, DC: U.S. Department of the Interior. Unpublished manuscripts.","Carr, G.D.",1990,"Status reports on _Argyroxiphium sandwicense_ DC. var. _sandwicense_ (Asteraceae); _Santalum freycinetianum_ Gaud. var. _lanaiense_ Rock (Santalaceae); _Scaevola coriacea_ Nutt. (Goodeniaceae).",,,,"U.S. Department of the Interior"
11842,"Carr, G.D. 1982. Status reports on _Dubautia herbstobatae_ Carr (Compositae); _Dubautia latifolia_ (Gray) Keck (Compositae); _Wilkesia hobdyi_ St. John (Compositae). Washington, DC: U.S. Department of the Interior. Unpublished manuscripts.","Carr, G.D.",1982,"Status reports on _Dubautia herbstobatae_ Carr (Compositae); _Dubautia latifolia_ (Gray) Keck (Compositae); _Wilkesia hobdyi_ St. John (Compositae).",,,,"U.S. Department of the Interior"
11843,"Rowley, G., ""Cactusville"". Reading, U.K. (RNGR) 1988. Annotations to: conservation plants at Gordon Rowley succulent collection (RNGR).","Rowley, G., ""Cactusville"". Reading, U.K. (RNGR)",1988,"Annotations to: conservation plants at Gordon Rowley succulent collection (RNGR).",,,,"BGCS published 27 April l988, sent 4 May 1988. RNGR sent 24 July 1988."
11844,"Gordon Rowley Succulent Collection, Reading, U.K. (RNGR). 1988. Annotations to: Conservation plants at Gordon Rowley's Succulent Collection (RNGR).","Gordon Rowley Succulent Collection, Reading, U.K. (RNGR).",1988,"Annotations to: Conservation plants at Gordon Rowley's Succulent Collection (RNGR).",,,,"BGCS published 27 April 1988. BGCS received 16 August 1988."
11847,"Carson, H.L. 1982. Hawaii: showcase of evolution, an introduction. _Natural History_ 91(12):16-18.","Carson, H.L.",1982,"Hawaii: showcase of evolution, an introduction.","_Natural History_",91,12,
11848,"Carson, H.L. 1982. A cloudy future. _Natural History_ 91(12):72. Threats to rain forests.","Carson, H.L.",1982,"A cloudy future.","_Natural History_",91,12,
11849,"Catala, R.L.A. 1953. Protection de la nature en Nouvelle-Caledonie. (Protection of the nature of New Caledonia.). _Proc. Seventh Pacific Science Congress_ 4:674-679.","Catala, R.L.A.",1953,"Protection de la nature en Nouvelle-Caledonie. (Protection of the nature of New Caledonia.)","_Proc. Seventh Pacific Science Congress_",4,,
11850,"Caufield, C. 1985. In the rainforest. New York, Alfred A. Knopf. 304p. Tropical forest; deforestation.","Caufield, C.",1985,"In the rainforest.",,,,"New York, Alfred A. Knopf. 304p."
11851,"Caum, E.L. 1936. Notes on the flora and fauna of Lehua and Kaula islands. _Occas. Pap. B.P. Bishop Mus._ 11(21):3-17. Introduced and invasive species.","Caum, E.L.",1936,"Notes on the flora and fauna of Lehua and Kaula islands.","_Occas. Pap. B.P. Bishop Mus._",11,21,
11852,"Chamberlain, P. 1972. Micro planning. _Micronesian Reporter_ 20(2):33-43.","Chamberlain, P.",1972,"Micro planning.","_Micronesian Reporter_",20,2,
11853,"Chapman, V.J. 1967. Conservation of maritime vegetation and the introduction of submerged freshwater aquatics. _Micronesica_ 3:31-35.","Chapman, V.J.",1967,"Conservation of maritime vegetation and the introduction of submerged freshwater aquatics.","_Micronesica_",3,,
11854,"Char, W. 1976. Field studies of the _Sesbania_ complex on the island of Hawaii. _Bull. Pacif. Trop. Bot. Gard._ 6(2):41.","Char, W.",1976,"Field studies of the _Sesbania_ complex on the island of Hawaii.","_Bull. Pacif. Trop. Bot. Gard._",6,2,
11855,"Char, W.P. & N. Balakrishnan 1979. Ewa Plains botanical survey. U.S. Department of the Interior Contract Report. Honolulu, Hawaii, University of Hawaii at Manoa. U.S. Department of the Interior Contract Report.","Char, W.P., N. Balakrishnan",1979,"Ewa Plains botanical survey. U.S. Department of the Interior Contract Report.",,,,"Honolulu, Hawaii, University of Hawaii at Manoa."
11856,"Cheatham, N.H. 1968. Forestry and conservation in the Trust Territory of the Pacific Islands. _S. Pacif. Bull._ 18(4):38-41, 47.","Cheatham, N.H.",1968,"Forestry and conservation in the Trust Territory of the Pacific Islands.","_S. Pacif. Bull._",18,4,
11857,"Cheatham, N.H. 1975. Land development: its environmental impact in Micronesia. _Micronesian Reporter_ 23(3):7-11.","Cheatham, N.H.",1975,"Land development: its environmental impact in Micronesia.","_Micronesian Reporter_",23,3,
11859,"Christensen, C. 1979. Propagating Kauai's _Brighamia_. _Bull. Pac. Trop. Bot. Gard._ 9(1):2-4.","Christensen, C.",1979,"Propagating Kauai's _Brighamia_.","_Bull. Pac. Trop. Bot. Gard._",9,1,
11860,"Christian, K.A. & C.R. Tracy 1980. An update on the status of Isla Santa Fe since the eradication of the feral goats. _Not. Galap._ 31:16-17.","Christian, K.A., C.R. Tracy",1980,"An update on the status of Isla Santa Fe since the eradication of the feral goats.","_Not. Galap._",31,,
11861,"Clapp, R.B., E. Kridler & R.B. Fleet 1977. The natural history of Nihoa Island, northwestern Hawaiian Islands. _Atoll Res. Bull._ 207:147.","Clapp, R.B., E. Kridler, R.B. Fleet",1977,"The natural history of Nihoa Island, northwestern Hawaiian Islands.","_Atoll Res. Bull._",207,,
11862,"Clapp, R.B. & F.C. Sibley 1971. Notes on the vascular flora and terrestrial vertebrates of Caroline Atoll, Southern Line Islands. _Atoll Res. Bull._ 145:1-18.","Clapp, R.B., F.C. Sibley",1971,"Notes on the vascular flora and terrestrial vertebrates of Caroline Atoll, Southern Line Islands.","_Atoll Res. Bull._",145,,
11863,"Tam, T.Q. 1988. A preliminary list of epiphyte orchids at Nam Cat Tien Forest Reserve. _Garrulax_ 4:10.","Tam, T.Q.",1988,"A preliminary list of epiphyte orchids at Nam Cat Tien Forest Reserve.","_Garrulax_",4,,
11864,"Clapp, R.B. & W.O. Wirtz 1975. The natural history of Lisianski Island, northwestern Hawaiian Islands. _Atoll Res. Bull._ 186:196p.","Clapp, R.B., W.O. Wirtz",1975,"The natural history of Lisianski Island, northwestern Hawaiian Islands.","_Atoll Res. Bull._",186,,
11865,"Tamin, R. & M. Hotta 1986. The genus _Nepenthes_ of the Sumatra island. _In_ Hotta, M. (ed.). Diversity and dynamics of plant life in Sumatra. Forest ecosystem and speciation in wet tropical environments. Part 1: Report and collection of papers. Kyoto Univ. 75-109. Illus.","Tamin, R., M. Hotta",1986,"The genus _Nepenthes_ of the Sumatra island.","_In_ Hotta, M. (ed.). Diversity and dynamics of plant life in Sumatra. Forest ecosystem and speciation in wet tropical environments. Part 1: Report and collection of papers. Kyoto Univ. 75-109.",,,
11867,"Coblentz, B.E. 1978. The effects of feral goats (_Capra hircus_) on island ecosystems. _Biol. Conserv._ 13(4):279-286.","Coblentz, B.E.",1978,"The effects of feral goats (_Capra hircus_) on island ecosystems.","_Biol. Conserv._",13,4,
11868,"Colinvaux, P.A., E.K. Schofield & I.L. Wiggins 1968. Galapagos flora: Fernandina (Narborough) caldera before recent volcanic event. _Science_ 162:1144-1145.","Colinvaux, P.A., E.K. Schofield, I.L. Wiggins",1968,"Galapagos flora: Fernandina (Narborough) caldera before recent volcanic event.","_Science_",162,,
11869,"Connell, J. 1984. Islands under pressure - population growth and urbanization in the South Pacific. _Ambio_ 13(5-6):306-308, 310-312.","Connell, J.",1984,"Islands under pressure - population growth and urbanization in the South Pacific.","_Ambio_",13,"05-Jun",
11870,"Connell, J. 1986. Population, migration, and problems of atoll development in the South Pacific. _Pacific Studies_ 9(2):41-58.","Connell, J.",1986,"Population, migration, and problems of atoll development in the South Pacific.","_Pacific Studies_",9,2,
11871,"Coolidge, H.J. (comp.) 1948. Conservation in Micronesia. Washington, DC: National Research Council. 70 pp.","Coolidge, H.J. (comp.)",1948,"Conservation in Micronesia",,,,"National Research Council"
11872,"Cooray, R.G. 1974. Stand structure of a montane rain forest on Mauna Loa, Hawaii. Honolulu, Hawaii, University of Hawaii, Island Ecosystems IRP/IBP Hawaii, Technical Report No. 44. 98p. Includes notes on threat caused by introduced species.","Cooray, R.G.",1974,"Stand structure of a montane rain forest on Mauna Loa, Hawaii.",,,,"Honolulu, Hawaii, University of Hawaii, Island Ecosystems IRP/IBP Hawaii, Technical Report No. 44. 98p."
11873,"Craine, C. 1985. Dangerous and endangered species: a political update on native ecosystems. _Newsl. Hawaii. Bot. Soc._ 14(1):13-18.","Craine, C.",1985,"Dangerous and endangered species: a political update on native ecosystems.","_Newsl. Hawaii. Bot. Soc._",14,1,
11874,"Cranwell, L.M. 1984. Lehua Maka Noe, an endangered bog. _Newsletter Hawaiian Botanical Society_ 23:3-6.","Cranwell, L.M.",1984,"Lehua Maka Noe, an endangered bog.","_Newsletter Hawaiian Botanical Society_",23,,
11875,"Creutz, E. 1966. The tiare apetahi of Raiatea. _Garden_ (U.S.) 16(4):142-144. _Apetahi raiateensis_.","Creutz, E.",1966,"The tiare apetahi of Raiatea.","_Garden_ (U.S.)",16,4,
11876,"Cribb, P.J. 1986. The slipper orchids of New Guinea and the Solomon Islands. _Kew Mag._ 3(4):159-166.","Cribb, P.J.",1986,"The slipper orchids of New Guinea and the Solomon Islands.","_Kew Mag._",3,4,
11877,"Cribb, P.J., J. Campbell, G. Dennis 1985. _Paphiopedilum_ in the Solomon Islands: the rediscovery of ""_P. dennisii_"". _Orchid Review_ 93(1098):130-131.","Cribb, P.J., J. Campbell, G. Dennis",1985,"_Paphiopedilum_ in the Solomon Islands: the rediscovery of ""_P. dennisii_"".","_Orchid Review_",93,1098,
11878,"Croft, L., D.E. Hemmes & J.D. Macneil 1976. Puukohola Heiau National Historic Site plant survey. _Newsl. Hawaii. Bot. Soc._ 15(4-5):81-94.","Croft, L., D.E. Hemmes, J.D. Macneil",1976,"Puukohola Heiau National Historic Site plant survey.","_Newsl. Hawaii. Bot. Soc._",15,"04-May",
11879,"Cumberland, K.B. 1963. Man's role in modifying island environments in the southwest Pacific, with special reference to New Zealand. _In_ Fosberg, F.R. (ed.). Man's place in the island ecosystem: a symposium. Honolulu, Bishop Museum Press. 186-206.","Cumberland, K.B.",1963,"Man's role in modifying island environments in the southwest Pacific, with special reference to New Zealand.","_In_ Fosberg, F.R. (ed.). Man's place in the island ecosystem: a symposium. Honolulu, Bishop Museum Press. 186-206.",,,
11880,"Dahl, A.L. & I.L. Baumgart 1982. The state of the environment in the South Pacific. _In_ SPREP Conference Human Environment, Report. Noumea, New Caledonia, South Pacific Commission. 47-71.","Dahl, A.L., I.L. Baumgart",1982,"The state of the environment in the South Pacific.","_In_ SPREP Conference Human Environment, Report. Noumea, New Caledonia, South Pacific Commission. 47-71.",,,
11881,"Danielsson, B. 1984. Under a cloud of secrecy: the French nuclear tests in the southeastern Pacific. _Ambio_ 13(5-6):336-341. Threat to environment by nuclear testing.","Danielsson, B.",1984,"Under a cloud of secrecy: the French nuclear tests in the southeastern Pacific.","_Ambio_",13,"05-Jun",
11882,"D'Arcy, W.G. 1976. Near extinct plant in Climatron. _Missouri Bot. Gard. Bull._ 64(3):5.","D'Arcy, W.G.",1976,"Near extinct plant in Climatron.","_Missouri Bot. Gard. Bull._",64,3,
11883,"Dawson, E.Y. 1959. Changes in Palmyra Atoll and its vegetation through the activities of man, 1913-1958. _Pacific Nat._ 1(2):1-51.","Dawson, E.Y.",1959,"Changes in Palmyra Atoll and its vegetation through the activities of man, 1913-1958.","_Pacific Nat._",1,2,
11884,"Dawson, E.Y. 1962. Cacti of the Galapagos Islands and of coastal Ecuador. _Cact. Succ. J._, (U.S.) 34(4):99-105.","Dawson, E.Y.",1962,"Cacti of the Galapagos Islands and of coastal Ecuador.","_Cact. Succ. J._, (U.S.)",34,4,
11885,"Dawson, J.W. 1981. The species-rich, highly endemic serpentine flora of New Caledonia. _Tuatara_ 25(1):1-6.","Dawson, J.W.",1981,"The species-rich, highly endemic serpentine flora of New Caledonia.","_Tuatara_",25,1,
11886,"Decker, B.G. 1971. Plants, man and landscape in Marquesan valleys, French Polynesia. _Dissert. Abstr. Int._ 31(10):1.","Decker, B.G.",1971,"Plants, man and landscape in Marquesan valleys, French Polynesia.","_Dissert. Abstr. Int._",31,10,
11887,"Decker, B.G. 1975. Unique dry-island biota under official protection in northwestern Marquesas Islands (Isles Marquises). _Biol. Conserv._ 5(1):66-67.","Decker, B.G.",1975,"Unique dry-island biota under official protection in northwestern Marquesas Islands (Isles Marquises).","_Biol. Conserv._",5,1,
11888,"Machlis, G.E. & M.S. Tichnell 1987. Economic development and threats to national parks: a preliminary analysis. _Envir. Conserv._ 14(2):151-156.","Machlis, G.E., M.S. Tichnell",1987,"Economic development and threats to national parks: a preliminary analysis.","_Envir. Conserv._",14,2,
11889,"U.S. Congress Office of Technology Assessment 1987. Technologies to maintain biological diversity. Washington, D.C., U.S. Govt Printing Office. 334p. Illus., tables, graphs. Status and trends of natural resources and environmental problems.","U.S. Congress Office of Technology Assessment",1987,"Technologies to maintain biological diversity.",,,,"Washington, D.C., U.S. Govt Printing Office. 334p."
11890,"Wilson, E.O. 1985. The biological diversity crisis: a challenge to science. _Issues Sci. Tech._ Autumn 1985:20-29.","Wilson, E.O.",1985,"The biological diversity crisis: a challenge to science.","_Issues Sci. Tech._","Autumn 1985",,
11891,"UNEP/FAO 1982. The Global Environment Monitoring System. GEMS PAC Info Series 3: The global assessment of tropical forest resources. Nairobi, UNEP/FAO. 14p. Extent of tropical forest and deforestation rates.","UNEP/FAO",1982,"The Global Environment Monitoring System. GEMS PAC Info Series 3: The global assessment of tropical forest resources.",,,,"Nairobi, UNEP/FAO. 14p."
11893,"Altan, T., B. Fahrenhorst 1988. Der Export von Geophyten aus der Turkei und seine Folgen. (The export of geophytes from Turkey and its consequences.). _Natur und Landschaft_ 63(1):21-25. Ge. Illus.","Altan, T., B. Fahrenhorst",1988,"Der Export von Geophyten aus der Turkei und seine Folgen. (The export of geophytes from Turkey and its consequences.).","_Natur und Landschaft_",63,1,
