ComName,LangShort,RecId,Rank,Designation,ReferenceID
Candelabra Aloe,en,28657,Species,CITES_EU,21852
kidachiaroe,JPN,28657,Species,CITES_EU,21852
kidachirokai,JPN,28657,Species,CITES_EU,21852
Octopus Plant Aloe,en,28657,Species,CITES_EU,21852
stoletnik,RUS,28657,Species,CITES_EU,21852
Torch Plant Aloe,en,28657,Species,CITES_EU,21852
Bastard Quiver Tree Aloe,en,28666,Species,CITES_EU,20371
Irish Lady's Tresses Orchid,en,2899,Species,CITES_EU,11495
Pezuña de venado,es,29420,Species,CITES_EU,20067
Cactus a cuscino spinoso,ITA,29487,Species,CITES_EU,21486
Jabali Pincushion Cactus,en,29487,Species,CITES_EU, 
Disc Cactus,en,29601,Species,CITES_EU,21429
Lamb's-tail Cactus,en,29613,Species,CITES_EU, 
Australian Tree Fern,en,29960,Species,CITES_EU, 
Bristly Tree Fern,en,29960,Species,CITES_EU, 
Soft Tree Fern,en,29960,Species,CITES_EU, 
Sacamecate,es,3025,Species,CITES_EU,21462
Lesser Five Leaves Orchid,en,30347,Species,CITES_EU,6544
Little Five Leaves Orchid,en,30347,Species,CITES_EU,6544
Small Whorled Pogonia,en,30347,Species,CITES_EU,19002
Elephant's Trunk,en,30348,Species,CITES_EU,22229
Cresent Ophrys,en,30425,Species,CITES_EU,17781
Ofride a mezza-luna,ITA,30425,Species,CITES_EU,19997
