id,rank,Internal distribution note,Designation
11877,SPECIES,"Previous distributions for Bahrain, Bermuda (United Kingdom), Burkina Faso, Cabo Verde, Denmark, Finland, Former Serbia and Montenegro, Ghana, Hong Kong, SAR, Ireland, Japan, Maldives, Norway, Seychelles, Sierra Leone, Spain, Sweden, Togo, Uganda, United Kingdom of Great Britain and Northern Ireland deleted as part of CMS project 9612 in 2025-2026.",CMS
11371,SPECIES,"Previous distributions for Antigua and Barbuda, Bahamas, Bermuda (United Kingdom), Cuba, French Polynesia, Guatemala, Honduras, Jamaica, Japan, Marshall Islands, Nicaragua, Puerto Rico, Republic of Korea, Saint Pierre and Miquelon, United Kingdom of Great Britain and Northern Ireland deleted as part of CMS project 9612 in 2025-2026.",CMS
11629,SPECIES,"Previous distributions for Algeria, Austria, Barbados, Belarus, Bulgaria, Croatia, Czech Republic, Egypt, Faroe Islands, Greece, Hungary, Iceland, Italy, Kazakhstan, Luxembourg, Morocco, Portugal, Puerto Rico, Republic of Korea, Romania, Saint Pierre and Miquelon, Senegal, Slovakia, Switzerland, Taiwan, Province of China, Tunisia, Türkiye deleted as part of CMS project 9612 in 2025-2026.",CMS
11663,SPECIES,"Previous distributions for Australia, Belarus, Bermuda (United Kingdom), Bulgaria, Democratic People's Republic of Korea, Iceland, Ireland, Jamaica, Japan, Kiribati, Latvia, Liechtenstein, Luxembourg, Marshall Islands, Portugal, Republic of Korea, Slovakia, Slovenia, Spain, Lithuania deleted as part of CMS project 9612 in 2025-2026.",CMS
94749,SPECIES,"Previous distributions for Marshall Islands, Republic of Korea, Taiwan, Province of China deleted as part of CMS project 9612 in 2025-2026.",CMS
11810,SPECIES,"Previous distributions for Algeria, Austria, Belarus, Bulgaria, Canada, Czech Republic, Egypt, Former Serbia and Montenegro, Hungary, Italy, Morocco, Portugal, Serbia, Slovakia, Slovenia, Spain, Switzerland, Tunisia, Türkiye, United States of America deleted as part of CMS project 9612 in 2025-2026.",CMS
11935,SPECIES,"Previous distributions for Albania, Azerbaijan, Belarus, Belgium, Bosnia and Herzegovina, China, Cyprus, Czech Republic, Denmark, Egypt, Finland, Former Serbia and Montenegro, France, Georgia, Germany, Greenland, Hungary, India, Ireland, Israel, Italy, Latvia, Netherlands, Norway, Poland, Republic of Korea, Slovakia, Spain, Svalbard and Jan Mayen Islands, Sweden, United Kingdom of Great Britain and Northern Ireland deleted as part of CMS project 9612 in 2025-2026.",CMS
11976,SPECIES,"Previous distributions for Bahamas, Bonaire, Saint Eustatius and Saba, Cayman Islands (United Kingdom), Cuba, Curaçao, Finland, France, Greenland, Iceland, Ireland, Jamaica, Japan, Netherlands, Portugal, Puerto Rico, Russian Federation, Saint Pierre and Miquelon, Sint Maarten, Slovakia, Spain, United Kingdom of Great Britain and Northern Ireland, Virgin Islands of the USA deleted as part of CMS project 9612 in 2025-2026.",CMS
12036,SPECIES,"Previous distributions for Algeria, Bahamas, Bangladesh, Cyprus, Former Serbia and Montenegro, Gibraltar (United Kingdom), Greenland, Israel, Jordan, Lebanon, Malta, Morocco, Portugal, Syrian Arab Republic, Tajikistan deleted as part of CMS project 9612 in 2025-2026.",CMS
11834,SPECIES,"Previous distributions for Austria, Czech Republic, Faroe Islands, Former Serbia and Montenegro, France, Germany, Montenegro, Norway, Republic of Korea, Russian Federation, Serbia, Spain, Svalbard and Jan Mayen Islands, United Kingdom of Great Britain and Northern Ireland deleted as part of CMS project 9612 in 2025-2026.",CMS
11705,SPECIES,Previous distributions for Uruguay deleted as part of CMS project 9612 in 2025-2026.,CMS
11301,SPECIES,"Previous distributions for Armenia, Bermuda (United Kingdom), Bosnia and Herzegovina, Croatia, Former Serbia and Montenegro, Israel, Jordan, Kuwait, Luxembourg, Portugal, Türkiye deleted as part of CMS project 9612 in 2025-2026.",CMS
66230,SPECIES,Previous distributions for Bolivia (Plurinational State of) deleted as part of CMS project 9612 in 2025-2026.,CMS
11856,SPECIES,"Previous distributions for Algeria, Antigua and Barbuda, Belarus, Bermuda (United Kingdom), Former Serbia and Montenegro, Gibraltar (United Kingdom), Guam, Jordan, Kyrgyzstan, Micronesia (Federated States of), Northern Mariana Islands, Oman, Portugal, Saint Pierre and Miquelon, Spain, United Arab Emirates, Virgin Islands of the USA deleted as part of CMS project 9612 in 2025-2026.",CMS
11618,SPECIES,"Previous distributions for Algeria, Cyprus, Egypt, Former Serbia and Montenegro, Hungary, Israel, Liechtenstein, Luxembourg, Oman, Portugal, Qatar, Syrian Arab Republic, Tunisia, United Arab Emirates deleted as part of CMS project 9612 in 2025-2026.",CMS
94746,SPECIES,Previous distributions for Antarctica deleted as part of CMS project 9612 in 2025-2026.,CMS
11485,SPECIES,"Previous distributions for Bahrain, Bermuda (United Kingdom), Egypt, Former Serbia and Montenegro, Jordan, Lebanon, Libya, Malta, Morocco, Oman, Portugal, Syrian Arab Republic, Tajikistan, United Arab Emirates deleted as part of CMS project 9612 in 2025-2026.",CMS
94733,SPECIES,"Previous distributions for Anguilla (United Kingdom), Antigua and Barbuda, Bahamas, Canada, Cayman Islands (United Kingdom), Chile, Dominica, Gambia, Grenada, Guadeloupe, Jamaica, Martinique, Montserrat (United Kingdom), Puerto Rico, Saint Kitts and Nevis, Saint Lucia, Saint Vincent and the Grenadines, Virgin Islands of the USA deleted as part of CMS project 9612 in 2025-2026.",CMS
54566,SPECIES,"Previous distributions for Bermuda (United Kingdom), Bhutan, British Virgin Islands (United Kingdom), France, Grenada, Israel, Jamaica, Morocco, Netherlands Antilles, Nicaragua, Oman, Portugal, Sierra Leone, Somalia, Spain, Sri Lanka, Viet Nam, Virgin Islands of the USA, Yemen deleted as part of CMS project 9612 in 2025-2026.",CMS
94742,SPECIES,"Previous distributions for Israel, Japan, Maldives, Oman, Taiwan, Province of China deleted as part of CMS project 9612 in 2025-2026.",CMS
54573,SPECIES,"Previous distributions for Chile, Falkland Islands (Malvinas), Netherlands Antilles, Panama, Seychelles, Spain deleted as part of CMS project 9612 in 2025-2026.",CMS
94723,SPECIES,Previous distributions for Falkland Islands (Malvinas) deleted as part of CMS project 9612 in 2025-2026.,CMS
11330,SPECIES,"Previous distributions for Austria, Belgium, Croatia, Denmark, Former Serbia and Montenegro, France, Germany, Italy, Kazakhstan, Mongolia, Montenegro, Netherlands, Norway, Poland, Serbia, Slovakia, Svalbard and Jan Mayen Islands, Sweden, Switzerland, Ukraine, United Kingdom of Great Britain and Northern Ireland deleted as part of CMS project 9612 in 2025-2026.",CMS
11401,SPECIES,"Previous distributions for Anguilla (United Kingdom), Antigua and Barbuda, Bahamas, Barbados, Belize, Bermuda (United Kingdom), Cuba, Dominica, Dominican Republic, Finland, Germany, Guadeloupe, Haiti, Iceland, Ireland, Martinique, Montserrat (United Kingdom), Netherlands, Norway, Portugal, Puerto Rico, Saint Kitts and Nevis, Saint Lucia, Saint Pierre and Miquelon, Saint Vincent and the Grenadines, Spain, Turks and Caicos Islands (United Kingdom), Virgin Islands of the USA deleted as part of CMS project 9612 in 2025-2026.",CMS
94719,SPECIES,"Previous distributions for Belgium, Czech Republic, Denmark, Faroe Islands, Finland, France, French Guiana [FR], Greenland, Iceland, Ireland, Japan, Lithuania, Morocco, Netherlands, Norway, Republic of Korea, Russian Federation, Senegal, Spain, Sweden, United Kingdom of Great Britain and Northern Ireland deleted as part of CMS project 9612 in 2025-2026.",CMS
94715,SPECIES,"Previous distributions for Afghanistan, Austria, Bulgaria, Canada, Iran (Islamic Republic of), Jordan, Kazakhstan, Malta, Netherlands, Northern Mariana Islands, Pakistan, Poland, Portugal, Turkmenistan, Türkiye, United States of America deleted as part of CMS project 9612 in 2025-2026.",CMS
94709,SPECIES,"Previous distributions for Antigua and Barbuda, Barbados, Burundi, Cameroon, Democratic Republic of the Congo, Djibouti, Dominica, Dominican Republic, Ghana, Greenland, Guadeloupe, Haiti, Marshall Islands, Martinique, Montserrat (United Kingdom), Puerto Rico, Saint Kitts and Nevis, Saint Lucia, Saint Pierre and Miquelon, Saint Vincent and the Grenadines, Somalia, Uganda, Venezuela (Bolivarian Republic of) deleted as part of CMS project 9612 in 2025-2026.",CMS
94711,SPECIES,Previous distributions for Antarctica deleted as part of CMS project 9612 in 2025-2026.,CMS
94730,SPECIES,"Previous distributions for Antigua and Barbuda, Cameroon, Democratic Republic of the Congo, Gibraltar (United Kingdom), Greenland, Guadeloupe, Jamaica, Niger, Nigeria, Saint Pierre and Miquelon, Somalia deleted as part of CMS project 9612 in 2025-2026.",CMS
12010,SPECIES,"Previous distributions for Bahrain, Bosnia and Herzegovina, Czech Republic, France, Germany, Hungary, Japan, Kuwait, Kyrgyzstan, Malta, Oman, Portugal, Qatar, Romania, Saudi Arabia, Slovakia, Sri Lanka, United Arab Emirates deleted as part of CMS project 9612 in 2025-2026.",CMS
94713,SPECIES,"Previous distributions for Bermuda (United Kingdom), Greenland deleted as part of CMS project 9612 in 2025-2026.",CMS
11676,SPECIES,"Previous distributions for Afghanistan, Algeria, Bermuda (United Kingdom), Bosnia and Herzegovina, Canada, China, Democratic People's Republic of Korea, Egypt, Faroe Islands, Former Serbia and Montenegro, Greece, Greenland, Hong Kong, SAR, Iceland, Israel, Japan, Kuwait, Kyrgyzstan, Lebanon, Luxembourg, Mexico, Mongolia, Morocco, North Macedonia, Pakistan, Portugal, Republic of Korea, Saint Pierre and Miquelon, Svalbard and Jan Mayen Islands, Tajikistan, United States of America deleted as part of CMS project 9612 in 2025-2026.",CMS
11767,SPECIES,"Previous distributions for Algeria, Bermuda (United Kingdom), Canada, China, Croatia, Cyprus, Democratic People's Republic of Korea, Former Serbia and Montenegro, Greenland, Japan, Kuwait, Kyrgyzstan, Libya, Liechtenstein, Malta, Mexico, Montenegro, Republic of Korea, Saint Pierre and Miquelon, Tunisia, United States of America deleted as part of CMS project 9612 in 2025-2026.",CMS
11899,SPECIES,"Previous distributions for Belgium, Bermuda (United Kingdom), Czech Republic, Denmark, Faroe Islands, Finland, France, Germany, Greenland, Guam, Iceland, Ireland, Japan, Netherlands, Norway, Poland, Portugal, Russian Federation, Spain, Sweden, United Kingdom of Great Britain and Northern Ireland deleted as part of CMS project 9612 in 2025-2026.",CMS
94725,SPECIES,"Previous distributions for Hong Kong, SAR deleted as part of CMS project 9612 in 2025-2026.",CMS
12091,SPECIES,"Previous distributions for Algeria, Canada, Cyprus, Former Serbia and Montenegro, Gibraltar (United Kingdom), Hong Kong, SAR, Iceland, Israel, Jordan, Libya, Malta, Myanmar, Portugal, Saudi Arabia, Tunisia, United States of America deleted as part of CMS project 9612 in 2025-2026.",CMS
11456,SPECIES,"Previous distributions for Algeria, Cyprus, Former Serbia and Montenegro, Greenland, Israel, Malta, Morocco, Portugal, Svalbard and Jan Mayen Islands, Tunisia deleted as part of CMS project 9612 in 2025-2026.",CMS
11845,SPECIES,"Previous distributions for Afghanistan, Algeria, Bahrain, Belize, Cayman Islands (United Kingdom), Dominican Republic, Former Serbia and Montenegro, Gibraltar (United Kingdom), Haiti, India, Jordan, Kuwait, Lebanon, Luxembourg, Mongolia, Nepal, Northern Mariana Islands, Oman, Puerto Rico, Saudi Arabia, Svalbard and Jan Mayen Islands, Syrian Arab Republic, United Arab Emirates, Virgin Islands of the USA deleted as part of CMS project 9612 in 2025-2026.",CMS
94710,SPECIES,"Previous distributions for Argentina, Barbados, Jamaica, Paraguay, Suriname deleted as part of CMS project 9612 in 2025-2026.",CMS
11349,SPECIES,"Previous distributions for Israel, Sudan [prior to secession of South Sudan] deleted as part of CMS project 9612 in 2025-2026.",CMS
11673,SPECIES,"Previous distributions for Bahrain, Finland, Former Serbia and Montenegro, Ireland, Japan, Lebanon, Libya, Malta, Norway, Oman, Qatar, Saudi Arabia, Sri Lanka, Sweden, Thailand, Tunisia, United Arab Emirates deleted as part of CMS project 9612 in 2025-2026.",CMS
54648,SPECIES,"Previous distributions for Lesotho, Sao Tome and Principe, Sudan [prior to secession of South Sudan] deleted as part of CMS project 9612 in 2025-2026.",CMS
94720,SPECIES,"Previous distributions for Bahrain, Iran (Islamic Republic of), Iraq, Japan, Jordan, Maldives, Qatar, Saudi Arabia, Taiwan, Province of China, United Arab Emirates, Yemen deleted as part of CMS project 9612 in 2025-2026.",CMS
11890,SPECIES,"Previous distributions for Algeria, Colombia, Finland, Grenada, Guadeloupe, Hungary, Israel, Saint Pierre and Miquelon, Tunisia, Türkiye deleted as part of CMS project 9612 in 2025-2026.",CMS
11761,SPECIES,"Previous distributions for Albania, Austria, Belgium, Bosnia and Herzegovina, Czech Republic, Denmark, Egypt, Former Serbia and Montenegro, France, Germany, Italy, Libya, Malta, Netherlands, Poland, Portugal, Saudi Arabia, Slovakia, Slovenia, Switzerland deleted as part of CMS project 9612 in 2025-2026.",CMS
11333,SPECIES,"Previous distributions for Burundi, Eswatini, Malawi deleted as part of CMS project 9612 in 2025-2026.",CMS
11680,SPECIES,"Previous distributions for Antarctica, Bolivia (Plurinational State of), Falkland Islands (Malvinas) deleted as part of CMS project 9612 in 2025-2026.",CMS
54674,SPECIES,"Previous distributions for Morocco, Sudan [prior to secession of South Sudan] deleted as part of CMS project 9612 in 2025-2026.",CMS
11523,SPECIES,"Previous distributions for Belgium, Canada, China, Denmark, France, Germany, Greenland, Iceland, Netherlands, Svalbard and Jan Mayen Islands, United Kingdom of Great Britain and Northern Ireland deleted as part of CMS project 9612 in 2025-2026.",CMS
54690,SPECIES,"Previous distributions for Argentina, Bolivia (Plurinational State of), Colombia, Ecuador, Guyana, Japan, Mexico, Netherlands Antilles, Oman, Panama, Paraguay, Peru, Sao Tome and Principe, Sudan [prior to secession of South Sudan], Trinidad and Tobago, Uruguay, Venezuela (Bolivarian Republic of) deleted as part of CMS project 9612 in 2025-2026.",CMS
94677,SPECIES,"Previous distributions for Bangladesh, France, India, Italy, Kyrgyzstan, Malta, Nepal, Netherlands, Pakistan, Spain, Svalbard and Jan Mayen Islands, Thailand deleted as part of CMS project 9612 in 2025-2026.",CMS
11591,SPECIES,Previous distributions for Norway deleted as part of CMS project 9612 in 2025-2026.,CMS
12152,SPECIES,"Previous distributions for Bosnia and Herzegovina, Croatia, Former Serbia and Montenegro, Georgia, Greece, Hungary, Israel, Japan, Luxembourg, Portugal deleted as part of CMS project 9612 in 2025-2026.",CMS
11970,SPECIES,"Previous distributions for Austria, Belarus, Belgium, Czech Republic, France, Germany, Hungary, Ireland, Italy, Kazakhstan, Latvia, Lithuania, Netherlands, Poland, Portugal, Spain, United Kingdom of Great Britain and Northern Ireland deleted as part of CMS project 9612 in 2025-2026.",CMS
94741,SPECIES,"Previous distributions for Botswana, British Virgin Islands (United Kingdom), Cameroon, Ecuador, Faroe Islands, Greenland, Guinea, Jamaica, Malawi, Namibia, New Zealand, Rwanda, Saint Pierre and Miquelon, Seychelles, South Africa, Virgin Islands of the USA, Zimbabwe deleted as part of CMS project 9612 in 2025-2026.",CMS
94736,SPECIES,"Previous distributions for Anguilla (United Kingdom), Antigua and Barbuda, Bahamas, Barbados, Cayman Islands (United Kingdom), Cuba, Honduras, Jamaica, Puerto Rico, Turks and Caicos Islands (United Kingdom), Virgin Islands of the USA deleted as part of CMS project 9612 in 2025-2026.",CMS
94704,SPECIES,"Previous distributions for Algeria, Argentina, Austria, Belgium, Chile, Czech Republic, Denmark, Egypt, Faroe Islands, Finland, France, Germany, Greece, Greenland, Iceland, Ireland, Italy, Morocco, Netherlands, Norway, Paraguay, Poland, Portugal, Senegal, Spain, Sweden, Switzerland, United Kingdom of Great Britain and Northern Ireland, Uruguay deleted as part of CMS project 9612 in 2025-2026.",CMS
94748,SPECIES,"Previous distributions for Eswatini, Lesotho, Somalia deleted as part of CMS project 9612 in 2025-2026.",CMS
94708,SPECIES,"Previous distributions for Australia, Barbados, Bermuda (United Kingdom), Botswana, Cabo Verde, Canada, Christmas Island, Faroe Islands, Iceland, Marshall Islands, Mexico, Puerto Rico, Réunion, Timor-Leste deleted as part of CMS project 9612 in 2025-2026.",CMS
