Name,Rank,RecID,ParentRank,ParentRecID,Status,Author,Notes,Designation
canutus,Species,3528,Genus,711,A,"(Linnaeus, 1758)",,"EU,CMS"
Paracrocidura,Genus,3528,Family,755,A,,,EU
ferruginea,Species,3529,Genus,711,A,"(Vieillot, 1819)",,"EU,CMS"
Paracyathus,Genus,3529,Family,146,A,Milne Edwards & Haime 1848,,"CITES,EU"
fuscicollis,Species,3530,Genus,711,A,"(Vieillot, 1819)",,"EU,CMS"
maritima,Species,3531,Genus,711,A,"(Brünnich, 1764)",,"EU,CMS"
mauri,Species,3532,Genus,711,A,"(Cabanis, 1857)",,"EU,CMS"
Paradelma,Genus,3532,Family,694,A,,,CITES
melanotos,Species,3533,Genus,711,A,"(Vieillot, 1819)",,"EU,CMS"
minuta,Species,3534,Genus,711,A,"(Leisler, 1812)",,"EU,CMS"
Paradigalla,Genus,3534,Family,576,A,Lesson 1835,,"CITES,EU"
minutilla,Species,3535,Genus,711,A,"(Vieillot, 1819)",,"EU,CMS"
Paradisaea,Genus,3536,Family,576,A,,,"CITES,EU"
pusilla,Species,3537,Genus,711,A,"(Linnaeus, 1766)",,"EU,CMS"
ruficollis,Species,3538,Genus,711,A,"(Pallas, 1776)",,"EU,CMS"
Paradoxornis,Genus,3538,Family,512,A,Gould 1836,,EU
subminuta,Species,3539,Genus,711,A,"(Middendorff, 1853)",,"EU,CMS"
Paradoxurus,Genus,3539,Family,856,A,,,"CITES,EU"
temminckii,Species,3540,Genus,711,A,"(Leisler, 1812)",,CMS
tenuirostris,Species,3541,Genus,711,A,"(Horsfield, 1821)",,"EU,CMS"
Paraerrina,Genus,3541,Family,778,A,Broch 1942,,"CITES,EU"
borneoensis,Species,3543,Genus,532,A,"(Schlegel & S. Müller, 1844)",,"CITES,EU"
brunneus,Species,3544,Genus,714,A,"(Wagner, 1842)",,"CITES,EU"
caligatus,Species,3545,Genus,714,A,"(Wagner, 1842)",,"CITES,EU"
cinerascens,Species,3546,Genus,714,A,"(Spix, 1823)",,"CITES,EU"
cupreus,Species,3547,Genus,714,A,"(Spix, 1823)",,"CITES,EU"
donacophilus,Species,3548,Genus,714,A,"(d'Orbigny, 1836)",,"CITES,EU"
dubius,Species,3549,Genus,714,A,"Hershkovitz, 1988",,"CITES,EU"
hoffmannsi,Species,3550,Genus,714,A,"Thomas, 1908",,"CITES,EU"
modestus,Species,3551,Genus,714,A,"Lönnberg, 1939",,"CITES,EU"
moloch,Species,3552,Genus,714,A,"(Hoffmannsegg, 1807)",,"CITES,EU"
oenanthe,Species,3553,Genus,714,A,"Thomas, 1924",,"CITES,EU"
olallae,Species,3554,Genus,714,A,"Lönnberg, 1939",,"CITES,EU"
Paramesotriton,Genus,3554,Family,723,A,"Chang, 1935",,EU
personatus,Species,3555,Genus,714,A,"(É. Geoffroy, 1812)",,"CITES,EU"
torquatus,Species,3556,Genus,714,A,"(Hoffmannsegg, 1807)",,"CITES,EU"
ornatus,Species,3557,Genus,714,A,"(Gray, 1866)",,"CITES,EU"
barbarabrownae,Species,3558,Genus,714,A,"Hershkovitz, 1990",,"CITES,EU"
melanochir,Species,3559,Genus,714,A,"(Wied-Neuwied, 1820)",,"CITES,EU"
nigrifrons,Species,3560,Genus,714,A,"(Spix, 1823)",,"CITES,EU"
Parantipathes,Genus,3560,Family,6980,A,Brook 1889,,"CITES,EU"
lucifer,Species,3562,Genus,714,A,"Thomas, 1914",,"CITES,EU"
medemi,Species,3563,Genus,714,A,"Hershkovitz, 1963",,"CITES,EU"
goeldii,Species,3564,Genus,715,A,"(Thomas, 1904)",,"CITES,EU"
amethystina,Species,3566,Genus,717,A,"(Boddaert, 1783)",,"CITES,EU"
evelynae,Species,3567,Genus,717,A,"(Bourcier, 1847)",,"CITES,EU"
Parasimplastrea,Genus,3568,Family,311,A,Sheppard 1985,,"CITES,EU"
argentata,Species,3569,Genus,719,A,"(Linnaeus, 1771)",,"CITES,EU"
aurita,Species,3570,Genus,719,A,"(E. Geoffroy in Humboldt, 1812)",,"CITES,EU"
flaviceps,Species,3571,Genus,719,A,"(Thomas, 1903)",,"CITES,EU"
Paratherina,Genus,3571,Family,2598,A,"Kottelat, 1990",,EU
geoffroyi,Species,3572,Genus,719,A,"(E. Geoffroy in Humboldt, 1812)",,"CITES,EU"
humeralifera,Species,3573,Genus,719,A,"(E. Geoffroy in Humboldt, 1812)",,"CITES,EU"
jacchus,Species,3574,Genus,719,A,"(Linnaeus, 1758)",,"CITES,EU"
kuhlii,Species,3575,Genus,719,A,"(Coimbra-Filho, 1985)",,"CITES,EU"
penicillata,Species,3576,Genus,719,A,"(E. Geoffroy, 1812)",,"CITES,EU"
pygmaea,Species,3577,Genus,719,A,"(Spix, 1823)",,"CITES,EU"
chrysoleuca,Species,3578,Genus,719,A,"(Wagner, 1842)",,"CITES,EU"
Pardofelis,Genus,3578,Family,312,A,,,"CITES,EU"
intermedia,Species,3579,Genus,719,A,"Hershkovitz, 1977",,"CITES,EU"
nigriceps,Species,3580,Genus,719,A,"Ferrari & Lopes, 1992",,"CITES,EU"
leucippe,Species,3581,Genus,719,A,"(Thomas, 1922)",,"CITES,EU"
saterei,Species,3582,Genus,719,A,"Silva, Jr & Noronha, 1998",,"CITES,EU"
Parides,Genus,3582,Family,574,A,Hübner,,EU
marcai,Species,3584,Genus,719,A,"Alperin, 1993",,"CITES,EU"
Parmoptila,Genus,3584,Family,301,A,Cassin 1859,,"CITES,EU"
mauesi,Species,3585,Genus,719,A,"Mittermeier, Schwarz & Ayres, 1992",,"CITES,EU"
Parnassius,Genus,3585,Family,574,A,Lat.,,"CITES,EU"
fimbriatum,Species,3586,Genus,720,A,"(J. Grant, 1803)",,"CITES,EU"
Paroaria,Genus,3586,Family,283,A,Bonaparte 1831,,"CITES,EU"
Paroreomyza,Genus,3587,Family,267,A,Perkins 1901,,EU
palluma,Species,3588,Genus,722,A,"(Molina, 1782)",,EU
Parotia,Genus,3589,Family,576,A,Vieillot 1816,,"CITES,EU"
Partula,Genus,3591,Family,582,A,,,EU
erythraeus,Species,3595,Genus,724,A,"(Pallas, 1779)",,EU
Parus,Genus,3595,Family,580,A,Linnaeus 1758,,EU
Paryphanta,Genus,3596,Family,584,A,,,"CITES,EU"
Passer,Genus,3598,Family,649,A,Brisson 1760,,"CITES,EU"
Passerella,Genus,3600,Family,283,A,Swainson 1837,,EU
Passerina,Genus,3601,Family,283,A,Vieillot 1816,,EU
Patagona,Genus,3602,Family,828,A,,,"CITES,EU"
Pauxi,Genus,3605,Family,217,A,Temminck 1813,,"CITES,EU"
Pavo,Genus,3606,Family,613,A,Linnaeus 1758,,"CITES,EU"
nicobarica,Species,3607,Genus,726,A,"(Linnaeus, 1758)",,"CITES,EU"
Pavona,Genus,3607,Family,22,A,Lamarck 1801,,"CITES,EU"
pelewensis,Subspecies,3608,Species,3607,A,"Finsch, 1875",,CITES
Pecari,Genus,3608,Family,794,A,,,"CITES,EU"
Pectinia,Genus,3610,Family,587,A,Oken 1815,,"CITES,EU"
Pedionomus,Genus,3612,Family,589,A,Gould 1841,,"CITES,EU"
Pedostibes,Genus,3613,Family,118,A,"Günther, 1875",,EU
Pelargopsis,Genus,3617,Family,27,A,Gloger 1842,,EU
Pelecanoides,Genus,3619,Family,592,A,Lacépède 1799,,CMS
Pelecanus,Genus,3620,Family,591,A,Linnaeus 1758,,"CITES,EU,CMS,CMS-AEWA"
Pelobates,Genus,3623,Family,593,A,"Wagler, 1830",,EU
diomedea,Species,3624,Genus,729,A,"(Scopoli, 1769)",,EU
Pelochelys,Genus,3624,Family,826,A,,,"CITES,EU"
oculeus,Species,3625,Genus,730,A,"(Temminck, 1815)",,"CITES,EU"
campestris,Species,3626,Genus,731,A,"(Gould, 1843)",,"CITES,EU"
Pelomedusa,Genus,3626,Family,594,A,,,"CITES,EU"
Peltocephalus,Genus,3628,Family,7135,A,,,"CITES,EU"
Pelusios,Genus,3631,Family,594,A,"Wagler, 1830",,"CITES,EU"
Penelope,Genus,3633,Family,217,A,Merrem 1786,,"CITES,EU"
Penelopides,Genus,3634,Family,117,A,Reichenbach 1849,,"CITES,EU"
Penelopina,Genus,3635,Family,217,A,Reichenbach 1862,,"CITES,EU"
Pentalagus,Genus,3637,Family,432,A,,,EU
Peponocephala,Genus,3640,Family,246,A,,,"CITES,EU"
Peponocyathus,Genus,3641,Family,945,A,Gravier 1915,,"CITES,EU"
Perameles,Genus,3643,Family,596,A,,,"CITES,EU"
Perca,Genus,3644,Family,598,A,,,EU
lucifer,Species,3646,Genus,735,A,"(Swainson, 1827)",,"CITES,EU"
pulcher,Species,3647,Genus,735,A,"Gould, 1859",,"CITES,EU"
Percina,Genus,3649,Family,598,A,,,EU
anna,Species,3652,Genus,738,A,"(Lesson, 1829)",,"CITES,EU"
costae,Species,3653,Genus,738,A,"(Bourcier, 1839)",,"CITES,EU"
reticulata,Species,3655,Genus,740,A,"Boschma, 1968",,"CITES,EU"
sinuosa,Species,3656,Genus,740,A,"Cairns, 1991",,"CITES,EU"
banksii,Species,3657,Genus,741,A,"(Latham, 1790)",,"CITES,EU"
baudinii,Species,3658,Genus,741,A,"Lear, 1832",,"CITES,EU"
funereus,Species,3659,Genus,741,A,"(Shaw, 1794)",,"CITES,EU"
lathami,Species,3660,Genus,741,A,"(Temminck, 1807)",,"CITES,EU"
latirostris,Species,3661,Genus,741,A,"Carnaby, 1948",,"CITES,EU"
Pernis,Genus,3662,Family,5,A,,,"CITES,EU"
Perodicticus,Genus,3663,Family,451,A,,,"CITES,EU"
Peromyscus,Genus,3665,Family,7182,A,,,EU
Petrogale,Genus,3676,Family,462,A,,,EU
Petroica,Genus,3677,Family,512,A,Swainson 1830,,CMS
Petronia,Genus,3681,Family,649,A,Kaup 1829,,"CITES,EU"
Pezoporus,Genus,3683,Family,683,A,,,"CITES,EU"
Phacelocyathus,Genus,3685,Family,146,A,Cairns 1979,,"CITES,EU"
Phaethon,Genus,3692,Family,607,A,Linnaeus 1758,,"EU,CMS-AEWA"
Phaethornis,Genus,3693,Family,828,A,,,"CITES,EU"
Phalacrocorax,Genus,3694,Family,608,A,Brisson 1760,,"EU,CMS,CMS-AEWA"
Phalanger,Genus,3695,Family,609,A,,,"CITES,EU"
Phalangopora,Genus,3696,Family,778,A,Kirkpatrick 1887,,"CITES,EU"
Phalaropus,Genus,3698,Family,733,A,Brisson 1760,,"EU,CMS"
Phalcoboenus,Genus,3699,Family,310,A,,,"CITES,EU"
Phallostethus,Genus,3701,Family,611,A,,,EU
Phaner,Genus,3702,Family,171,A,,,"CITES,EU"
Phapitreron,Genus,3703,Family,205,A,Bonaparte 1854,,"CITES,EU"
Phaps,Genus,3704,Family,205,A,Selby 1835,,"CITES,EU"
Pharomachrus,Genus,3705,Family,831,A,de la Llave 1832,,"CITES,EU"
bactrianus,Species,3707,Genus,746,A,"Linnaeus, 1758",,"CITES,CMS"
Phascogale,Genus,3707,Family,243,A,,,EU
brucei,Species,3708,Genus,747,A,"Vaz-Ferreira & Sierra, 1974",,EU
imperialis,Species,3711,Genus,750,A,"(Gould, 1832)",,"CITES,EU"
principalis,Species,3712,Genus,750,A,"(Linnaeus, 1758)",,EU
Phelsuma,Genus,3716,Family,332,A,"Gray, 1825",,"CITES,EU"
Phenacobius,Genus,3717,Family,235,A,,,EU
Pheucticus,Genus,3719,Family,283,A,Reichenbach 1850,,EU
Phigys,Genus,3721,Family,7109,A,"G. R. Gray, 1870",,"CITES,EU"
labradorius,Species,3722,Genus,756,N,"(Gmelin, 1789)",,"CITES,EU"
curvipennis,Species,3723,Genus,757,A,"(Deppe, 1830)",,"CITES,EU"
duidae,Species,3724,Genus,757,A,"Chapman, 1929",,"CITES,EU"
ensipennis,Species,3725,Genus,757,A,"(Swainson, 1822)",,"CITES,EU"
falcatus,Species,3727,Genus,757,A,"(Swainson, 1821)",,"CITES,EU"
hemileucurus,Species,3728,Genus,757,A,"(Deppe, 1830)",,"CITES,EU"
hyperythrus,Species,3729,Genus,757,A,"Cabanis, 1848",,"CITES,EU"
largipennis,Species,3730,Genus,757,A,"(Boddaert, 1783)",,"CITES,EU"
phainopeplus,Species,3731,Genus,757,A,"Salvin & Godman, 1879",,"CITES,EU"
Philomachus,Genus,3731,Family,733,A,Merrem 1804,,"EU,CMS"
rufus,Species,3732,Genus,757,A,"Lesson, 1840",,"CITES,EU"
villaviscensio,Species,3733,Genus,757,A,"(Bourcier, 1851)",,"CITES,EU"
Philoria,Genus,3733,Family,7114,A,"Spencer, 1901",,EU
Phimosus,Genus,3736,Family,809,A,Wagler 1832,,EU
Phlogophilus,Genus,3738,Family,828,A,,,"CITES,EU"
aspera,Species,3740,Genus,762,A,"(Günther, 1877)",,"CITES,EU"
Phoca,Genus,3740,Family,618,A,,,CMS
bibroni,Species,3741,Genus,762,A,"(Duméril & Bibron, 1844)",,"CITES,EU"
Phocarctos,Genus,3741,Family,568,A,,,EU
carinata,Species,3742,Genus,762,A,"(Schneider, 1801)",,"CITES,EU"
Phocoena,Genus,3742,Family,619,A,,,"CITES,EU"
Phocoenoides,Genus,3743,Family,619,A,,,"CITES,EU"
aureus,Species,3744,Genus,763,A,"Linnaeus, 1758",,"CITES,EU"
Phodilus,Genus,3744,Family,841,A,,,"CITES,EU"
latrans,Species,3745,Genus,763,A,"Say, 1823",,EU
lupus,Species,3746,Genus,763,A,"Linnaeus, 1758",,"CITES,EU"
Phoebetria,Genus,3746,Family,258,A,Reichenbach 1853,,CMS
simensis,Species,3748,Genus,763,A,"Rüppell, 1840",,EU
Phoenicopterus,Genus,3748,Family,620,A,Linnaeus 1758,,"CITES,EU"
crassodon,Subspecies,3749,Species,3746,A,"Hall, 1932",,CITES
Phoenicurus,Genus,3749,Family,512,A,Forster 1817,,CMS
irremotus,Subspecies,3750,Species,3746,A,"Goldman, 1937",,CITES
Pholas,Genus,3750,Family,526,A,,,EU
monstrabilis,Subspecies,3751,Species,3746,A,"Goldman, 1937",,CITES
Pholidornis,Genus,3751,Family,301,A,Hartlaub 1857,,"CITES,EU"
pallipes,Subspecies,3752,Species,3746,A,"Sykes, 1831",,CITES
adustus,Species,3753,Genus,763,N,"Sundevall, 1847",,"CITES,EU"
Phoxinus,Genus,3754,Family,235,A,,,EU
mesomelas,Species,3755,Genus,763,N,"Schreber, 1775",,"CITES,EU"
Phrynops,Genus,3760,Family,172,A,,,EU
doederleini,Species,3761,Genus,766,A,"(Marenzeller, 1907)",,"CITES,EU"
Phrynosoma,Genus,3761,Family,405,A,,,"CITES,EU"
noumeae,Species,3762,Genus,766,A,"Hoeksema & Best, 1984",,"CITES,EU"
jebbi,Species,3763,Genus,766,A,"Hoeksema, 1993",,"CITES,EU"
Phyllangia,Genus,3764,Family,146,A,Milne Edwards & Haime 1848,,"CITES,EU"
Phyllobates,Genus,3766,Family,247,A,"Bibron, 1841",,"CITES,EU"
Phyllonycteris,Genus,3773,Family,623,A,,,EU
Phylloscopus,Genus,3777,Family,512,A,Boie 1826,,CMS
marginata,Species,3778,Genus,772,A,"(Gray, 1846)",,"CITES,EU"
Physeter,Genus,3783,Family,624,A,,,"CITES,EU"
Physogyra,Genus,3785,Family,146,A,Quelch 1884,,"CITES,EU"
Physophyllia,Genus,3786,Family,587,A,Duncan 1885,,"CITES,EU"
falconeri,Species,3787,Genus,776,A,"(Wagner, 1839)",,"CITES,EU"
Picathartes,Genus,3789,Family,512,A,Lesson 1828,,"CITES,EU"
Picoides,Genus,3790,Family,627,A,Lacépède 1799,,EU
chialtanensis,Subspecies,3791,Species,3787,A,"Lydekker, 1913",,CITES
jerdoni,Subspecies,3792,Species,3787,A,"Hume, 1875",,CITES
megaceros,Subspecies,3793,Species,3787,A,"Hutton, 1842",,CITES
Picus,Genus,3793,Family,627,A,Linnaeus 1758,,"CITES,EU"
Pinicola,Genus,3803,Family,318,A,Vieillot 1808,,"CITES,EU"
Pionites,Genus,3805,Family,683,A,,,"CITES,EU"
Pionopsitta,Genus,3806,Family,683,A,,,"CITES,EU"
Pionus,Genus,3807,Family,683,A,,,"CITES,EU"
Pipile,Genus,3808,Family,217,A,Bonaparte 1856,,"CITES,EU"
Pipilo,Genus,3809,Family,283,A,Vieillot 1816,,EU
Pipistrellus,Genus,3810,Family,851,A,"Kaup, 1829",,"CITES,EU,CMS"
crispus,Species,3811,Genus,777,N,"(Temminck, 1836)",,"CITES,EU"
Piranga,Genus,3815,Family,283,A,Vieillot 1808,,EU
aegyptius,Species,3817,Genus,778,A,"Lichtenstein, 1823",,EU
Pithecia,Genus,3818,Family,7175,A,,,"CITES,EU"
Pithecophaga,Genus,3819,Family,5,A,,,"CITES,EU"
europaeus,Species,3820,Genus,778,A,"Linnaeus, 1758",,EU
Pitta,Genus,3821,Family,635,A,Vieillot 1816,,"CITES,EU"
ruficollis,Species,3824,Genus,778,A,"Temminck, 1820",,EU
Placotrochides,Genus,3826,Family,314,A,Alcock 1902,,"CITES,EU"
Placotrochus,Genus,3827,Family,314,A,Milne Edwards & Haime 1848,,"CITES,EU"
Plagiodontia,Genus,3829,Family,140,A,,,EU
Plagopterus,Genus,3832,Family,235,A,,,"CITES,EU"
hispidus,Species,3833,Genus,779,A,"(Pearson, 1839)",,"CITES,EU"
Planigale,Genus,3834,Family,243,A,,,CITES
Platalea,Genus,3838,Family,809,A,Linnaeus 1758,,"CITES,EU,CMS"
Platanista,Genus,3840,Family,637,A,,,"CITES,EU"
Platax,Genus,3841,Family,293,A,,,EU
Platycercus,Genus,3842,Family,683,A,,,"CITES,EU"
Platygyra,Genus,3845,Family,311,A,Ehrenberg 1834,,"CITES,EU"
caracal,Species,3847,Genus,783,A,"(Schreber, 1776)",,"CITES,EU"
Platymantis,Genus,3847,Family,700,A,"Günther, 1859",,EU
Platyrrhinus,Genus,3851,Family,623,A,,,"CITES,EU"
Platysmurus,Genus,3853,Family,214,A,Reichenbach 1850,,EU
carcharias,Species,3855,Genus,787,A,"(Linnaeus, 1758)",,"CITES,EU"
Platysternon,Genus,3855,Family,641,A,,,"CITES,EU"
Platytrochus,Genus,3857,Family,945,A,Milne Edwards & Haime 1848,,"CITES,EU"
cannabina,Species,3860,Genus,792,A,"(Linnaeus, 1758)",,EU
carduelis,Species,3861,Genus,792,A,"(Linnaeus, 1758)",,EU
Plecotus,Genus,3861,Family,851,A,,,"CMS,CMS-EUROBATS"
chloris,Species,3862,Genus,792,A,"(Linnaeus, 1758)",,EU
cucullata,Species,3863,Genus,792,A,"Swainson, 1820",,"CITES,EU"
flammea,Species,3864,Genus,792,A,"(Linnaeus, 1758)",,EU
Plectrophenax,Genus,3864,Family,283,A,Stejneger 1882,,EU
flavirostris,Species,3865,Genus,792,A,"(Linnaeus, 1758)",,EU
Plectropterus,Genus,3865,Family,43,A,Stephens 1824,,"CITES,EU"
hornemanni,Species,3866,Genus,792,N,"(Holböll, 1843)",,"CITES,EU"
Plegadis,Genus,3866,Family,809,A,Kaup 1829,,"CITES,EU,CMS"
johannis,Species,3867,Genus,792,N,"(Clarke, 1919)",,"CITES,EU"
siemiradzkii,Species,3868,Genus,792,N,"(Berlepsch & Taczanowski, 1883)",,"CITES,EU"
spinus,Species,3869,Genus,792,A,"(Linnaeus, 1758)",,EU
Plerogyra,Genus,3869,Family,146,A,Milne Edwards & Haime 1848,,"CITES,EU"
yarrellii,Species,3870,Genus,792,A,"(Audubon, 1839)",,"CITES,EU"
monguilloti,Species,3871,Genus,792,N,"(Delacour, 1926)",,"CITES,EU"
Plesiastrea,Genus,3871,Family,311,A,Milne Edwards & Haime 1848,,"CITES,EU"
atriceps,Species,3872,Genus,792,N,"(Salvin, 1863)",,"CITES,EU"
dominicensis,Species,3873,Genus,792,N,"(Bryant, 1868)",,"CITES,EU"
Plethobasus,Genus,3873,Family,843,A,"Simpson, 1900",,"CITES,EU"
Plethodon,Genus,3874,Family,645,A,"Tschudi, 1838",,EU
Pleurobema,Genus,3875,Family,843,A,"Rafinesque, 1820",,"CITES,EU"
Pleurodeles,Genus,3877,Family,723,A,"Michahelles, 1830",,CITES
Pliobothrus,Genus,3884,Family,778,A,Pourtalès 1868,,"CITES,EU"
Plocepasser,Genus,3885,Family,649,A,A. Smith 1836,,"CITES,EU"
Ploceus,Genus,3886,Family,649,A,Cuvier 1817,,"CITES,EU"
Pluvialis,Genus,3887,Family,169,A,Brisson 1760,,"EU,CMS"
Pluvianus,Genus,3889,Family,340,A,Vieillot 1816,,CMS-AEWA
Poblana,Genus,3891,Family,83,A,,,EU
Pocillopora,Genus,3892,Family,651,A,Lamarck 1816,,"CITES,EU"
Podabacia,Genus,3893,Family,320,A,Milne Edwards & Haime 1849,,"CITES,EU"
Podarcis,Genus,3894,Family,419,A,,,"CITES,EU"
Podiceps,Genus,3895,Family,653,A,Latham 1787,,"EU,CMS,CMS-AEWA"
Podilymbus,Genus,3896,Family,653,A,Lesson 1831,,"CITES,EU"
caretta,Species,3897,Genus,794,A,"(Linnaeus, 1758)",,"CITES,EU"
insculpta,Species,3898,Genus,795,A,"Ramsay, 1887",,"CITES,EU"
fulgidus,Species,3899,Genus,796,A,"(Gould, 1857)",,EU
Podocnemis,Genus,3899,Family,7135,A,"Wagler, 1830",,"CITES,EU"
Poecilia,Genus,3903,Family,654,A,,,EU
Poeciliopsis,Genus,3905,Family,654,A,,,EU
erythrinus,Species,3909,Genus,802,A,"(Pallas, 1770)",,EU
Poephila,Genus,3909,Family,301,A,Gould 1842,,"CITES,EU"
roseus,Species,3910,Genus,802,N,"(Pallas, 1776)",,"CITES,EU"
roborowskii,Species,3911,Genus,19685,A,"(Przewalski, 1887)",,EU
trifasciatus,Species,3912,Genus,802,N,"Verreaux, 1871",,"CITES,EU"
Poicephalus,Genus,3916,Family,683,A,,,"CITES,EU"
Polemaetus,Genus,3917,Family,5,A,,,"CITES,EU"
Polihierax,Genus,3918,Family,310,A,,,"CITES,EU"
Polyboroides,Genus,3922,Family,5,A,,,"CITES,EU"
Polycyathus,Genus,3924,Family,146,A,Duncan 1876,,"CITES,EU"
abyssorum,Species,3926,Genus,809,A,"Duncan, 1873",,"CITES,EU"
alaskensis,Species,3927,Genus,809,A,"Vaughan, 1941",,"CITES,EU"
alberti,Species,3928,Genus,809,A,"Zibrowius, 1980",,"CITES,EU"
Polymyces,Genus,3929,Family,314,A,Cairns 1979,,"CITES,EU"
antarctica,Species,3930,Genus,809,A,"Marenzeller, 1904",,"CITES,EU"
Polyodon,Genus,3930,Family,657,A,,,"CITES,EU"
antillarum,Species,3931,Genus,809,A,"Pourtalès, 1874",,"CITES,EU"
Polyommatus,Genus,3931,Family,457,A,"Latreille, 1804",,EU
arnoldi,Species,3932,Genus,809,A,"Vaughan, 1900",,"CITES,EU"
Polyonymus,Genus,3932,Family,828,A,,,"CITES,EU"
atlantica,Species,3933,Genus,809,A,"(Duncan, 1873)",,"CITES,EU"
balaenacea,Species,3934,Genus,809,A,"Zibrowius & Gili, 1990",,"CITES,EU"
Polyphyllia,Genus,3934,Family,320,A,Quoy & Gaimard 1833,,"CITES,EU"
barbadensis,Species,3935,Genus,809,A,"Cairns, 1979",,"CITES,EU"
Polyplectron,Genus,3935,Family,613,A,Temminck 1813,,"CITES,EU"
berteriana,Species,3936,Genus,809,A,"Duchassaing, 1850",,"CITES,EU"
Polysticta,Genus,3936,Family,43,A,Eyton 1836,,"EU,CMS"
Polystictus,Genus,3937,Family,840,A,Reichenbach 1850,,CMS
calveri,Species,3938,Genus,809,A,"Duncan, 1873",,"CITES,EU"
Polytelis,Genus,3938,Family,683,A,,,"CITES,EU"
capensis,Species,3939,Genus,809,A,"Gardiner, 1904",,"CITES,EU"
Polytmus,Genus,3939,Family,828,A,,,"CITES,EU"
cornuformis,Species,3942,Genus,6509,A,"(Pourtalès, 1868)",,"CITES,EU"
corrugata,Species,3943,Genus,809,A,"Cairns, 1979",,"CITES,EU"
Pongo,Genus,3944,Family,385,A,,,"CITES,EU"
cyathus,Species,3945,Genus,809,A,"(Ellis & Solander, 1786)",,"CITES,EU"
diomedeae,Species,3947,Genus,809,A,"Marenzeller, 1904",,"CITES,EU"
Pontoporia,Genus,3947,Family,7183,A,,,"CITES,EU"
eltaninae,Species,3949,Genus,809,A,"Cairns, 1982",,"CITES,EU"
ephyala,Species,3950,Genus,809,A,"Alcock, 1891",,"CITES,EU"
Porites,Genus,3951,Family,663,A,Link 1807,,"CITES,EU"
foresti,Species,3952,Genus,809,A,"Zibrowius, 1980",,"CITES,EU"
grandis,Species,3953,Genus,809,A,"Gardiner & Waugh, 1938",,"CITES,EU"
Porphyrio,Genus,3953,Family,697,A,Brisson 1760,,"CITES,EU,CMS-AEWA"
grayi,Species,3954,Genus,809,A,"(Milne Edwards & Haime, 1848)",,"CITES,EU"
hawaiiensis,Species,3955,Genus,809,A,"Vaughan, 1907",,"CITES,EU"
horologium,Species,3956,Genus,809,A,"Cairns, 1977",,"CITES,EU"
Porzana,Genus,3956,Family,697,A,Vieillot 1816,,"EU,CMS"
inornata,Species,3957,Genus,809,A,"(Duncan, 1878)",,"CITES,EU"
japonica,Species,3958,Genus,809,A,"Marenzeller, 1888",,"CITES,EU"
jogashimaensis,Species,3959,Genus,809,A,"Eguchi, 1968",,"CITES,EU"
Potamilus,Genus,3959,Family,843,A,,,"CITES,EU"
lamellifera,Species,3960,Genus,809,A,"Moseley, 1881",,"CITES,EU"
mabahithi,Species,3961,Genus,809,A,"Gardiner & Waugh, 1938",,"CITES,EU"
marmorea,Species,3962,Genus,809,A,"Cairns, 1984",,"CITES,EU"
octopali,Species,3963,Genus,809,A,"Vaughan, 1907",,"CITES,EU"
Potorous,Genus,3963,Family,666,A,,,EU
Potos,Genus,3964,Family,671,A,,,"CITES,EU"
paradoxus,Species,3965,Genus,809,A,"Alcock, 1898",,"CITES,EU"
Pourtalocyathus,Genus,3965,Family,353,A,Cairns 1979,,"CITES,EU"
parvulus,Species,3966,Genus,1095,A,"(Cairns, 1979)",,"CITES,EU"
Pourtalosmilia,Genus,3966,Family,146,A,Duncan 1885,,"CITES,EU"
paucipalata,Species,3967,Genus,809,A,"Moseley, 1881",,"CITES,EU"
pauciseptata,Species,3968,Genus,809,A,"Yabe & Eguchi, 1932",,"CITES,EU"
perculta,Species,3969,Genus,809,A,"Cairns, 1991",,"CITES,EU"
planilamellata,Species,3970,Genus,809,A,"Dennant, 1906",,"CITES,EU"
Presbytis,Genus,3970,Family,160,A,,,"CITES,EU"
polygona,Species,3971,Genus,809,A,"Pourtalès, 1878",,"CITES,EU"
Priapella,Genus,3971,Family,654,A,,,EU
profunda,Species,3972,Genus,809,A,"Moseley, 1881",,"CITES,EU"
Prietella,Genus,3972,Family,403,A,,,EU
quadragenaria,Species,3973,Genus,809,A,"Alcock, 1902",,"CITES,EU"
rugosa,Species,3974,Genus,809,A,"Moseley, 1881",,"CITES,EU"
Priodontes,Genus,3974,Family,241,A,,,"CITES,EU"
sarsiae,Species,3975,Genus,809,A,"Zibrowius, 1974",,"CITES,EU"
scillaemorpha,Species,3976,Genus,809,A,"Alcock, 1894",,"CITES,EU"
Prionailurus,Genus,3976,Family,312,A,,,"CITES,EU"
scobinosa,Species,3977,Genus,809,A,"Alcock, 1902",,"CITES,EU"
Prioniturus,Genus,3977,Family,683,A,,,"CITES,EU"
seguenzae,Species,3978,Genus,809,A,"Duncan, 1873",,"CITES,EU"
Prionodon,Genus,3978,Family,856,A,,,"CITES,EU"
smithii,Species,3980,Genus,809,A,"Stokes & Broderip, 1828",,"CITES,EU"
solida,Species,3981,Genus,809,A,"Cairns, 1991",,"CITES,EU"
spinigera,Species,3982,Genus,809,A,"(Kent, 1871)",,"CITES,EU"
squiresi,Species,3983,Genus,809,A,"Cairns, 1982",,"CITES,EU"
