Scientific name,Rank,RecID,ParentRank,ParentRecID,Status,Species author,notes
Corybas undulatus,SPECIES,21706,GENUS,12554,A,"(R.Cunn.) Rupp, 1928",
Corybas unguiculatus,SPECIES,18370,GENUS,12554,A,"(R.Br.) Rchb.f., 1871",
Corybas urikensis,SPECIES,78340,GENUS,12554,A,"P.Royen, 1983",
Corybas ventricosus,SPECIES,75339,GENUS,12554,A,"(J.J.Sm.) Schltr., 1923",
Corybas vespertilionis,SPECIES,74949,GENUS,12554,A,"P.Royen, 1983",
Corybas villosus,SPECIES,23353,GENUS,12554,A,"J.Dransf. & G.Sm., 1986",
Corybas vinosus,SPECIES,18013,GENUS,12554,A,"(J.J.Sm.) Schltr., 1923",
Corycium,GENUS,12985,FAMILY,12509,A,"Sw., 1800",
Corycium alticola,SPECIES,79828,GENUS,12985,A,"Parkman & Schelpe, 1982",
Corycium bicolorum,SPECIES,72474,GENUS,12985,A,"(Thunb.) Sw., 1800",
Corycium bifidum,SPECIES,24312,GENUS,12985,A,"Sond., 1846",
Corycium crispum,SPECIES,71472,GENUS,12985,A,"(Thunb.) Sw., 1800",
Corycium deflexum,SPECIES,72384,GENUS,12985,A,"(Bolus) Rolfe, 1913",
Corycium dracomontanum,SPECIES,73306,GENUS,12985,A,"Parkman & Schelpe, 1982",
Corycium excisum,SPECIES,69044,GENUS,12985,A,"Lindl., 1839",
Corycium flanaganii,SPECIES,23436,GENUS,12985,A,"(Bolus) Kurzweil & H.P.Linder, 1991",
Corycium ingeanum,SPECIES,16112,GENUS,12985,A,"E.G.H.Oliv., 1986",
Corycium microglossum,SPECIES,24033,GENUS,12985,A,"Lindl., 1839",
Corycium nigrescens,SPECIES,77850,GENUS,12985,A,"Sond., 1846",
Corycium orobanchoides,SPECIES,57011,GENUS,12985,A,"(L.f.) Sw., 1800",
Corycium tricuspidatum,SPECIES,17316,GENUS,12985,A,"Bolus, 1889",
Corymborkis,GENUS,12989,FAMILY,12509,A,"Thouars, 1809",
Corymborkis corymbis,SPECIES,57012,GENUS,12989,A,"Thouars, 1822",
Corymborkis flava,SPECIES,18187,GENUS,12989,A,"(Sw.) Kuntze, 1891",
Corymborkis forcipigera,SPECIES,68877,GENUS,12989,A,"(Rchb.f. & Warsz.) L.O.Williams, 1946",
Corymborkis galipanensis,SPECIES,79334,GENUS,12989,A,"(Rchb.f.) Foldats, 1959",
Corymborkis minima,SPECIES,71971,GENUS,12989,A,"P.J.Cribb, 1996",
Corymborkis veratrifolia,SPECIES,57013,GENUS,12989,A,"(Reinw.) Blume, 1859",
Cottonia,GENUS,13218,FAMILY,12509,A,"Wight, 1851",
Cottonia peduncularis,SPECIES,19733,GENUS,13218,A,"(Lindl.) Rchb.f., 1857",
Cotylolabium,GENUS,68550,FAMILY,12509,A,"Garay, 1980 publ. 1982",
Cotylolabium lutzii,SPECIES,72492,GENUS,68550,A,"(Pabst) Garay, 1980 publ. 1982",
Cranichis,GENUS,12650,FAMILY,12509,A,"Sw., 1788",
Cranichis acuminatissima,SPECIES,19161,GENUS,12650,A,"Ames & C.Schweinf., 1930",
Cranichis amplectens,SPECIES,81231,GENUS,12650,A,"Dod, 1986",
Cranichis antioquiensis,SPECIES,81962,GENUS,12650,A,"Schltr., 1920",
Cranichis apiculata,SPECIES,73125,GENUS,12650,A,"Lindl., 1842",
Cranichis badia,SPECIES,74324,GENUS,12650,A,"Renz ex Kolan. & Szlach., 2014",
Cranichis brachyblephara,SPECIES,73035,GENUS,12650,A,"Schltr., 1920",
Cranichis brevirostris,SPECIES,82334,GENUS,12650,A,"Renz ex Kolan. & Szlach., 2014",
Cranichis callifera,SPECIES,72980,GENUS,12650,A,"Garay, 1978",
Cranichis calva,SPECIES,80108,GENUS,12650,A,"(Kraenzl.) Schltr., 1921",
Cranichis candida,SPECIES,80420,GENUS,12650,A,"(Barb.Rodr.) Cogn., 1895",
Cranichis carlos-parrae,SPECIES,80984,GENUS,12650,A,"Szlach. & Kolan., 2013",
Cranichis castellanosii,SPECIES,75608,GENUS,12650,A,"L.O.Williams, 1938",
Cranichis ciliata,SPECIES,14364,GENUS,12650,A,"Kunth, 1822",
Cranichis ciliilabia,SPECIES,23762,GENUS,12650,A,"C.Schweinf., 1949",
Cranichis cochleata,SPECIES,74076,GENUS,12650,A,"Dressler, 1998",
Cranichis cristalinensis,SPECIES,75395,GENUS,12650,A,"Szlach. & Kolan., 2013",
Cranichis crumenifera,SPECIES,78070,GENUS,12650,A,"Garay, 1962",
Cranichis diphylla,SPECIES,27912,GENUS,12650,A,"Sw., 1788",
Cranichis elliptica,SPECIES,76599,GENUS,12650,A,"Schltr., 1921",
Cranichis engelii,SPECIES,79241,GENUS,12650,A,"Rchb.f., 1876",
Cranichis fendleri,SPECIES,71425,GENUS,12650,A,"Schltr., 1919",
Cranichis foliosa,SPECIES,80838,GENUS,12650,A,"Lindl., 1840",
Cranichis galatea,SPECIES,74090,GENUS,12650,A,"Dod, 1986",
Cranichis garayana,SPECIES,68846,GENUS,12650,A,"Dodson & R.Vásquez, 1989",
Cranichis gibbosa,SPECIES,69999,GENUS,12650,A,"Lindl., 1845",
Cranichis glabricaulis,SPECIES,67786,GENUS,12650,A,"Hoehne, 1910",
Cranichis glandulosa,SPECIES,81067,GENUS,12650,A,"A.Rich. & Galeotti, 1845",
Cranichis gracilis,SPECIES,29454,GENUS,12650,A,"L.O.Williams, 1950",
Cranichis hassleri,SPECIES,71700,GENUS,12650,A,"Cogn., 1909",
Cranichis hieroglyphica,SPECIES,81458,GENUS,12650,A,"Ames & Correll, 1942",
Cranichis lankesteri,SPECIES,24295,GENUS,12650,A,"Ames, 1923",
Cranichis lehmanniana,SPECIES,80156,GENUS,12650,A,"(Kraenzl.) L.O.Williams, 1938",
Cranichis lehmannii,SPECIES,76705,GENUS,12650,A,"Rchb.f., 1878",
Cranichis lichenophila,SPECIES,69000,GENUS,12650,A,"D.Weber, 1973",
Cranichis longipetiolata,SPECIES,75464,GENUS,12650,A,"C.Schweinf., 1952",
Cranichis macroblepharis,SPECIES,71806,GENUS,12650,A,"Rchb.f., 1878",
Cranichis muscosa,SPECIES,26244,GENUS,12650,A,"Sw., 1788",
Cranichis notata,SPECIES,81138,GENUS,12650,A,"Dressler, 1998",
Cranichis nudilabia,SPECIES,68704,GENUS,12650,A,"Pabst, 1955",
Cranichis ovata,SPECIES,69258,GENUS,12650,A,"Wickstr., 1828",
Cranichis parvula,SPECIES,68676,GENUS,12650,A,"Renz, 1948",
Cranichis picta,SPECIES,71492,GENUS,12650,A,"Rchb.f., 1876",
Cranichis polyantha,SPECIES,78888,GENUS,12650,A,"Schltr., 1920",
Cranichis pulvinifera,SPECIES,75115,GENUS,12650,A,"Garay, 1978",
Cranichis queremalensis,SPECIES,70440,GENUS,12650,A,"Szlach. & Kolan., 2013",
Cranichis reticulata,SPECIES,15479,GENUS,12650,A,"Rchb.f., 1866",
Cranichis revoluta,SPECIES,69068,GENUS,12650,A,"Hamer & Garay, 1982",
Cranichis ricartii,SPECIES,17859,GENUS,12650,A,"Ackerman, 1989",
Cranichis rotundifolia,SPECIES,77513,GENUS,12650,A,"Szlach. & Kolan., 2013",
Cranichis saccata,SPECIES,24417,GENUS,12650,A,"Ames, 1923",
Cranichis schlechteri,SPECIES,79204,GENUS,12650,A,"Szlach. & Kolan., 2013",
Cranichis scripta,SPECIES,74684,GENUS,12650,A,"Kraenzl., 1913",
Cranichis silvicola,SPECIES,70340,GENUS,12650,A,"Renz ex Kolan. & Szlach., 2014",
Cranichis sparrei,SPECIES,72491,GENUS,12650,A,"Garay, 1978",
Cranichis subumbellata,SPECIES,25629,GENUS,12650,A,"A.Rich. & Galeotti, 1845",
Cranichis sylvatica,SPECIES,57026,GENUS,12650,A,"A.Rich. & Galeotti, 1845",
Cranichis talamancana,SPECIES,77508,GENUS,12650,A,"Dressler, 1998",
Cranichis tenuis,SPECIES,70050,GENUS,12650,A,"Rchb.f., 1865",
Cranichis turkeliae,SPECIES,80861,GENUS,12650,A,"Christenson, 2004",
Cranichis wageneri,SPECIES,57027,GENUS,12650,A,"Rchb.f., 1876",
Cranichis werffii,SPECIES,73061,GENUS,12650,A,"Garay, 1978",
Cranichis zarucchii,SPECIES,80906,GENUS,12650,A,"Szlach. & Kolan., 2013",
Cremastra,GENUS,12598,FAMILY,12509,A,"Lindl., 1833",
Cremastra aphylla,SPECIES,80220,GENUS,12598,A,"T.Yukawa, 1999",
Cremastra appendiculata,SPECIES,57028,GENUS,12598,A,"(D.Don) Makino, 1904",
Cremastra guizhouensis,SPECIES,70122,GENUS,12598,A,"Q.H.Chen & S.C.Chen, 2003",
Cremastra malipoensis,SPECIES,76326,GENUS,12598,A,"G.W.Hu, 2013",
Cremastra unguiculata,SPECIES,57030,GENUS,12598,A,"(Finet) Finet, 1897",
Crepidium,GENUS,65461,FAMILY,12509,A,"Blume, 1825",
Crepidium acuminatum,SPECIES,57032,GENUS,65461,A,"(D.Don) Szlach., 1995",
Crepidium alagense,SPECIES,82240,GENUS,65461,A,"(Ames) M.A.Clem. & D.L.Jones, 1996",
Crepidium amabilis,SPECIES,82560,GENUS,65461,A,"(J.J.Sm.) Marg., 2012",
Crepidium amplectens,SPECIES,79467,GENUS,65461,A,"(J.J.Sm.) Szlach., 1995",
Crepidium andersonii,SPECIES,72103,GENUS,65461,A,"(Ridl.) Schuit. & J.J.Wood, 2012 publ. 2011",
Crepidium angustifoveum,SPECIES,77306,GENUS,65461,A,"(J.J.Sm.) Marg., 2002",
Crepidium aphyllum,SPECIES,76633,GENUS,65461,A,"(King & Pantl.) A.N.Rao, 2000",
Crepidium arachnoideum,SPECIES,70791,GENUS,65461,A,"(Schltr.) Szlach., 1995",
Crepidium arboricola,SPECIES,68862,GENUS,65461,A,"(P.O'Byrne) Marg., 2012",
Crepidium arietinum,SPECIES,70373,GENUS,65461,A,"(Ames) Szlach., 1995",
Crepidium aschistum,SPECIES,73999,GENUS,65461,A,"(Seidenf.) Szlach., 1995",
Crepidium atratum,SPECIES,82030,GENUS,65461,A,"(Schltr.) Szlach., 1995",
Crepidium atrobrachiatum,SPECIES,80707,GENUS,65461,A,"(Ridl.) Szlach., 1995",
Crepidium atrosanguineum,SPECIES,73386,GENUS,65461,A,"(Ames) Marg. & Szlach., 2001",
Crepidium auratum,SPECIES,75810,GENUS,65461,A,"(Ridl.) Marg. & Szlach., 2001",
Crepidium bahanense,SPECIES,82500,GENUS,65461,A,"(Hand.-Mazz.) S.C.Chen & J.J.Wood, 2009",
Crepidium balabacense,SPECIES,72456,GENUS,65461,A,"(Ames) Szlach., 1995",
Crepidium bancanoides,SPECIES,80579,GENUS,65461,A,"(Ames) Szlach., 1995",
Crepidium bancanum,SPECIES,73013,GENUS,65461,A,"(Ridl.) Szlach., 1995",
Crepidium bataanense,SPECIES,73483,GENUS,65461,A,"(Ames) M.A.Clem. & D.L.Jones, 1996",
Crepidium bengkulense,SPECIES,70564,GENUS,65461,A,"(J.J.Sm.) Szlach., 1995",
Crepidium biauritum,SPECIES,69471,GENUS,65461,A,"(Lindl.) Szlach., 1995",
Crepidium bidentiferum,SPECIES,75051,GENUS,65461,A,"(J.J.Sm.) Marg. & Szlach., 2001",
Crepidium binabayense,SPECIES,71120,GENUS,65461,A,"(Ames) Szlach., 1995",
Crepidium bisepalum,SPECIES,71853,GENUS,65461,A,"(Gilli) Schuit. & de Vogel, 2012 publ. 2011",
Crepidium bispiriferum,SPECIES,80793,GENUS,65461,A,"(J.J.Sm.) Szlach., 1995",
Crepidium brachycaulos,SPECIES,75667,GENUS,65461,A,"(Schltr.) Szlach., 1995",
Crepidium brachyodontum,SPECIES,80429,GENUS,65461,A,"(Schltr.) Szlach., 1995",
Crepidium bracteosum,SPECIES,71422,GENUS,65461,A,"(Ames) Szlach., 1995",
Crepidium brevidentatum,SPECIES,81488,GENUS,65461,A,"(C.Schweinf.) M.A.Clem. & D.L.Jones, 1996",
Crepidium breviscapum,SPECIES,76536,GENUS,65461,A,"(Schltr.) Szlach., 1995",
Crepidium burbidgei,SPECIES,78008,GENUS,65461,A,"(Rchb.f. ex Ridl.) Szlach., 1995",
Crepidium calcareum,SPECIES,69019,GENUS,65461,A,"(Schltr.) Szlach., 1995",
Crepidium calcicola,SPECIES,79775,GENUS,65461,A,"(P.O'Byrne & J.J.Verm.) Marg., 2012",
Crepidium calophyllum,SPECIES,57033,GENUS,65461,A,"(Rchb.f.) Szlach., 1995",
Crepidium caricoides,SPECIES,72301,GENUS,65461,A,"(Schltr.) Szlach., 1995",
Crepidium carinatifolium,SPECIES,76571,GENUS,65461,A,"(J.J.Sm.) Szlach., 1995",
Crepidium carrii,SPECIES,77941,GENUS,65461,A,"(Seidenf. & J.J.Wood) M.A.Clem. & D.L.Jones, 1996",
Crepidium celebicum,SPECIES,75945,GENUS,65461,A,"(Schltr.) Szlach., 1995",
Crepidium chlorophrys,SPECIES,76292,GENUS,65461,A,"(Rchb.f.) Szlach., 1995",
Crepidium christinae,SPECIES,69406,GENUS,65461,A,"Marg. & Szlach., 2001",
Crepidium circaeum,SPECIES,73012,GENUS,65461,A,"(Ridl.) Szlach., 1995",
Crepidium clemensii,SPECIES,73375,GENUS,65461,A,"(J.J.Sm.) Marg., 2002",
Crepidium comans,SPECIES,71285,GENUS,65461,A,"(C.Schweinf.) M.A.Clem. & D.L.Jones, 1996",
Crepidium comberi,SPECIES,77238,GENUS,65461,A,"Szlach. & Marg., 1998",
Crepidium commelinifolium,SPECIES,72083,GENUS,65461,A,"(Zoll. & Moritzi) Szlach., 1995",
Crepidium concavum,SPECIES,69653,GENUS,65461,A,"(Seidenf.) Szlach., 1995",
Crepidium copelandii,SPECIES,74584,GENUS,65461,A,"(Ames) Szlach., 1995",
Crepidium cordiglottis,SPECIES,72726,GENUS,65461,A,"(J.J.Sm.) M.A.Clem. & D.L.Jones, 1996",
Crepidium crassidens,SPECIES,77528,GENUS,65461,A,"(J.J.Sm.) Marg., 2012",
Crepidium crassilabris,SPECIES,77169,GENUS,65461,A,"(J.J.Sm.) Marg., 2012",
Crepidium crenatilobum,SPECIES,73848,GENUS,65461,A,"(J.J.Sm.) Marg., 2002",
Crepidium cribbianum,SPECIES,72654,GENUS,65461,A,"Szlach. & Marg., 1998",
Crepidium cruciatum,SPECIES,81043,GENUS,65461,A,"(Marg. & Szlach.) Schuit. & de Vogel, 2012 publ. 2011",
Crepidium cucullatum,SPECIES,74089,GENUS,65461,A,"(Schltr.) Szlach., 1995",
Crepidium cuneipetalum,SPECIES,68968,GENUS,65461,A,"(Ames) Szlach., 1995",
Crepidium cupreum,SPECIES,81296,GENUS,65461,A,"(J.J.Sm.) Marg. & Szlach., 2001",
Crepidium cupuliflorum,SPECIES,72365,GENUS,65461,A,"(J.J.Sm.) Marg. & Szlach., 2001",
Crepidium curvatulum,SPECIES,79972,GENUS,65461,A,"(Schltr.) Szlach., 1995",
Crepidium curviauriculatum,SPECIES,73691,GENUS,65461,A,"(Szlach. & Marg.) Schuit. & de Vogel, 2012 publ. 2011",
Crepidium cyanobrachium,SPECIES,78446,GENUS,65461,A,"(Schltr.) Szlach., 1995",
Crepidium damusicum,SPECIES,76859,GENUS,65461,A,"(J.J.Sm.) Marg. & Szlach., 2001",
Crepidium davaensis,SPECIES,82044,GENUS,65461,A,"(Ames) Szlach., 1995",
Crepidium decumbens,SPECIES,72031,GENUS,65461,A,"(Schltr.) Szlach., 1995",
Crepidium dentatum,SPECIES,82496,GENUS,65461,A,"(Ames) Szlach., 1995",
Crepidium dewildeanum,SPECIES,71864,GENUS,65461,A,"Szlach. & Marg., 1998",
Crepidium diploceras,SPECIES,71409,GENUS,65461,A,"(Schltr.) Szlach., 1995",
Crepidium distans,SPECIES,79425,GENUS,65461,A,"(Schltr.) Szlach., 1995",
Crepidium dolichostachyum,SPECIES,80977,GENUS,65461,A,"(Schltr.) Szlach., 1995",
Crepidium dresslerianum,SPECIES,81966,GENUS,65461,A,"Marg. & Szlach., 2000",
Crepidium dryadum,SPECIES,76875,GENUS,65461,A,"(Schltr.) Szlach., 1995",
Crepidium elegans,SPECIES,74815,GENUS,65461,A,"(Ridl.) Schuit. & J.J.Wood, 2012 publ. 2011",
Crepidium elmeri,SPECIES,75628,GENUS,65461,A,"(Ames) Szlach., 1995",
Crepidium epiphyticum,SPECIES,78360,GENUS,65461,A,"(Schltr.) Szlach., 1995",
Crepidium euanthum,SPECIES,77433,GENUS,65461,A,"(Schltr.) M.A.Clem. & D.L.Jones, 1996",
Crepidium exilis,SPECIES,80295,GENUS,65461,A,"(J.B.Comber) Marg., 2005 publ. 2006",
Crepidium fasciatum,SPECIES,70518,GENUS,65461,A,"(Schltr.) Szlach., 1995",
Crepidium fimbriatum,SPECIES,81736,GENUS,65461,A,"(Lavarack) Szlach., 1995",
Crepidium finetii,SPECIES,75792,GENUS,65461,A,"(Gagnep.) S.C.Chen & J.J.Wood, 2009",
Crepidium fissum,SPECIES,75424,GENUS,65461,A,"(Schltr.) Szlach., 1995",
Crepidium flammeum,SPECIES,82838,GENUS,65461,A,"Szlach. & Marg., 1998",
Crepidium flavescens,SPECIES,81498,GENUS,65461,A,"Blume, 1825",
Crepidium flavovirens,SPECIES,77600,GENUS,65461,A,"D.L.Jones & M.A.Clem., 1997",
Crepidium floscularium,SPECIES,78425,GENUS,65461,A,"(J.J.Sm.) M.A.Clem. & D.L.Jones, 1996",
Crepidium foetidum,SPECIES,74250,GENUS,65461,A,"(J.J.Sm.) Marg., 2012",
Crepidium foliosum,SPECIES,71019,GENUS,65461,A,"(W.Kittr.) Marg., 2010",
Crepidium fontinale,SPECIES,80231,GENUS,65461,A,"D.L.Jones & M.A.Clem., 2006",
Crepidium fulvum,SPECIES,81737,GENUS,65461,A,"(Schltr.) M.A.Clem. & D.L.Jones, 1996",
Crepidium gibbsiae,SPECIES,78779,GENUS,65461,A,"(J.J.Sm.) Marg., 2010",
Crepidium godefroyi,SPECIES,78078,GENUS,65461,A,"(Rchb.f.) Szlach., 1995",
Crepidium graciliscapum,SPECIES,70706,GENUS,65461,A,"(Ames & C.Schweinf.) Szlach., 1995",
Crepidium graminifolium,SPECIES,72585,GENUS,65461,A,"(Schltr.) Szlach., 1995",
Crepidium grandiflorum,SPECIES,79603,GENUS,65461,A,"(J.J.Sm.) Szlach., 1995",
Crepidium grandifolium,SPECIES,72564,GENUS,65461,A,"(Schltr.) Szlach., 1995",
Crepidium gregorii,SPECIES,70762,GENUS,65461,A,"(Marg. & Szlach.) Schuit. & de Vogel, 2012 publ. 2011",
Crepidium hahajimense,SPECIES,68664,GENUS,65461,A,"(S.Kobay.) Marg., 2012",
Crepidium hainanense,SPECIES,72954,GENUS,65461,A,"(Tang & F.T.Wang) S.C.Chen & J.J.Wood, 2009",
Crepidium heliophilum,SPECIES,82268,GENUS,65461,A,"(Schltr.) Szlach., 1995",
Crepidium heliophobum,SPECIES,70124,GENUS,65461,A,"(J.J.Sm.) Szlach., 1995",
Crepidium hippocrepiformis,SPECIES,80196,GENUS,65461,A,"(J.J.Wood) Marg. & Szlach., 2001",
Crepidium hoi,SPECIES,79422,GENUS,65461,A,"(P.O'Byrne) Marg., 2012",
Crepidium holttumianum,SPECIES,73954,GENUS,65461,A,"Szlach., 1995",
Crepidium horielense,SPECIES,71980,GENUS,65461,A,"(J.J.Sm.) Marg., 2012",
Crepidium humeratum,SPECIES,74470,GENUS,65461,A,"(J.J.Sm.) Marg. & Szlach., 2001",
Crepidium hutchinsonianum,SPECIES,78976,GENUS,65461,A,"(Ames) Szlach., 1995",
Crepidium hydrophilum,SPECIES,80772,GENUS,65461,A,"(J.J.Sm.) Szlach., 1995",
Crepidium imthurnii,SPECIES,71340,GENUS,65461,A,"(Rolfe) M.A.Clem. & D.L.Jones, 1996",
Crepidium incurviforceps,SPECIES,78308,GENUS,65461,A,"(J.J.Sm.) Marg., 2012",
Crepidium incurvum,SPECIES,76972,GENUS,65461,A,"(J.J.Sm.) Szlach., 1995",
Crepidium inexspectatum,SPECIES,70805,GENUS,65461,A,"(J.J.Sm.) Szlach., 1995",
Crepidium insulare,SPECIES,73073,GENUS,65461,A,"(Tang & F.T.Wang) S.C.Chen & J.J.Wood, 2009",
Crepidium integrilabium,SPECIES,78143,GENUS,65461,A,"(Schltr.) Szlach., 1995",
Crepidium irregularis,SPECIES,80110,GENUS,65461,A,"(J.J.Sm.) Szlach., 1995",
Crepidium josephianum,SPECIES,72709,GENUS,65461,A,"(Rchb.f.) Marg., 2002",
Crepidium junghuhnii,SPECIES,80118,GENUS,65461,A,"(J.J.Sm.) Szlach., 1995",
Crepidium kabense,SPECIES,81616,GENUS,65461,A,"(J.J.Sm.) Szlach., 1995",
Crepidium kandae,SPECIES,73914,GENUS,65461,A,"(T.Hashim.) Marg., 2002",
Crepidium kempfii,SPECIES,79160,GENUS,65461,A,"(Schltr.) M.A.Clem. & D.L.Jones, 1996",
Crepidium kerintjiense,SPECIES,70593,GENUS,65461,A,"(J.J.Sm.) Szlach., 1995",
Crepidium kerstingianum,SPECIES,69858,GENUS,65461,A,"(Schltr.) Szlach., 1995",
Crepidium keysseri,SPECIES,69266,GENUS,65461,A,"(Mansf.) Schuit. & de Vogel, 2012 publ. 2011",
Crepidium khasianum,SPECIES,79706,GENUS,65461,A,"(Hook.f.) Szlach., 1995",
Crepidium kinabaluense,SPECIES,72446,GENUS,65461,A,"(Rolfe) Szlach., 1995",
Crepidium klabatense,SPECIES,77942,GENUS,65461,A,"(Schltr.) Szlach., 1995",
Crepidium klimkoanum,SPECIES,75320,GENUS,65461,A,"Marg., 2005",
Crepidium kobi,SPECIES,78933,GENUS,65461,A,"(J.J.Sm.) M.A.Clem. & D.L.Jones, 1996",
Crepidium koordersii,SPECIES,70660,GENUS,65461,A,"(J.J.Sm.) Szlach., 1995",
Crepidium kortylewskianum,SPECIES,79564,GENUS,65461,A,"(Marg.) Schuit. & de Vogel, 2012 publ. 2011",
Crepidium laciniosum,SPECIES,77126,GENUS,65461,A,"(Ridl.) Schuit. & J.J.Wood, 2012 publ. 2011",
Crepidium laeve,SPECIES,70070,GENUS,65461,A,"(Schltr.) Szlach., 1995",
Crepidium lamii,SPECIES,82613,GENUS,65461,A,"(J.J.Sm.) M.A.Clem. & D.L.Jones, 1996",
Crepidium langkawiense,SPECIES,77869,GENUS,65461,A,"(Seidenf. & J.J.Wood) Szlach., 1995",
Crepidium latilabre,SPECIES,74918,GENUS,65461,A,"(Schltr.) M.A.Clem. & D.L.Jones, 1996",
Crepidium latipetalum,SPECIES,81602,GENUS,65461,A,"(J.J.Sm.) Szlach., 1995",
Crepidium latisegmentum,SPECIES,82929,GENUS,65461,A,"(C.Schweinf.) M.A.Clem. & D.L.Jones, 1996",
Crepidium latisepalum,SPECIES,68785,GENUS,65461,A,"(Rolfe) M.A.Clem. & D.L.Jones, 1996",
Crepidium latum,SPECIES,73062,GENUS,65461,A,"(J.J.Sm.) Szlach., 1995",
Crepidium lawleri,SPECIES,71483,GENUS,65461,A,"(Lavarack & B.Gray) Szlach., 1995",
Crepidium laxum,SPECIES,79579,GENUS,65461,A,"(Ridl.) Szlach., 1995",
Crepidium ledermannii,SPECIES,80214,GENUS,65461,A,"(Schltr.) Szlach., 1995",
Crepidium leucodon,SPECIES,71589,GENUS,65461,A,"(Schltr.) Szlach., 1995",
Crepidium lilacinum,SPECIES,76189,GENUS,65461,A,"(Ames) M.A.Clem. & D.L.Jones, 1996",
Crepidium lobatocallosum,SPECIES,72274,GENUS,65461,A,"(J.J.Sm.) Szlach., 1995",
Crepidium lokonense,SPECIES,78133,GENUS,65461,A,"(Schltr.) M.A.Clem. & D.L.Jones, 1996",
Crepidium longifolium,SPECIES,73973,GENUS,65461,A,"(Rolfe) M.A.Clem. & D.L.Jones, 1996",
Crepidium longispicum,SPECIES,80440,GENUS,65461,A,"(Schltr.) Szlach., 1995",
Crepidium lowii,SPECIES,65462,GENUS,65461,A,"(É.Morren) Szlach., 1995",
Crepidium loxium,SPECIES,70156,GENUS,65461,A,"(J.J.Sm.) Marg., 2012",
Crepidium lunatum,SPECIES,71940,GENUS,65461,A,"(Schltr.) M.A.Clem. & D.L.Jones, 1996",
Crepidium luniferum,SPECIES,78828,GENUS,65461,A,"(J.J.Sm.) Szlach., 1995",
Crepidium lyroglossum,SPECIES,76969,GENUS,65461,A,"Szlach. & Marg., 1998",
Crepidium maaikeae,SPECIES,69209,GENUS,65461,A,"Marg., Szlach. & Kubala, 1999",
Crepidium maboroensis,SPECIES,81989,GENUS,65461,A,"(Schltr.) Szlach., 1995",
Crepidium mackinnonii,SPECIES,74691,GENUS,65461,A,"(Duthie) Szlach., 1995",
Crepidium macrochilum,SPECIES,70773,GENUS,65461,A,"(Rolfe) Szlach., 1995",
Crepidium macrophyllum,SPECIES,73955,GENUS,65461,A,"(Schltr.) Szlach., 1995",
Crepidium macrotis,SPECIES,74674,GENUS,65461,A,"(Kraenzl.) Szlach., 1995",
Crepidium maculatum,SPECIES,82946,GENUS,65461,A,"(Ridl.) Schuit. & J.J.Wood, 2012 publ. 2011",
Crepidium magnicallosa,SPECIES,73421,GENUS,65461,A,"(Marg. & Szlach.) J.M.H.Shaw, 2014",
Crepidium malabarica,SPECIES,76142,GENUS,65461,A,"(Marg. & Szlach.) J.M.H.Shaw, 2014",
Crepidium mambulilingense,SPECIES,71395,GENUS,65461,A,"(J.J.Sm.) Marg., 2012",
Crepidium mariae,SPECIES,77561,GENUS,65461,A,"Marg. & Szlach., 2000",
Crepidium marsupichilum,SPECIES,79899,GENUS,65461,A,"(Upton) Szlach., 1995",
Crepidium matsudae,SPECIES,72999,GENUS,65461,A,"(Yamam.) Szlach., 1995",
Crepidium maximowiczianum,SPECIES,72188,GENUS,65461,A,"(King & Pantl.) Szlach., 1995",
Crepidium megalanthum,SPECIES,76581,GENUS,65461,A,"(Schltr.) Szlach., 1995",
Crepidium melanophyllum,SPECIES,70723,GENUS,65461,A,"(Schltr.) Szlach., 1995",
Crepidium merapiense,SPECIES,71240,GENUS,65461,A,"(Schltr.) Szlach., 1995",
Crepidium merrillii,SPECIES,75859,GENUS,65461,A,"(Ames) Szlach., 1995",
Crepidium metallicum,SPECIES,57035,GENUS,65461,A,"(Rchb.f.) Szlach., 1995",
Crepidium micholitzianum,SPECIES,77891,GENUS,65461,A,"(Kraenzl.) Schuit. & de Vogel, 2012 publ. 2011",
Crepidium micranthum,SPECIES,76638,GENUS,65461,A,"(Hook.f.) Szlach., 1995",
Crepidium microhybos,SPECIES,81425,GENUS,65461,A,"(Schltr.) Szlach., 1995",
Crepidium mindorense,SPECIES,77959,GENUS,65461,A,"(Rendle) M.A.Clem. & D.L.Jones, 1996",
Crepidium multiflorum,SPECIES,82506,GENUS,65461,A,"(Ames & C.Schweinf.) Szlach., 1995",
Crepidium myosotis,SPECIES,82655,GENUS,65461,A,"M.A.Clem. & D.L.Jones, 1996",
Crepidium negrosianum,SPECIES,78817,GENUS,65461,A,"(Ames) M.A.Clem. & D.L.Jones, 1996",
Crepidium nemorale,SPECIES,70888,GENUS,65461,A,"(Ridl.) Szlach., 1995",
Crepidium nephroglossum,SPECIES,68914,GENUS,65461,A,"(Schltr.) M.A.Clem. & D.L.Jones, 1996",
Crepidium nigrescens,SPECIES,75097,GENUS,65461,A,"(J.J.Sm.) Szlach., 1995",
Crepidium nitidum,SPECIES,78748,GENUS,65461,A,"(Schltr.) Szlach., 1995",
Crepidium obovatum,SPECIES,73660,GENUS,65461,A,"(J.J.Sm.) Szlach., 1995",
Crepidium ochyranum,SPECIES,73389,GENUS,65461,A,"Szlach. & Marg., 1998",
Crepidium octodentatum,SPECIES,82213,GENUS,65461,A,"(Seidenf.) Szlach., 1995",
