cites_name,cites_taxon_code,speciesplusid,speciesplusname,rank
Enallopsammia pusilla,3609.5,6275,Enallopsammia pusilla,SPECIES
Enallopsammia rostrata,3609.6,3898,Enallopsammia rostrata,SPECIES
Encephalartos aemulans,7637.07,18824,Encephalartos aemulans,SPECIES
Encephalartos altensteinii,7637.1,24330,Encephalartos altensteinii,SPECIES
Encephalartos aplanatus,7637.15,21176,Encephalartos aplanatus,SPECIES
Encephalartos arenarius,7637.2,23660,Encephalartos arenarius,SPECIES
Encephalartos barteri,7637.3,16046,Encephalartos barteri,SPECIES
Encephalartos brevifoliolatus,7637.35,22072,Encephalartos brevifoliolatus,SPECIES
Encephalartos bubalinus,7637.4,20588,Encephalartos bubalinus,SPECIES
Encephalartos caffer,7637.5,29245,Encephalartos caffer,SPECIES
Encephalartos cerinus,7637.55,20909,Encephalartos cerinus,SPECIES
Encephalartos chimanimaniensis,7637.6,20701,Encephalartos chimanimaniensis,SPECIES
Encephalartos concinnus,7637.7,26281,Encephalartos concinnus,SPECIES
Encephalartos cupidus,7637.8,13860,Encephalartos cupidus,SPECIES
Encephalartos cycadifolius,7637.9,27073,Encephalartos cycadifolius,SPECIES
Encephalartos delucanus,7637.92,17214,Encephalartos delucanus,SPECIES
Encephalartos dolomiticus,7637.93,27242,Encephalartos dolomiticus,SPECIES
Encephalartos dyerianus,7637.94,20915,Encephalartos dyerianus,SPECIES
Encephalartos equatorialis,7638.05,20030,Encephalartos equatorialis,SPECIES
Encephalartos eugene-maraisii,7638.1,14769,Encephalartos eugene-maraisii,SPECIES
Encephalartos ferox,7638.2,15654,Encephalartos ferox,SPECIES
Encephalartos friderici-guilielmi,7638.3,21561,Encephalartos friderici-guilielmi,SPECIES
Encephalartos ghellinckii,7638.4,28749,Encephalartos ghellinckii,SPECIES
Encephalartos gratus,7638.5,20378,Encephalartos gratus,SPECIES
Encephalartos heenanii,7638.6,27546,Encephalartos heenanii,SPECIES
Encephalartos hildebrandtii,7638.7,24942,Encephalartos hildebrandtii,SPECIES
Encephalartos hirsutus,7638.75,27914,Encephalartos hirsutus,SPECIES
Encephalartos horridus,7638.8,26492,Encephalartos horridus,SPECIES
Encephalartos humilis,7638.9,14767,Encephalartos humilis,SPECIES
Encephalartos hybrid,7637.05,55489,Encephalartos hybrid,SPECIES
Encephalartos inopinus,7639.1,21141,Encephalartos inopinus,SPECIES
Encephalartos ituriensis,7639.12,21767,Encephalartos ituriensis,SPECIES
Encephalartos kanga,7639.14,15313,Encephalartos kanga,SPECIES
Encephalartos kisambo,7639.15,17594,Encephalartos kisambo,SPECIES
Encephalartos laevifolius,7639.2,18341,Encephalartos laevifolius,SPECIES
Encephalartos lanatus,7639.3,21406,Encephalartos lanatus,SPECIES
Encephalartos latifrons,7639.4,20997,Encephalartos latifrons,SPECIES
Encephalartos laurentianus,7639.5,25841,Encephalartos laurentianus,SPECIES
Encephalartos lebomboensis,7639.6,24316,Encephalartos lebomboensis,SPECIES
Encephalartos lehmannii,7639.7,19024,Encephalartos lehmannii,SPECIES
Encephalartos longifolius,7639.8,20048,Encephalartos longifolius,SPECIES
Encephalartos mackenziei,7639.83,26543,Encephalartos mackenziei,SPECIES
Encephalartos macrostrobilus,7639.85,16347,Encephalartos macrostrobilus,SPECIES
Encephalartos manikensis,7639.9,26057,Encephalartos manikensis,SPECIES
Encephalartos marunguensis,7640,23600,Encephalartos marunguensis,SPECIES
Encephalartos middelburgensis,7640.05,14885,Encephalartos middelburgensis,SPECIES
Encephalartos msinganus,7640.15,13762,Encephalartos msinganus,SPECIES
Encephalartos munchii,7640.2,26400,Encephalartos munchii,SPECIES
Encephalartos natalensis,7640.3,24909,Encephalartos natalensis,SPECIES
Encephalartos ngoyanus,7640.4,18195,Encephalartos ngoyanus,SPECIES
Encephalartos nubimontanus,7640.45,15649,Encephalartos nubimontanus,SPECIES
Encephalartos paucidentatus,7640.5,21416,Encephalartos paucidentatus,SPECIES
Encephalartos poggei,7640.6,23566,Encephalartos poggei,SPECIES
Encephalartos princeps,7640.7,23277,Encephalartos princeps,SPECIES
Encephalartos pterogonus,7640.8,24505,Encephalartos pterogonus,SPECIES
Encephalartos schaijesii,7640.95,25013,Encephalartos schaijesii,SPECIES
Encephalartos schmitzii,7641,28569,Encephalartos schmitzii,SPECIES
Encephalartos sclavoi,7641.05,27615,Encephalartos sclavoi,SPECIES
Encephalartos senticosus,7641.08,26223,Encephalartos senticosus,SPECIES
Encephalartos septentrionalis,7641.1,21066,Encephalartos septentrionalis,SPECIES
Encephalartos tegulaneus,7641.2,23085,Encephalartos tegulaneus,SPECIES
Encephalartos transvenosus,7641.3,20112,Encephalartos transvenosus,SPECIES
Encephalartos trispinosus,7641.4,26167,Encephalartos trispinosus,SPECIES
Encephalartos turneri,7641.45,28910,Encephalartos turneri,SPECIES
Encephalartos umbeluziensis,7641.5,21925,Encephalartos umbeluziensis,SPECIES
Encephalartos venetus,7641.55,40341,Encephalartos venetus,SPECIES
Encephalartos villosus,7641.6,15632,Encephalartos villosus,SPECIES
Encephalartos whitelockii,7641.65,15424,Encephalartos whitelockii,SPECIES
Encephalartos woodii,7641.7,28648,Encephalartos woodii,SPECIES
Encephalocarpus strobiliformis,4316.1,50817,Encephalocarpus strobiliformis,SPECIES
Encheiridion macrorrhynchium,6115.1,25564,Encheiridion macrorrhynchium,SPECIES
Encyclia abbreviata,6116.1,20523,Encyclia abbreviata,SPECIES
Encyclia acicularis,6116.25,45259,Encyclia acicularis,SPECIES
Encyclia acuta,6116.3,16111,Encyclia acuta,SPECIES
Encyclia adenocaula,6116.5,15897,Encyclia adenocaula,SPECIES
Encyclia advena,6116.6,13993,Encyclia advena,SPECIES
Encyclia aemula,6116.65,18136,Encyclia aemula,SPECIES
Encyclia aenicta,6116.7,25852,Encyclia aenicta,SPECIES
Encyclia alagoensis,6116.8,23295,Encyclia alagoensis,SPECIES
Encyclia alanjensis,6116.85,44880,Encyclia alanjensis,SPECIES
Encyclia alata,6116.9,23543,Encyclia alata,SPECIES
Encyclia albopurpurea,6116.98,19279,Encyclia albopurpurea,SPECIES
Encyclia alboxanthina,6117,15206,Encyclia alboxanthina,SPECIES
Encyclia allemanii,6117.1,22783,Encyclia allemanii,SPECIES
Encyclia allemanoides,6117.2,16602,Encyclia allemanoides,SPECIES
Encyclia amabilis,6117.35,47781,Encyclia amabilis,SPECIES
Encyclia amanda,6117.4,26371,Encyclia amanda,SPECIES
Encyclia ambigua,6117.5,19384,Encyclia ambigua,SPECIES
Encyclia amicta,6117.6,24214,Encyclia amicta,SPECIES
Encyclia andrichii,6117.65,16016,Encyclia andrichii,SPECIES
Encyclia angustiloba,6117.7,20377,Encyclia angustiloba,SPECIES
Encyclia apuahuensis,6117.8,15330,Encyclia apuahuensis,SPECIES
Encyclia argentinensis,6117.85,22666,Encyclia argentinensis,SPECIES
Encyclia arminii,6117.87,19303,Encyclia arminii,SPECIES
Encyclia aromatica,6117.9,47985,Encyclia aromatica,SPECIES
Encyclia aspera,6118,23232,Encyclia aspera,SPECIES
Encyclia asperirachis,6118.05,16783,Encyclia asperirachis,SPECIES
Encyclia asperula,6118.1,16413,Encyclia asperula,SPECIES
Encyclia atropurpurea,6118.2,42159,Encyclia atropurpurea,SPECIES
Encyclia atrorubens,6118.35,17973,Encyclia atrorubens,SPECIES
Encyclia auyantepuiensis,6118.37,13778,Encyclia auyantepuiensis,SPECIES
Encyclia baculus,6118.4,27105,Encyclia baculus,SPECIES
Encyclia belizensis,6118.6,45135,Encyclia belizensis,SPECIES
Encyclia bicamerata,6118.7,23890,Encyclia bicamerata,SPECIES
Encyclia bifida,6118.8,20967,Encyclia bifida,SPECIES
Encyclia boothiana,6118.9,18773,Encyclia boothiana,SPECIES
Encyclia brachiata,6119.05,17706,Encyclia brachiata,SPECIES
Encyclia bracteata,6119.2,14387,Encyclia bracteata,SPECIES
Encyclia bractescens,6119.3,20343,Encyclia bractescens,SPECIES
Encyclia bradfordi,6119.4,24931,Encyclia bradfordi,SPECIES
Encyclia brassavolae,6119.5,22207,Encyclia brassavolae,SPECIES
Encyclia brenesii,6119.55,51578,Encyclia brenesii,SPECIES
Encyclia buchtienii,6119.65,27244,Encyclia buchtienii,SPECIES
Encyclia bulbosa,6119.7,45764,Encyclia bulbosa,SPECIES
Encyclia burle-marxii,6119.72,23846,Encyclia burle-marxii,SPECIES
Encyclia caetensis,6119.77,22810,Encyclia caetensis,SPECIES
Encyclia caicensis,6119.78,21419,Encyclia caicensis,SPECIES
Encyclia calamaria,6119.8,26210,Encyclia calamaria,SPECIES
Encyclia campos-portoi,6119.9,24476,Encyclia campos-portoi,SPECIES
Encyclia campylostalix,6120,28390,Encyclia campylostalix,SPECIES
Encyclia candollei,6120.1,19102,Encyclia candollei,SPECIES
Encyclia capartiana,6120.15,17466,Encyclia capartiana,SPECIES
Encyclia cardimii,6120.2,22391,Encyclia cardimii,SPECIES
Encyclia cepiforme,6120.35,27027,Encyclia cepiforme,SPECIES
Encyclia ceratistes,6120.4,17524,Encyclia ceratistes,SPECIES
Encyclia chacaoensis,6120.5,25675,Encyclia chacaoensis,SPECIES
Encyclia chapadensis,6120.6,25240,Encyclia chapadensis,SPECIES
Encyclia chiapasensis,6120.65,13723,Encyclia chiapasensis,SPECIES
Encyclia chimborazoensis,6120.7,24182,Encyclia chimborazoensis,SPECIES
Encyclia chiriquensis,6120.75,40836,Encyclia chiriquensis,SPECIES
Encyclia chloroleuca,6120.77,16926,Encyclia chloroleuca,SPECIES
Encyclia chondylobulbon,6120.8,17357,Encyclia chondylobulbon,SPECIES
Encyclia citrina,6121,15085,Encyclia citrina,SPECIES
Encyclia cochleata,6121.1,27188,Encyclia cochleata,SPECIES
Encyclia conchaechila,6121.35,16712,Encyclia conchaechila,SPECIES
Encyclia concolor,6121.4,28983,Encyclia concolor,SPECIES
Encyclia confusa,6121.55,16663,Encyclia confusa,SPECIES
Encyclia cordigera,6121.6,14921,Encyclia cordigera,SPECIES
Encyclia cretacea,6121.65,25882,Encyclia cretacea,SPECIES
Encyclia cyanocolumna,6121.9,15256,Encyclia cyanocolumna,SPECIES
Encyclia cyperifolia,6121.95,20934,Encyclia cyperifolia,SPECIES
Encyclia deamii,6122,50904,Encyclia deamii,SPECIES
Encyclia dichroma,6122.1,14274,Encyclia dichroma,SPECIES
Encyclia dickinsoniana,6122.15,19650,Encyclia dickinsoniana,SPECIES
Encyclia diguetii,6122.17,50025,Encyclia diguetii,SPECIES
Encyclia diota,6122.2,18721,Encyclia diota,SPECIES
Encyclia distantiflora,6122.3,21379,Encyclia distantiflora,SPECIES
Encyclia diurna,6122.4,19169,Encyclia diurna,SPECIES
Encyclia doeringii,6122.6,16996,Encyclia doeringii,SPECIES
Encyclia dutrai,6122.8,18524,Encyclia dutrai,SPECIES
Encyclia duveenii,6122.9,21441,Encyclia duveenii,SPECIES
Encyclia ensiformis,6123.15,26406,Encyclia ensiformis,SPECIES
Encyclia euosma,6123.2,20133,Encyclia euosma,SPECIES
Encyclia faresiana,6123.4,20165,Encyclia faresiana,SPECIES
Encyclia fausta,6123.5,19539,Encyclia fausta,SPECIES
Encyclia fehlingii,6123.6,26282,Encyclia fehlingii,SPECIES
Encyclia flabellata,6123.7,52116,Encyclia flabellata,SPECIES
Encyclia flabellifera,6123.8,16536,Encyclia flabellifera,SPECIES
Encyclia flava,6123.85,21064,Encyclia flava,SPECIES
Encyclia fortunae,6123.9,20919,Encyclia fortunae,SPECIES
Encyclia fowliei,6123.95,21839,Encyclia fowliei,SPECIES
Encyclia fragrans,6124,14896,Encyclia fragrans,SPECIES
Encyclia gallopavina,6124.2,17651,Encyclia gallopavina,SPECIES
Encyclia garciana,6124.3,21962,Encyclia garciana,SPECIES
Encyclia ghiesbreghtiana,6124.4,19056,Encyclia ghiesbreghtiana,SPECIES
Encyclia ghillanyi,6124.5,24655,Encyclia ghillanyi,SPECIES
Encyclia glauca,6124.7,14959,Encyclia glauca,SPECIES
Encyclia glumacea,6124.8,23554,Encyclia glumacea,SPECIES
Encyclia gonzalezii,6124.85,16082,Encyclia gonzalezii,SPECIES
Encyclia goyazensis,6124.86,19665,Encyclia goyazensis,SPECIES
Encyclia gracilis,6124.9,24543,Encyclia gracilis,SPECIES
Encyclia grammatoglossa,6124.95,19906,Encyclia grammatoglossa,SPECIES
Encyclia granitica,6124.96,23170,Encyclia granitica,SPECIES
Encyclia gravida,6125,19726,Encyclia gravida,SPECIES
Encyclia guatemalensis,6125.1,26511,Encyclia guatemalensis,SPECIES
Encyclia guianensis,6125.12,20225,Encyclia guianensis,SPECIES
Encyclia guttata,6125.15,46641,Encyclia guttata,SPECIES
Encyclia hartwegii,6125.4,21525,Encyclia hartwegii,SPECIES
Encyclia hastata,6125.5,26927,Encyclia hastata,SPECIES
Encyclia hodgeana,6125.7,24353,Encyclia hodgeana,SPECIES
Encyclia hoehnei,6125.72,21189,Encyclia hoehnei,SPECIES
Encyclia hollandiae,6125.74,15957,Encyclia hollandiae,SPECIES
Encyclia huebneri,6125.78,28859,Encyclia huebneri,SPECIES
Encyclia hunteriana,6125.82,53123,Encyclia hunteriana,SPECIES
Encyclia hybrid,6116.05,55624,Encyclia hybrid,SPECIES
Encyclia inaguensis,6125.93,26752,Encyclia inaguensis,SPECIES
Encyclia incumbens,6125.95,25359,Encyclia incumbens,SPECIES
Encyclia insidiosa,6125.97,52206,Encyclia insidiosa,SPECIES
Encyclia inversa,6126,26929,Encyclia inversa,SPECIES
Encyclia ionophlebia,6126.15,27135,Encyclia ionophlebia,SPECIES
Encyclia ionosma,6126.17,24003,Encyclia ionosma,SPECIES
Encyclia ivonae,6126.22,27483,Encyclia ivonae,SPECIES
Encyclia jauana,6126.25,16048,Encyclia jauana,SPECIES
Encyclia kautskyi,6126.3,24286,Encyclia kautskyi,SPECIES
Encyclia kennedyi,6126.4,28469,Encyclia kennedyi,SPECIES
Encyclia kienastii,6126.5,28630,Encyclia kienastii,SPECIES
Encyclia krugii,6126.72,27577,Encyclia krugii,SPECIES
Encyclia lambda,6126.75,27460,Encyclia lambda,SPECIES
Encyclia lancifolia,6126.8,24370,Encyclia lancifolia,SPECIES
Encyclia latipetala,6126.9,21261,Encyclia latipetala,SPECIES
Encyclia laxa,6126.95,28028,Encyclia laxa,SPECIES
Encyclia leucantha,6127.05,23283,Encyclia leucantha,SPECIES
Encyclia limbata,6127.2,50354,Encyclia limbata,SPECIES
Encyclia lindenii,6127.3,28517,Encyclia lindenii,SPECIES
Encyclia linearifolioides,6127.4,14021,Encyclia linearifolioides,SPECIES
Encyclia linearis,6127.45,46205,Encyclia linearis,SPECIES
Encyclia linkiana,6127.5,20381,Encyclia linkiana,SPECIES
Encyclia livida,6127.6,21540,Encyclia livida,SPECIES
Encyclia longifolia,6127.7,25949,Encyclia longifolia,SPECIES
Encyclia lorata,6127.75,14966,Encyclia lorata,SPECIES
Encyclia luteorosea,6127.9,17778,Encyclia luteorosea,SPECIES
Encyclia lutzenbergerii,6128.02,29027,Encyclia lutzenbergerii,SPECIES
Encyclia macrochila,6128.05,47957,Encyclia macrochila,SPECIES
Encyclia maculosa,6128.3,14659,Encyclia maculosa,SPECIES
Encyclia maderoi,6128.35,24548,Encyclia maderoi,SPECIES
Encyclia magnispatha,6128.4,23348,Encyclia magnispatha,SPECIES
Encyclia mapuerae,6128.45,14932,Encyclia mapuerae,SPECIES
Encyclia mariae,6128.5,14920,Encyclia mariae,SPECIES
Encyclia megalantha,6128.8,15852,Encyclia megalantha,SPECIES
Encyclia meliosma,6128.9,18900,Encyclia meliosma,SPECIES
Encyclia michuacana,6129,22080,Encyclia michuacana,SPECIES
Encyclia microbulbon,6129.1,16800,Encyclia microbulbon,SPECIES
Encyclia microtos,6129.13,27951,Encyclia microtos,SPECIES
Encyclia moebusii,6129.17,49209,Encyclia moebusii,SPECIES
Encyclia moojenii,6129.19,18479,Encyclia moojenii,SPECIES
Encyclia mooreana,6129.2,14414,Encyclia mooreana,SPECIES
Encyclia narajapatensis,6129.35,19725,Encyclia narajapatensis,SPECIES
Encyclia nematocaulon,6129.4,18442,Encyclia nematocaulon,SPECIES
Encyclia nemoralis,6129.5,44817,Encyclia nemoralis,SPECIES
Encyclia neurosa,6129.6,23991,Encyclia neurosa,SPECIES
Encyclia obpyribulbon,6129.75,25137,Encyclia obpyribulbon,SPECIES
Encyclia ochracea,6129.8,28933,Encyclia ochracea,SPECIES
Encyclia odoratissima,6130.1,45992,Encyclia odoratissima,SPECIES
Encyclia oestlundii,6130.15,26569,Encyclia oestlundii,SPECIES
Encyclia oncidioides,6130.3,24806,Encyclia oncidioides,SPECIES
Encyclia osmantha,6130.4,25424,Encyclia osmantha,SPECIES
Encyclia ovulum,6130.55,50950,Encyclia ovulum,SPECIES
Encyclia oxiphylla,6130.56,21368,Encyclia oxiphylla,SPECIES
Encyclia pachyantha,6130.58,14755,Encyclia pachyantha,SPECIES
Encyclia pamplonensis,6130.6,53552,Encyclia pamplonensis,SPECIES
Encyclia panthera,6130.7,24338,Encyclia panthera,SPECIES
Encyclia papilio,6130.8,29317,Encyclia papilio,SPECIES
Encyclia papillosa,6130.95,15659,Encyclia papillosa,SPECIES
Encyclia parviflora,6131.05,22099,Encyclia parviflora,SPECIES
Encyclia pastoris,6131.07,45872,Encyclia pastoris,SPECIES
Encyclia patens,6131.1,29526,Encyclia patens,SPECIES
Encyclia pauciflora,6131.2,27623,Encyclia pauciflora,SPECIES
Encyclia pedra-azulensis,6131.25,23304,Encyclia pedra-azulensis,SPECIES
Encyclia pentotis,6131.4,41754,Encyclia pentotis,SPECIES
Encyclia peraltensis,6131.42,29325,Encyclia peraltensis,SPECIES
Encyclia perplexa,6131.45,25940,Encyclia perplexa,SPECIES
Encyclia pflanzii,6131.55,17936,Encyclia pflanzii,SPECIES
Encyclia phymatoglossa,6131.62,52438,Encyclia phymatoglossa,SPECIES
Encyclia picta,6131.65,15869,Encyclia picta,SPECIES
Encyclia pipio,6131.67,20437,Encyclia pipio,SPECIES
Encyclia plicata,6131.7,42959,Encyclia plicata,SPECIES
Encyclia pollardiana,6131.76,19435,Encyclia pollardiana,SPECIES
Encyclia polybulbon,6131.8,26272,Encyclia polybulbon,SPECIES
Encyclia porrecta,6131.92,16139,Encyclia porrecta,SPECIES
Encyclia powellii,6131.95,47233,Encyclia powellii,SPECIES
Encyclia pringlei,6132,24889,Encyclia pringlei,SPECIES
Encyclia prismatocarpa,6132.1,16191,Encyclia prismatocarpa,SPECIES
Encyclia pruinosa,6132.15,48309,Encyclia pruinosa,SPECIES
Encyclia pseudopygmaea,6132.3,18902,Encyclia pseudopygmaea,SPECIES
Encyclia pterocarpa,6132.4,26641,Encyclia pterocarpa,SPECIES
Encyclia pulcherrima,6132.45,16051,Encyclia pulcherrima,SPECIES
Encyclia punctifera,6132.47,28384,Encyclia punctifera,SPECIES
Encyclia purpusii,6132.55,49796,Encyclia purpusii,SPECIES
Encyclia pygmaea,6132.6,27030,Encyclia pygmaea,SPECIES
Encyclia radiata,6132.7,28658,Encyclia radiata,SPECIES
Encyclia ramonensis,6132.75,47065,Encyclia ramonensis,SPECIES
Encyclia randii,6132.8,28076,Encyclia randii,SPECIES
Encyclia recurvata,6132.82,26558,Encyclia recurvata,SPECIES
Encyclia regnelliana,6132.83,24406,Encyclia regnelliana,SPECIES
Encyclia rhombilabia,6132.85,15015,Encyclia rhombilabia,SPECIES
Encyclia rhynchophora,6132.9,23822,Encyclia rhynchophora,SPECIES
Encyclia rufa,6133.05,21730,Encyclia rufa,SPECIES
Encyclia sceptra,6133.2,20482,Encyclia sceptra,SPECIES
Encyclia schmidtii,6133.25,29395,Encyclia schmidtii,SPECIES
Encyclia sclerocladia,6133.27,13957,Encyclia sclerocladia,SPECIES
Encyclia seidelii,6133.3,16392,Encyclia seidelii,SPECIES
Encyclia selligera,6133.4,23819,Encyclia selligera,SPECIES
Encyclia semiaperta,6133.45,16608,Encyclia semiaperta,SPECIES
Encyclia serroniana,6133.6,44219,Encyclia serroniana,SPECIES
Encyclia sessiliflora,6133.75,15399,Encyclia sessiliflora,SPECIES
Encyclia sima,6133.9,20055,Encyclia sima,SPECIES
Encyclia sintenisii,6134,29288,Encyclia sintenisii,SPECIES
Encyclia sisyrinchiifolia,6134.05,40621,Encyclia sisyrinchiifolia,SPECIES
Encyclia spatella,6134.1,23023,Encyclia spatella,SPECIES
Encyclia spiritusanctensis,6134.25,20013,Encyclia spiritusanctensis,SPECIES
Encyclia spondiadum,6134.3,17738,Encyclia spondiadum,SPECIES
Encyclia squamata,6134.35,41108,Encyclia squamata,SPECIES
Encyclia steinbachii,6134.43,26926,Encyclia steinbachii,SPECIES
Encyclia stellata,6134.45,20910,Encyclia stellata,SPECIES
Encyclia suaveolens,6134.5,21230,Encyclia suaveolens,SPECIES
Encyclia subulatifolia,6134.6,26292,Encyclia subulatifolia,SPECIES
Encyclia suzanensis,6134.7,25778,Encyclia suzanensis,SPECIES
Encyclia tampensis,6134.8,24123,Encyclia tampensis,SPECIES
Encyclia tarumana,6134.9,17484,Encyclia tarumana,SPECIES
Encyclia tenuissima,6135,29562,Encyclia tenuissima,SPECIES
Encyclia tessellata,6135.01,42515,Encyclia tessellata,SPECIES
Encyclia thienii,6135.02,43985,Encyclia thienii,SPECIES
Encyclia tigrina,6135.025,17398,Encyclia tigrina,SPECIES
Encyclia tonduziana,6135.03,44524,Encyclia tonduziana,SPECIES
Encyclia trachycarpa,6135.04,25008,Encyclia trachycarpa,SPECIES
Encyclia trachychila,6135.05,48276,Encyclia trachychila,SPECIES
Encyclia triangulifera,6135.07,28006,Encyclia triangulifera,SPECIES
Encyclia tripartita,6135.08,25983,Encyclia tripartita,SPECIES
Encyclia triptera,6135.09,45300,Encyclia triptera,SPECIES
Encyclia tripunctata,6135.1,23055,Encyclia tripunctata,SPECIES
Encyclia tuerckheimii,6135.3,17661,Encyclia tuerckheimii,SPECIES
Encyclia unaensis,6135.34,14130,Encyclia unaensis,SPECIES
Encyclia vagans,6135.5,15923,Encyclia vagans,SPECIES
Encyclia varicosa,6135.6,24241,Encyclia varicosa,SPECIES
Encyclia vellozoana,6135.64,19048,Encyclia vellozoana,SPECIES
Encyclia venezuelana,6135.65,26841,Encyclia venezuelana,SPECIES
Encyclia venosa,6135.7,28125,Encyclia venosa,SPECIES
Encyclia vespa,6135.8,25670,Encyclia vespa,SPECIES
Encyclia virens,6135.95,24890,Encyclia virens,SPECIES
Encyclia virgata,6136,45835,Encyclia virgata,SPECIES
Encyclia viridiflava,6136.04,23404,Encyclia viridiflava,SPECIES
Encyclia viridiflora,6136.05,23901,Encyclia viridiflora,SPECIES
Encyclia vitellina,6136.1,22823,Encyclia vitellina,SPECIES
Encyclia wendlandiana,6136.15,43434,Encyclia wendlandiana,SPECIES
Encyclia widgrenii,6136.2,27053,Encyclia widgrenii,SPECIES
Encyclia withneri,6136.25,18960,Encyclia withneri,SPECIES
Encyclia xerophytica,6136.35,26764,Encyclia xerophytica,SPECIES
Encyclia xipheres,6136.4,43769,Encyclia xipheres,SPECIES
Encyclia xuxiana,6136.43,16941,Encyclia xuxiana,SPECIES
Endocyathopora laticostata,3523.6,4689,Endocyathopora laticostata,SPECIES
Endopachys australiae,3610.05,32657,Endopachys australiae,SPECIES
Endopachys bulbosa,3610.07,6687,Endopachys bulbosa,SPECIES
Endopachys grayi,3610.1,4550,Endopachys grayi,SPECIES
Endopachys japonicum,3610.15,37804,Endopachys japonicum,SPECIES
Endopsammia philippensis,3611.05,10707,Endopsammia philippensis,SPECIES
Endopsammia pourtalesi,3611.1,9035,Endopsammia pourtalesi,SPECIES
Endopsammia regularis,3611.2,5233,Endopsammia regularis,SPECIES
Engelhardtia pterocarpa,5270.1,46446,Engelhardtia pterocarpa,SPECIES
Enhydra lutris,614.1,7275,Enhydra lutris,SPECIES
Enhydris bocourti,2404.31,3247,Enhydris bocourti,SPECIES
Enhydris chinensis,2404.32,3462,Enhydris chinensis,SPECIES
Enhydris enhydris,2404.33,4947,Enhydris enhydris,SPECIES
Enhydris plumbea,2404.34,6371,Enhydris plumbea,SPECIES
Enicognathus ferrugineus,1506.1,7170,Enicognathus ferrugineus,SPECIES
Enicognathus leptorhynchus,1506.2,7980,Enicognathus leptorhynchus,SPECIES
Ensifera ensifera,1684.1,3707,Ensifera ensifera,SPECIES
Eolophus roseicapilla,1507.1,10325,Eolophus roseicapilla,SPECIES
Eomatucana oreodoxa,4317.1,42879,Eomatucana oreodoxa,SPECIES
Eos bornea,1508.1,36028,Eos bornea,SPECIES
Eos cyanogenia,1508.2,5021,Eos cyanogenia,SPECIES
Eos histrio,1508.3,3735,Eos histrio,SPECIES
Eos reticulata,1508.4,8087,Eos reticulata,SPECIES
Eos rubra,1508.45,7787,Eos rubra,SPECIES
Eos semilarvata,1508.5,9166,Eos semilarvata,SPECIES
Eos squamata,1508.6,5072,Eos squamata,SPECIES
Ephemerantha convexa,6140.2,50109,Ephemerantha convexa,SPECIES
Ephippianthus sachalinensis,6141.1,21872,Ephippianthus sachalinensis,SPECIES
Ephippianthus sawadanus,6141.2,26561,Ephippianthus sawadanus,SPECIES
Ephippiorhynchus senegalensis,1111.1,5597,Ephippiorhynchus senegalensis,SPECIES
Epiblastus sciadanthus,6142.2,29390,Epiblastus sciadanthus,SPECIES
Epiblema grandiflorum,6143.1,20647,Epiblema grandiflorum,SPECIES
Epicrates angulifer,2373.1,4978,Epicrates angulifer,SPECIES
Epicrates cenchria,2373.2,8269,Epicrates cenchria,SPECIES
Epicrates chrysogaster,2373.6,10652,Epicrates chrysogaster,SPECIES
Epicrates exsul,2373.7,8685,Epicrates exsul,SPECIES
Epicrates fordii,2373.8,6484,Epicrates fordii,SPECIES
Epicrates gracilis,2373.9,3535,Epicrates gracilis,SPECIES
Epicrates inornatus,2374,10471,Epicrates inornatus,SPECIES
Epicrates maurus,2374.15,8187,Epicrates maurus,SPECIES
Epicrates monensis,2374.2,7074,Epicrates monensis,SPECIES
Epicrates striatus,2374.3,8896,Epicrates striatus,SPECIES
Epicrates subflavus,2374.8,8915,Epicrates subflavus,SPECIES
Epidanthus crassus,6145.15,48430,Epidanthus crassus,SPECIES
Epidanthus goniorhachis,6145.2,15683,Epidanthus goniorhachis,SPECIES
Epidendropsis flexuosissima,6146.1,16944,Epidendropsis flexuosissima,SPECIES
Epidendropsis vincentina,6146.2,22143,Epidendropsis vincentina,SPECIES
Epidendrum abbreviatum,6147.05,51661,Epidendrum abbreviatum,SPECIES
Epidendrum aciculare,6147.1,48974,Epidendrum aciculare,SPECIES
Epidendrum aclandiae,6147.15,46352,Epidendrum aclandiae,SPECIES
Epidendrum acuminatum,6147.4,46235,Epidendrum acuminatum,SPECIES
Epidendrum acunae,6147.5,14968,Epidendrum acunae,SPECIES
Epidendrum acutum,6147.55,44062,Epidendrum acutum,SPECIES
Epidendrum adenocarpon,6147.7,44612,Epidendrum adenocarpon,SPECIES
Epidendrum adnatum,6147.9,26035,Epidendrum adnatum,SPECIES
Epidendrum advenum,6148.1,41102,Epidendrum advenum,SPECIES
Epidendrum alabastrialatum,6148.16,27510,Epidendrum alabastrialatum,SPECIES
Epidendrum alagoense,6148.17,52671,Epidendrum alagoense,SPECIES
Epidendrum alanjense,6148.18,43360,Epidendrum alanjense,SPECIES
Epidendrum alatum,6148.2,40140,Epidendrum alatum,SPECIES
Epidendrum albertii,6148.3,26170,Epidendrum albertii,SPECIES
Epidendrum allemanii,6148.45,44416,Epidendrum allemanii,SPECIES
Epidendrum allemanoides,6148.7,41572,Epidendrum allemanoides,SPECIES
Epidendrum allenii,6148.8,26384,Epidendrum allenii,SPECIES
Epidendrum aloides,6148.85,41745,Epidendrum aloides,SPECIES
