cites_name,cites_taxon_code,speciesplusid,speciesplusname,rank
Stenocoryne leucorrhoda,7253.3,39929,Stenocoryne leucorrhoda,SPECIES
Stenocoryne melanopoda,7253.4,49541,Stenocoryne melanopoda,SPECIES
Stenocoryne racemosa,7253.5,51783,Stenocoryne racemosa,SPECIES
Stenocoryne secunda,7253.6,40297,Stenocoryne secunda,SPECIES
Stenocoryne villosula,7253.7,47024,Stenocoryne villosula,SPECIES
Stenocoryne vitellina,7253.8,42675,Stenocoryne vitellina,SPECIES
Stenocoryne wendlandiana,7253.9,52089,Stenocoryne wendlandiana,SPECIES
Stenocyathus vermiformis,3593.1,7054,Stenocyathus vermiformis,SPECIES
Stenoglottis hybrid,7255.05,55532,Stenoglottis hybrid,SPECIES
Stenoglottis longifolia,7255.2,18865,Stenoglottis longifolia,SPECIES
Stenohelia concinna,3734.1,4266,Stenohelia concinna,SPECIES
Stenohelia conferta,3734.15,9846,Stenohelia conferta,SPECIES
Stenohelia echinata,3734.2,3863,Stenohelia echinata,SPECIES
Stenohelia maderensis,3734.25,7485,Stenohelia maderensis,SPECIES
Stenohelia pauciseptata,3734.35,8365,Stenohelia pauciseptata,SPECIES
Stenohelia profunda,3734.4,3214,Stenohelia profunda,SPECIES
Stenohelia robusta,3734.45,34744,Stenohelia robusta,SPECIES
Stenohelia tiliata,3734.5,5117,Stenohelia tiliata,SPECIES
Stenohelia umbonata,3734.55,7070,Stenohelia umbonata,SPECIES
Stenohelia yabei,3734.6,4651,Stenohelia yabei,SPECIES
Stenorrhynchos arrabidae,7257.05,24152,Stenorrhynchos arrabidae,SPECIES
Stenorrhynchos aurantiacum,7257.1,47236,Stenorrhynchos aurantiacum,SPECIES
Stenorrhynchos australe,7257.2,48805,Stenorrhynchos australe,SPECIES
Stenorrhynchos bracteosum,7257.25,41841,Stenorrhynchos bracteosum,SPECIES
Stenorrhynchos cernuum,7257.27,45137,Stenorrhynchos cernuum,SPECIES
Stenorrhynchos cinnabarinum,7257.3,49272,Stenorrhynchos cinnabarinum,SPECIES
Stenorrhynchos coccineum,7257.4,39763,Stenorrhynchos coccineum,SPECIES
Stenorrhynchos cornutum,7257.43,14779,Stenorrhynchos cornutum,SPECIES
Stenorrhynchos epiphytum,7257.46,53871,Stenorrhynchos epiphytum,SPECIES
Stenorrhynchos galeottianum,7257.47,42642,Stenorrhynchos galeottianum,SPECIES
Stenorrhynchos kuhlmannianum,7257.48,28577,Stenorrhynchos kuhlmannianum,SPECIES
Stenorrhynchos lanceolatum,7257.5,19553,Stenorrhynchos lanceolatum,SPECIES
Stenorrhynchos lindmanianum,7257.53,25231,Stenorrhynchos lindmanianum,SPECIES
Stenorrhynchos macranthum,7257.55,28683,Stenorrhynchos macranthum,SPECIES
Stenorrhynchos navarrense,7257.6,42328,Stenorrhynchos navarrense,SPECIES
Stenorrhynchos nutans,7257.7,53643,Stenorrhynchos nutans,SPECIES
Stenorrhynchos polyanthum,7257.8,52683,Stenorrhynchos polyanthum,SPECIES
Stenorrhynchos regium,7257.85,46750,Stenorrhynchos regium,SPECIES
Stenorrhynchos seminudum,7257.87,49530,Stenorrhynchos seminudum,SPECIES
Stenorrhynchos speciosum,7257.9,18677,Stenorrhynchos speciosum,SPECIES
Stenorrhynchos standleyi,7258.1,45515,Stenorrhynchos standleyi,SPECIES
Stenorrhynchos tonduzii,7258.15,45391,Stenorrhynchos tonduzii,SPECIES
Stenorrhynchos vaginatum,7258.2,24918,Stenorrhynchos vaginatum,SPECIES
Stephanoaetus coronatus,1261.1,10062,Stephanoaetus coronatus,SPECIES
Stephanocereus leucostele,4846.1,20664,Stephanocereus leucostele,SPECIES
Stephanocereus luetzelburgii,4846.15,28951,Stephanocereus luetzelburgii,SPECIES
Stephanocoenia intersepta,3231.1,5585,Stephanocoenia intersepta,SPECIES
Stephanocoenia michelinii,3231.2,33108,Stephanocoenia michelinii,SPECIES
Stephanocyathus campaniformis,3561.03,3276,Stephanocyathus campaniformis,SPECIES
Stephanocyathus coronatus,3561.05,4124,Stephanocyathus coronatus,SPECIES
Stephanocyathus crassus,3561.055,9413,Stephanocyathus crassus,SPECIES
Stephanocyathus diadema,3561.06,7064,Stephanocyathus diadema,SPECIES
Stephanocyathus discoides,3561.065,33090,Stephanocyathus discoides,SPECIES
Stephanocyathus explanans,3561.07,6138,Stephanocyathus explanans,SPECIES
Stephanocyathus laevifundus,3561.075,6188,Stephanocyathus laevifundus,SPECIES
Stephanocyathus moseleyanus,3561.08,8101,Stephanocyathus moseleyanus,SPECIES
Stephanocyathus nobilis,3561.085,6974,Stephanocyathus nobilis,SPECIES
Stephanocyathus paliferus,3561.09,4903,Stephanocyathus paliferus,SPECIES
Stephanocyathus platypus,3561.1,4173,Stephanocyathus platypus,SPECIES
Stephanocyathus regius,3561.15,6108,Stephanocyathus regius,SPECIES
Stephanocyathus spiniger,3561.2,7947,Stephanocyathus spiniger,SPECIES
Stephanocyathus weberianus,3561.3,4435,Stephanocyathus weberianus,SPECIES
Stephanohelia praecipua,3734.85,8695,Stephanohelia praecipua,SPECIES
Stephanophyllia complicata,3334.1,9281,Stephanophyllia complicata,SPECIES
Stephanophyllia fungulus,3334.2,7929,Stephanophyllia fungulus,SPECIES
Stephanophyllia neglecta,3334.3,4495,Stephanophyllia neglecta,SPECIES
Stephanoxis lalandi,1755.1,3756,Stephanoxis lalandi,SPECIES
Stereochilus erinaceus,7261.25,14140,Stereochilus erinaceus,SPECIES
Stereochilus hybrid,7261.05,55543,Stereochilus hybrid,SPECIES
Sternbergia alexandrae,4012.1,47078,Sternbergia alexandrae,SPECIES
Sternbergia candida,4012.2,18976,Sternbergia candida,SPECIES
Sternbergia clusiana,4012.3,24253,Sternbergia clusiana,SPECIES
Sternbergia colchiciflora,4012.4,22537,Sternbergia colchiciflora,SPECIES
Sternbergia fischeriana,4012.5,14816,Sternbergia fischeriana,SPECIES
Sternbergia greuteriana,4012.55,24294,Sternbergia greuteriana,SPECIES
Sternbergia lutea,4012.6,17074,Sternbergia lutea,SPECIES
Sternbergia pulchella,4012.7,21818,Sternbergia pulchella,SPECIES
Sternbergia schubertii,4012.75,23836,Sternbergia schubertii,SPECIES
Sternbergia sicula,4012.8,21865,Sternbergia sicula,SPECIES
Sternoclyta cyanopectus,1756.1,3091,Sternoclyta cyanopectus,SPECIES
Stetsonia coryne,4847.1,14108,Stetsonia coryne,SPECIES
Steveniella satyrioides,7263.1,20356,Steveniella satyrioides,SPECIES
Stichopathes abyssicola,3203.702,4764,Stichopathes abyssicola,SPECIES
Stichopathes aggregata,3203.704,8158,Stichopathes aggregata,SPECIES
Stichopathes alcocki,3203.706,8692,Stichopathes alcocki,SPECIES
Stichopathes bournei,3203.708,9769,Stichopathes bournei,SPECIES
Stichopathes ceylonensis,3203.71,5471,Stichopathes ceylonensis,SPECIES
Stichopathes contorta,3203.712,7554,Stichopathes contorta,SPECIES
Stichopathes desbonni,3203.714,34291,Stichopathes desbonni,SPECIES
Stichopathes dissimilis,3203.716,4224,Stichopathes dissimilis,SPECIES
Stichopathes echinulata,3203.718,4422,Stichopathes echinulata,SPECIES
Stichopathes euoplos,3203.72,7390,Stichopathes euoplos,SPECIES
Stichopathes eustropha,3203.722,11287,Stichopathes eustropha,SPECIES
Stichopathes filiformis,3203.724,10394,Stichopathes filiformis,SPECIES
Stichopathes flagellum,3203.726,6290,Stichopathes flagellum,SPECIES
Stichopathes gracilis,3203.728,5087,Stichopathes gracilis,SPECIES
Stichopathes indica,3203.73,10654,Stichopathes indica,SPECIES
Stichopathes longispina,3203.732,9107,Stichopathes longispina,SPECIES
Stichopathes lutkeni,3203.734,9504,Stichopathes lutkeni,SPECIES
Stichopathes maldivensis,3203.736,5407,Stichopathes maldivensis,SPECIES
Stichopathes occidentalis,3203.738,7438,Stichopathes occidentalis,SPECIES
Stichopathes papillosa,3203.74,7693,Stichopathes papillosa,SPECIES
Stichopathes paucispina,3203.742,5237,Stichopathes paucispina,SPECIES
Stichopathes pourtalesi,3203.744,9761,Stichopathes pourtalesi,SPECIES
Stichopathes regularis,3203.746,4252,Stichopathes regularis,SPECIES
Stichopathes richardi,3203.748,7822,Stichopathes richardi,SPECIES
Stichopathes robusta,3203.75,4769,Stichopathes robusta,SPECIES
Stichopathes saccula,3203.752,9543,Stichopathes saccula,SPECIES
Stichopathes semiglabra,3203.754,7024,Stichopathes semiglabra,SPECIES
Stichopathes setacea,3203.756,5214,Stichopathes setacea,SPECIES
Stichopathes seychellensis,3203.758,5650,Stichopathes seychellensis,SPECIES
Stichopathes solorensis,3203.76,6202,Stichopathes solorensis,SPECIES
Stichopathes spiessi,3203.762,8563,Stichopathes spiessi,SPECIES
Stichopathes spinosa,3203.764,7288,Stichopathes spinosa,SPECIES
Stichopathes variabilis,3203.766,9870,Stichopathes variabilis,SPECIES
Stictonetta naevosa,1157.5,4942,Stictonetta naevosa,SPECIES
Stigmochelys pardalis,2142.51,8867,Stigmochelys pardalis,SPECIES
Stilifolium ascendens,7266.22,50467,Stilifolium ascendens,SPECIES
Stilifolium stacyi,7266.27,53769,Stilifolium stacyi,SPECIES
Stilifolium stipitatum,7266.28,46264,Stilifolium stipitatum,SPECIES
Stilifolium teres,7266.29,49496,Stilifolium teres,SPECIES
Stimegas venustum,7266.5,40590,Stimegas venustum,SPECIES
Stolzia cupuligera,7267.4,28515,Stolzia cupuligera,SPECIES
Stolzia diffusa,7267.45,52441,Stolzia diffusa,SPECIES
Stolzia elaidum,7267.5,25818,Stolzia elaidum,SPECIES
Stolzia peperomioides,7268,18446,Stolzia peperomioides,SPECIES
Streptopelia decipiens,1458.1,6866,Streptopelia decipiens,SPECIES
Streptopelia roseogrisea,1458.2,9525,Streptopelia roseogrisea,SPECIES
Streptopelia semitorquata,1458.3,9451,Streptopelia semitorquata,SPECIES
Streptopelia senegalensis,1458.4,6502,Streptopelia senegalensis,SPECIES
Streptopelia turtur,1458.5,6533,Streptopelia turtur,SPECIES
Streptopelia vinacea,1458.6,3979,Streptopelia vinacea,SPECIES
Strigops habroptila,1561.1,4179,Strigops habroptila,SPECIES
Strix albitarsis,1632.05,5259,Strix albitarsis,SPECIES
Strix aluco,1632.1,6137,Strix aluco,SPECIES
Strix butleri,1632.2,8507,Strix butleri,SPECIES
Strix chacoensis,1632.25,4708,Strix chacoensis,SPECIES
Strix fulvescens,1632.33,9530,Strix fulvescens,SPECIES
Strix huhula,1632.35,37780,Strix huhula,SPECIES
Strix hylophila,1632.4,7383,Strix hylophila,SPECIES
Strix leptogrammica,1632.5,6786,Strix leptogrammica,SPECIES
Strix nebulosa,1632.6,3952,Strix nebulosa,SPECIES
Strix nigrolineata,1632.65,33758,Strix nigrolineata,SPECIES
Strix occidentalis,1632.7,9912,Strix occidentalis,SPECIES
Strix ocellata,1632.8,7915,Strix ocellata,SPECIES
Strix rufipes,1632.9,3371,Strix rufipes,SPECIES
Strix seloputo,1633,6458,Strix seloputo,SPECIES
Strix uralensis,1633.1,9642,Strix uralensis,SPECIES
Strix varia,1633.2,5622,Strix varia,SPECIES
Strix virgata,1633.23,10611,Strix virgata,SPECIES
Strix woodfordii,1633.25,6291,Strix woodfordii,SPECIES
Strombocactus disciformis,4849.1,18270,Strombocactus disciformis,SPECIES
Strombocactus jarmilae,4849.15,45276,Strombocactus jarmilae,SPECIES
Strombocactus pulcherrimus,4849.55,43102,Strombocactus pulcherrimus,SPECIES
Strombus gigas,3180.1,9310,Strombus gigas,SPECIES
Strophocactus wittii,4850.1,43501,Strophocactus wittii,SPECIES
Struthio camelus,1000.1,8790,Struthio camelus,SPECIES
Sturnella militaris,1900.5,9714,Sturnella militaris,SPECIES
Sturnus erythropygius,1982.1,6739,Sturnus erythropygius,SPECIES
Sturnus sericeus,1982.2,9476,Sturnus sericeus,SPECIES
Stylantheca papillosa,3735.03,4591,Stylantheca papillosa,SPECIES
Stylantheca petrograpta,3735.05,6392,Stylantheca petrograpta,SPECIES
Stylantheca porphyra,3735.1,3640,Stylantheca porphyra,SPECIES
Stylaraea punctata,3346.1,5945,Stylaraea punctata,SPECIES
Stylaster alaskanus,3736.05,5669,Stylaster alaskanus,SPECIES
Stylaster amphiheloides,3736.1,7556,Stylaster amphiheloides,SPECIES
Stylaster antillarum,3736.15,8408,Stylaster antillarum,SPECIES
Stylaster asper,3736.3,3417,Stylaster asper,SPECIES
Stylaster aurantiacus,3736.35,9471,Stylaster aurantiacus,SPECIES
Stylaster bellus,3736.4,8854,Stylaster bellus,SPECIES
Stylaster bilobatus,3736.5,8930,Stylaster bilobatus,SPECIES
Stylaster bithalamus,3736.51,8355,Stylaster bithalamus,SPECIES
Stylaster blatteus,3736.52,7689,Stylaster blatteus,SPECIES
Stylaster bocki,3736.53,3829,Stylaster bocki,SPECIES
Stylaster boreopacificus,3736.55,10332,Stylaster boreopacificus,SPECIES
Stylaster boschmai,3736.57,6463,Stylaster boschmai,SPECIES
Stylaster brochi,3736.59,8140,Stylaster brochi,SPECIES
Stylaster brunneus,3736.6,8694,Stylaster brunneus,SPECIES
Stylaster californicus,3736.63,4483,Stylaster californicus,SPECIES
Stylaster campylecus,3736.65,8595,Stylaster campylecus,SPECIES
Stylaster cancellatus,3736.7,9793,Stylaster cancellatus,SPECIES
Stylaster carinatus,3736.75,6685,Stylaster carinatus,SPECIES
Stylaster cocosensis,3736.82,10830,Stylaster cocosensis,SPECIES
Stylaster complanatus,3736.83,3018,Stylaster complanatus,SPECIES
Stylaster corallium,3736.85,8428,Stylaster corallium,SPECIES
Stylaster crassior,3736.9,6658,Stylaster crassior,SPECIES
Stylaster densicaulis,3737,8696,Stylaster densicaulis,SPECIES
Stylaster dentatus,3737.1,5951,Stylaster dentatus,SPECIES
Stylaster divergens,3737.15,10911,Stylaster divergens,SPECIES
Stylaster duchassaingii,3737.2,8033,Stylaster duchassaingii,SPECIES
Stylaster echinatus,3737.3,35698,Stylaster echinatus,SPECIES
Stylaster eguchii,3737.35,4808,Stylaster eguchii,SPECIES
Stylaster elassotomus,3737.4,5661,Stylaster elassotomus,SPECIES
Stylaster elegans,3737.5,36521,Stylaster elegans,SPECIES
Stylaster erubescens,3737.6,11234,Stylaster erubescens,SPECIES
Stylaster eximius,3737.65,4167,Stylaster eximius,SPECIES
Stylaster filogranus,3737.7,5236,Stylaster filogranus,SPECIES
Stylaster flabelliformis,3737.8,9916,Stylaster flabelliformis,SPECIES
Stylaster galapagensis,3737.85,4525,Stylaster galapagensis,SPECIES
Stylaster gemmascens,3737.9,3971,Stylaster gemmascens,SPECIES
Stylaster gracilis,3738,5962,Stylaster gracilis,SPECIES
Stylaster granulosus,3738.01,7263,Stylaster granulosus,SPECIES
Stylaster hattorii,3738.02,6835,Stylaster hattorii,SPECIES
Stylaster horologium,3738.03,3373,Stylaster horologium,SPECIES
Stylaster ibericus,3738.04,10579,Stylaster ibericus,SPECIES
Stylaster imbricatus,3738.05,5191,Stylaster imbricatus,SPECIES
Stylaster incompletus,3738.06,8145,Stylaster incompletus,SPECIES
Stylaster incrassitus,3738.065,4359,Stylaster incrassitus,SPECIES
Stylaster inornatus,3738.07,10752,Stylaster inornatus,SPECIES
Stylaster laevigatus,3738.08,6256,Stylaster laevigatus,SPECIES
Stylaster lonchitis,3738.2,10533,Stylaster lonchitis,SPECIES
Stylaster marenzelleri,3738.23,6317,Stylaster marenzelleri,SPECIES
Stylaster maroccanus,3738.25,7396,Stylaster maroccanus,SPECIES
Stylaster marshae,3738.27,4473,Stylaster marshae,SPECIES
Stylaster microstriatus,3738.3,4138,Stylaster microstriatus,SPECIES
Stylaster miniatus,3738.35,10572,Stylaster miniatus,SPECIES
Stylaster moseleyanus,3738.45,6444,Stylaster moseleyanus,SPECIES
Stylaster multiplex,3738.5,3339,Stylaster multiplex,SPECIES
Stylaster nobilis,3738.51,9715,Stylaster nobilis,SPECIES
Stylaster norvegicus,3738.52,8098,Stylaster norvegicus,SPECIES
Stylaster papuensis,3738.55,3182,Stylaster papuensis,SPECIES
Stylaster polymorphus,3738.57,9744,Stylaster polymorphus,SPECIES
Stylaster polyorchis,3738.59,9587,Stylaster polyorchis,SPECIES
Stylaster profundiporus,3738.6,8633,Stylaster profundiporus,SPECIES
Stylaster profundus,3738.65,7793,Stylaster profundus,SPECIES
Stylaster pulcher,3738.7,3815,Stylaster pulcher,SPECIES
Stylaster punctatus,3738.8,37142,Stylaster punctatus,SPECIES
Stylaster purpuratus,3738.85,6320,Stylaster purpuratus,SPECIES
Stylaster ramosus,3738.9,4475,Stylaster ramosus,SPECIES
Stylaster robustus,3738.93,6366,Stylaster robustus,SPECIES
Stylaster rosaceus,3738.95,6719,Stylaster rosaceus,SPECIES
Stylaster roseus,3739,3347,Stylaster roseus,SPECIES
Stylaster sanguineus,3739.2,6221,Stylaster sanguineus,SPECIES
Stylaster scabiosus,3739.21,9397,Stylaster scabiosus,SPECIES
Stylaster solidus,3739.22,7737,Stylaster solidus,SPECIES
Stylaster spatula,3739.23,9896,Stylaster spatula,SPECIES
Stylaster stejnegeri,3739.24,9029,Stylaster stejnegeri,SPECIES
Stylaster stellulatus,3739.25,9641,Stylaster stellulatus,SPECIES
Stylaster subviolaceus,3739.26,3632,Stylaster subviolaceus,SPECIES
Stylaster tenisonwoodsi,3739.27,11133,Stylaster tenisonwoodsi,SPECIES
Stylaster tenuis,3739.3,36550,Stylaster tenuis,SPECIES
Stylaster venustus,3739.33,5263,Stylaster venustus,SPECIES
Stylaster verrillii,3739.35,10015,Stylaster verrillii,SPECIES
Stylaster verrucosus,3739.4,33505,Stylaster verrucosus,SPECIES
Stylaster yabei,3739.5,33493,Stylaster yabei,SPECIES
Stylocoeniella armata,3232.1,8050,Stylocoeniella armata,SPECIES
Stylocoeniella cocosensis,3232.15,3288,Stylocoeniella cocosensis,SPECIES
Stylocoeniella guentheri,3232.2,3406,Stylocoeniella guentheri,SPECIES
Stylophora danae,3245.03,4326,Stylophora danae,SPECIES
Stylophora kuehlmanni,3245.04,8907,Stylophora kuehlmanni,SPECIES
Stylophora madagascariensis,3245.07,7598,Stylophora madagascariensis,SPECIES
Stylophora mamillata,3245.08,10738,Stylophora mamillata,SPECIES
Stylophora mordax,3245.1,3227,Stylophora mordax,SPECIES
Stylophora palmata,3245.2,36274,Stylophora palmata,SPECIES
Stylophora pistillata,3245.3,4584,Stylophora pistillata,SPECIES
Stylophora prostrata,3245.4,36011,Stylophora prostrata,SPECIES
Stylophora subseriata,3245.47,8409,Stylophora subseriata,SPECIES
Stylophora wellsi,3245.5,11278,Stylophora wellsi,SPECIES
Suarezia ecuadorana,7268.6,15350,Suarezia ecuadorana,SPECIES
Submatucana aureiflora,4851.2,49345,Submatucana aureiflora,SPECIES
Submatucana formosa,4851.7,44910,Submatucana formosa,SPECIES
Submatucana intertexta,4852,40665,Submatucana intertexta,SPECIES
Submatucana madisoniorum,4852.1,46792,Submatucana madisoniorum,SPECIES
Submatucana paucicostata,4852.3,40031,Submatucana paucicostata,SPECIES
Submatucana ritteri,4852.4,40335,Submatucana ritteri,SPECIES
Subpilocereus grenadensis,4853.1,43058,Subpilocereus grenadensis,SPECIES
Subpilocereus repandus,4853.2,42031,Subpilocereus repandus,SPECIES
Subpilocereus russelianus,4853.3,43623,Subpilocereus russelianus,SPECIES
Sula abbotti,1071.1,31233,Sula abbotti,SPECIES
Sulcorebutia alba,4854.1,44173,Sulcorebutia alba,SPECIES
Sulcorebutia albissima,4854.3,47872,Sulcorebutia albissima,SPECIES
Sulcorebutia arenacea,4854.5,44346,Sulcorebutia arenacea,SPECIES
Sulcorebutia augustinii,4854.6,44852,Sulcorebutia augustinii,SPECIES
Sulcorebutia breviflora,4855,50715,Sulcorebutia breviflora,SPECIES
Sulcorebutia caineana,4855.1,41681,Sulcorebutia caineana,SPECIES
Sulcorebutia candiae,4855.3,49113,Sulcorebutia candiae,SPECIES
Sulcorebutia canigueralii,4855.4,50203,Sulcorebutia canigueralii,SPECIES
Sulcorebutia caracarensis,4855.6,40699,Sulcorebutia caracarensis,SPECIES
Sulcorebutia cardenasiana,4855.7,53317,Sulcorebutia cardenasiana,SPECIES
Sulcorebutia cochabambina,4855.9,40653,Sulcorebutia cochabambina,SPECIES
Sulcorebutia corroana,4856,47577,Sulcorebutia corroana,SPECIES
Sulcorebutia cylindrica,4856.4,50565,Sulcorebutia cylindrica,SPECIES
Sulcorebutia fischeriana,4856.9,40147,Sulcorebutia fischeriana,SPECIES
Sulcorebutia flavissima,4857,45596,Sulcorebutia flavissima,SPECIES
Sulcorebutia frankiana,4857.1,43608,Sulcorebutia frankiana,SPECIES
Sulcorebutia glomeriseta,4857.2,48693,Sulcorebutia glomeriseta,SPECIES
Sulcorebutia glomerispina,4857.3,49542,Sulcorebutia glomerispina,SPECIES
Sulcorebutia haseltonii,4857.5,44890,Sulcorebutia haseltonii,SPECIES
Sulcorebutia hoffmanniana,4857.6,46474,Sulcorebutia hoffmanniana,SPECIES
Sulcorebutia inflexiseta,4857.7,49719,Sulcorebutia inflexiseta,SPECIES
Sulcorebutia krahnii,4857.8,39877,Sulcorebutia krahnii,SPECIES
Sulcorebutia lepida,4858.1,48054,Sulcorebutia lepida,SPECIES
Sulcorebutia losenickyana,4858.2,41332,Sulcorebutia losenickyana,SPECIES
Sulcorebutia mariana,4858.4,45460,Sulcorebutia mariana,SPECIES
Sulcorebutia markusii,4858.5,53331,Sulcorebutia markusii,SPECIES
Sulcorebutia menesesii,4858.6,41135,Sulcorebutia menesesii,SPECIES
Sulcorebutia mizquensis,4858.9,51904,Sulcorebutia mizquensis,SPECIES
Sulcorebutia muschii,4859,49339,Sulcorebutia muschii,SPECIES
Sulcorebutia oenantha,4859.1,43098,Sulcorebutia oenantha,SPECIES
Sulcorebutia pampagrandensis,4859.2,41244,Sulcorebutia pampagrandensis,SPECIES
Sulcorebutia polymorpha,4859.5,51371,Sulcorebutia polymorpha,SPECIES
Sulcorebutia rauschii,4859.9,40985,Sulcorebutia rauschii,SPECIES
Sulcorebutia ritteri,4860.1,52033,Sulcorebutia ritteri,SPECIES
Sulcorebutia steinbachii,4860.8,44990,Sulcorebutia steinbachii,SPECIES
Sulcorebutia tarabucoensis,4861.1,53722,Sulcorebutia tarabucoensis,SPECIES
Sulcorebutia taratensis,4861.2,52175,Sulcorebutia taratensis,SPECIES
Sulcorebutia tarijensis,4861.3,51523,Sulcorebutia tarijensis,SPECIES
Sulcorebutia torotorensis,4861.5,43312,Sulcorebutia torotorensis,SPECIES
Sulcorebutia totorensis,4861.6,49399,Sulcorebutia totorensis,SPECIES
Sulcorebutia tunariensis,4861.8,40820,Sulcorebutia tunariensis,SPECIES
Sulcorebutia unguispina,4861.9,41221,Sulcorebutia unguispina,SPECIES
