cites_trade_name,legacy_cites_ID,valid_name_species_plus_id,valid_name,trade_name_rank,name_status
Habenaria vidua,6334.355,12895,Habenaria,SPECIES,T
Habenaria viridiflora,6334.5,12895,Habenaria,SPECIES,T
Habenaria caudata,6320.4,12895,Habenaria,SPECIES,T
Habenaria roebelinii,6331.6,12895,Habenaria,SPECIES,T
Habenaria sagarikii,6332,12895,Habenaria,SPECIES,T
Batemannia armillata,5570.1,12901,Batemannia,SPECIES,T
Batemannia lepida,5570.5,12901,Batemannia,SPECIES,T
Phreatia baileyana,6891.1,12903,Phreatia,SPECIES,T
Phreatia crassiuscula,6891.2,12903,Phreatia,SPECIES,T
Phreatia elegans,6891.4,12903,Phreatia,SPECIES,T
Phreatia matthewsii,6891.61,12903,Phreatia,SPECIES,T
Phreatia pachyphylla,6891.8,12903,Phreatia,SPECIES,T
Phreatia robusta,6892,12903,Phreatia,SPECIES,T
Phreatia secunda,6892.1,12903,Phreatia,SPECIES,T
Phreatia longifolia,6891.6,12903,Phreatia,SPECIES,T
Echinocactus pampeanus,4267.11,12905,Echinocactus,SPECIES,T
Cochlioda beyrodtiana,5817.1,12907,Cochlioda,SPECIES,T
Cochlioda coccinea,5817.2,12907,Cochlioda,SPECIES,T
Cochlioda densiflora,5817.3,12907,Cochlioda,SPECIES,T
Cochlioda noezliana,5817.4,12907,Cochlioda,SPECIES,T
Cochlioda rosea,5817.5,12907,Cochlioda,SPECIES,T
Cochlioda vulcanica,5817.8,12907,Cochlioda,SPECIES,T
Cochlioda tigroides,5817.7,12907,Cochlioda,SPECIES,T
Sarcochilus australis,7133.05,12912,Sarcochilus,SPECIES,T
Sarcochilus ceciliae,7133.2,12912,Sarcochilus,SPECIES,T
Sarcochilus falcatus,7133.6,12912,Sarcochilus,SPECIES,T
Sarcochilus olivaceus,7134.7,12912,Sarcochilus,SPECIES,T
Sarcochilus parviflorus,7134.85,12912,Sarcochilus,SPECIES,T
Sarcochilus spathulatus,7135.35,12912,Sarcochilus,SPECIES,T
Sarcochilus tricalliatus,7135.57,12912,Sarcochilus,SPECIES,T
Sarcochilus etrysanthus,7133.5,12912,Sarcochilus,SPECIES,T
Sarcochilus melba,7134.2,12912,Sarcochilus,SPECIES,T
Drakaea glyptodon,6095.05,12913,Drakaea,SPECIES,T
Leucohyle brasiliensis,6464.1,12914,Leucohyle,SPECIES,T
Leucohyle labiatus,6464.2,12914,Leucohyle,SPECIES,T
Hapalorchis lineatus,6340.02,12915,Hapalorchis,SPECIES,T
Orthoceras strictum,6801.1,12916,Orthoceras,SPECIES,T
Pabstiella fusca,6809.05,12918,Pabstiella,SPECIES,T
Pabstiella mirabilis,6809.1,12918,Pabstiella,SPECIES,T
Pabstiella yauaperyensis,6809.2,12918,Pabstiella,SPECIES,T
Earina autumnalis,6105.1,12919,Earina,SPECIES,T
Earina mucronata,6105.3,12919,Earina,SPECIES,T
Earina valida,6105.4,12919,Earina,SPECIES,T
Promenaea guttata,7031.33,12922,Promenaea,SPECIES,T
Promenaea lentiginosa,7031.4,12922,Promenaea,SPECIES,T
Promenaea ovatiloba,7031.7,12922,Promenaea,SPECIES,T
Promenaea paranaensis,7031.73,12922,Promenaea,SPECIES,T
Promenaea paulensis,7031.75,12922,Promenaea,SPECIES,T
Promenaea riograndensis,7031.85,12922,Promenaea,SPECIES,T
Promenaea rollissonii,7031.9,12922,Promenaea,SPECIES,T
Promenaea silvana,7031.93,12922,Promenaea,SPECIES,T
Promenaea xanthina,7032.1,12922,Promenaea,SPECIES,T
Promenaea platicemus,7031.8,12922,Promenaea,SPECIES,T
Promenaea oblongatum,7031.6,12922,Promenaea,SPECIES,T
Promenaea aclandiae,7031.1,12922,Promenaea,SPECIES,T
Acanthocalycium violaciflorum,4102,12925,Acanthocalycium,SPECIES,T
Pennilabium struthio,6853.13,12927,Pennilabium,SPECIES,T
Coryphantha scolymoides,4234.4,12929,Coryphantha,SPECIES,T
Jacquiniella cobanensis,6400.1,12930,Jacquiniella,SPECIES,T
Jacquiniella equitantifolia,6400.2,12930,Jacquiniella,SPECIES,T
Jacquiniella miserrima,6400.45,12930,Jacquiniella,SPECIES,T
Jacquiniella teretifolia,6400.6,12930,Jacquiniella,SPECIES,T
Cyclopogon amabilis,5881.05,12933,Cyclopogon,SPECIES,T
Cyclopogon argyrotaenius,5881.12,12933,Cyclopogon,SPECIES,T
Cyclopogon congestus,5881.2,12933,Cyclopogon,SPECIES,T
Cyclopogon elatus,5881.3,12933,Cyclopogon,SPECIES,T
Cyclopogon epiphyticus,5881.42,12933,Cyclopogon,SPECIES,T
Cyclopogon estradae,5881.423,12933,Cyclopogon,SPECIES,T
Cyclopogon lindleyanus,5881.43,12933,Cyclopogon,SPECIES,T
Cyclopogon olivaceus,5881.48,12933,Cyclopogon,SPECIES,T
Cyclopogon prasophyllum,5881.6,12933,Cyclopogon,SPECIES,T
Cyclopogon elongatus,5881.4,12933,Cyclopogon,SPECIES,T
Quekettia microscopica,7069.2,12934,Quekettia,SPECIES,T
Houlletia brocklehurstiana,6375.1,12936,Houlletia,SPECIES,T
Houlletia clarae,6375.15,12936,Houlletia,SPECIES,T
Houlletia conspersa,6375.17,12936,Houlletia,SPECIES,T
Houlletia lansbergii,6375.4,12936,Houlletia,SPECIES,T
Houlletia sanderi,6375.63,12936,Houlletia,SPECIES,T
Houlletia stapeliaeflora,6375.65,12936,Houlletia,SPECIES,T
Houlletia wallisii,6375.8,12936,Houlletia,SPECIES,T
Oncidium abortivum,6736.1,12937,Oncidium,SPECIES,T
Oncidium abruptum,6736.15,12937,Oncidium,SPECIES,T
Oncidium acinaceum,6736.2,12937,Oncidium,SPECIES,T
Oncidium adelaidae,6736.31,12937,Oncidium,SPECIES,T
Oncidium albini,6736.315,12937,Oncidium,SPECIES,T
Oncidium alexandrae,6736.317,12937,Oncidium,SPECIES,T
Oncidium aloisii,6736.35,12937,Oncidium,SPECIES,T
Oncidium alticola,6736.32,12937,Oncidium,SPECIES,T
Oncidium altissimum,6736.4,12937,Oncidium,SPECIES,T
Oncidium amazonicum,6736.45,12937,Oncidium,SPECIES,T
Oncidium amictum,6736.5,12937,Oncidium,SPECIES,T
Oncidium andigenum,6736.33,12937,Oncidium,SPECIES,T
Oncidium andradeanum,6736.63,12937,Oncidium,SPECIES,T
Oncidium andreanum,6736.65,12937,Oncidium,SPECIES,T
Oncidium anomalum,6736.9,12937,Oncidium,SPECIES,T
Oncidium anthocrene,6737.1,12937,Oncidium,SPECIES,T
Oncidium ariasii,6737.15,12937,Oncidium,SPECIES,T
Oncidium arizajulianum,6737.2,12937,Oncidium,SPECIES,T
Oncidium armillare,6737.3,12937,Oncidium,SPECIES,T
Oncidium asparagoides,6737.6,12937,Oncidium,SPECIES,T
Oncidium aspidorhinum,6737.65,12937,Oncidium,SPECIES,T
Oncidium atropurpureum,6737.7,12937,Oncidium,SPECIES,T
Oncidium auriferum,6738,12937,Oncidium,SPECIES,T
Oncidium aurisasinorum,6738.1,12937,Oncidium,SPECIES,T
Oncidium azuayense,6738.23,12937,Oncidium,SPECIES,T
Oncidium baccatum,6738.25,12937,Oncidium,SPECIES,T
Oncidium barbatum,6738.4,12937,Oncidium,SPECIES,T
Oncidium bicallosum,6738.8,12937,Oncidium,SPECIES,T
Oncidium bicolor,6738.9,12937,Oncidium,SPECIES,T
Oncidium biflorum,6739.1,12937,Oncidium,SPECIES,T
Oncidium blanchetii,6739.3,12937,Oncidium,SPECIES,T
Oncidium blandum,6739.32,12937,Oncidium,SPECIES,T
Oncidium boissieri,6739.4,12937,Oncidium,SPECIES,T
Oncidium bolivianense,6739.5,12937,Oncidium,SPECIES,T
Oncidium boothianum,6739.6,12937,Oncidium,SPECIES,T
Oncidium bracteatum,6740,12937,Oncidium,SPECIES,T
Oncidium brunleesianum,6740.3,12937,Oncidium,SPECIES,T
Oncidium buchtienii,6740.45,12937,Oncidium,SPECIES,T
Oncidium buchtienoides,6740.455,12937,Oncidium,SPECIES,T
Oncidium cabagrae,6740.5,12937,Oncidium,SPECIES,T
Oncidium calanthum,6740.8,12937,Oncidium,SPECIES,T
Oncidium candelabrum,6741.05,12937,Oncidium,SPECIES,T
Oncidium cavendishianum,6741.8,12937,Oncidium,SPECIES,T
Oncidium chrysomorphum,6742.45,12937,Oncidium,SPECIES,T
Oncidium cimiciferum,6742.6,12937,Oncidium,SPECIES,T
Oncidium citrinum,6742.9,12937,Oncidium,SPECIES,T
Oncidium cogniauxianum,6743.2,12937,Oncidium,SPECIES,T
Oncidium coloratum,6743.25,12937,Oncidium,SPECIES,T
Oncidium compressicaule,6743.3,12937,Oncidium,SPECIES,T
Oncidium concolor,6743.4,12937,Oncidium,SPECIES,T
Oncidium cordatum,6743.7,12937,Oncidium,SPECIES,T
Oncidium cornigerum,6743.8,12937,Oncidium,SPECIES,T
Oncidium crispum,6744.1,12937,Oncidium,SPECIES,T
Oncidium cristatellum,6744.4,12937,Oncidium,SPECIES,T
Oncidium crocidipterum,6744.55,12937,Oncidium,SPECIES,T
Oncidium croesus,6744.6,12937,Oncidium,SPECIES,T
Oncidium cruciatum,6744.7,12937,Oncidium,SPECIES,T
Oncidium cryptocopis,6744.9,12937,Oncidium,SPECIES,T
Oncidium cucullatum,6745,12937,Oncidium,SPECIES,T
Oncidium cultratum,6745.1,12937,Oncidium,SPECIES,T
Oncidium curtum,6745.2,12937,Oncidium,SPECIES,T
Oncidium dactyliferum,6745.4,12937,Oncidium,SPECIES,T
Oncidium dasystyle,6745.5,12937,Oncidium,SPECIES,T
Oncidium dayanum,6745.6,12937,Oncidium,SPECIES,T
Oncidium decorum,6745.65,12937,Oncidium,SPECIES,T
Oncidium deltoideum,6745.7,12937,Oncidium,SPECIES,T
Oncidium disciferum,6746.4,12937,Oncidium,SPECIES,T
Oncidium divaricatum,6746.6,12937,Oncidium,SPECIES,T
Oncidium duveenii,6746.8,12937,Oncidium,SPECIES,T
Oncidium echinops,6747.05,12937,Oncidium,SPECIES,T
Oncidium edwallii,6747.2,12937,Oncidium,SPECIES,T
Oncidium enderianum,6747.5,12937,Oncidium,SPECIES,T
Oncidium erosilabium,6747.85,12937,Oncidium,SPECIES,T
Oncidium estradae,6747.9,12937,Oncidium,SPECIES,T
Oncidium eurycline,6747.93,12937,Oncidium,SPECIES,T
Oncidium excavatum,6748,12937,Oncidium,SPECIES,T
Oncidium falcipetalum,6748.1,12937,Oncidium,SPECIES,T
Oncidium fasciferum,6748.3,12937,Oncidium,SPECIES,T
Oncidium fimbriatum,6748.4,12937,Oncidium,SPECIES,T
Oncidium flexuosum,6748.8,12937,Oncidium,SPECIES,T
Oncidium floribundum,6748.9,12937,Oncidium,SPECIES,T
Oncidium forbesii,6749.1,12937,Oncidium,SPECIES,T
Oncidium foveatum,6749.2,12937,Oncidium,SPECIES,T
Oncidium fuscans,6749.5,12937,Oncidium,SPECIES,T
Oncidium fuscopetalum,6749.7,12937,Oncidium,SPECIES,T
Oncidium gardneri,6750,12937,Oncidium,SPECIES,T
Oncidium gargantua,6750.05,12937,Oncidium,SPECIES,T
Oncidium gauntlettii,6750.1,12937,Oncidium,SPECIES,T
Oncidium globuliferum,6750.5,12937,Oncidium,SPECIES,T
Oncidium gracile,6751,12937,Oncidium,SPECIES,T
Oncidium gramineum,6751.15,12937,Oncidium,SPECIES,T
Oncidium graminifolium,6751.3,12937,Oncidium,SPECIES,T
Oncidium gravesianum,6751.5,12937,Oncidium,SPECIES,T
Oncidium guianense,6751.6,12937,Oncidium,SPECIES,T
Oncidium guttatum,6751.7,12937,Oncidium,SPECIES,T
Oncidium guttulatum,6751.8,12937,Oncidium,SPECIES,T
Oncidium gyriferum,6751.85,12937,Oncidium,SPECIES,T
Oncidium haematochilum,6751.9,12937,Oncidium,SPECIES,T
Oncidium hapalotyle,6752.5,12937,Oncidium,SPECIES,T
Oncidium harlingii,6752.6,12937,Oncidium,SPECIES,T
Oncidium harrisonianum,6752.7,12937,Oncidium,SPECIES,T
Oncidium hastilabium,6752.9,12937,Oncidium,SPECIES,T
Oncidium hawkesianum,6753,12937,Oncidium,SPECIES,T
Oncidium heterodactylum,6753.45,12937,Oncidium,SPECIES,T
Oncidium hians,6753.5,12937,Oncidium,SPECIES,T
Oncidium hirtzii,6753.65,12937,Oncidium,SPECIES,T
Oncidium hookeri,6753.8,12937,Oncidium,SPECIES,T
Oncidium hydrophilum,6754,12937,Oncidium,SPECIES,T
Oncidium hyphaematicum,6754.1,12937,Oncidium,SPECIES,T
Oncidium ibis,6754.15,12937,Oncidium,SPECIES,T
Oncidium imitans,6754.31,12937,Oncidium,SPECIES,T
Oncidium incarum,6754.35,12937,Oncidium,SPECIES,T
Oncidium insculptum,6754.5,12937,Oncidium,SPECIES,T
Oncidium integrilabre,6754.65,12937,Oncidium,SPECIES,T
Oncidium isthmi,6755,12937,Oncidium,SPECIES,T
Oncidium kautskyi,6755.8,12937,Oncidium,SPECIES,T
Oncidium kegeljanii,6755.95,12937,Oncidium,SPECIES,T
Oncidium lamelligerum,6756.3,12937,Oncidium,SPECIES,T
Oncidium lancifolium,6756.45,12937,Oncidium,SPECIES,T
Oncidium lehmannianum,6756.75,12937,Oncidium,SPECIES,T
Oncidium leiningii,6756.8,12937,Oncidium,SPECIES,T
Oncidium lemonianum,6756.9,12937,Oncidium,SPECIES,T
Oncidium leopardinum,6756.95,12937,Oncidium,SPECIES,T
Oncidium leopoldianum,6757,12937,Oncidium,SPECIES,T
Oncidium lietzei,6757.3,12937,Oncidium,SPECIES,T
Oncidium loefgrenii,6757.9,12937,Oncidium,SPECIES,T
Oncidium longicornu,6758,12937,Oncidium,SPECIES,T
Oncidium longipes,6758.3,12937,Oncidium,SPECIES,T
Oncidium luteopurpureum,6758.75,12937,Oncidium,SPECIES,T
Oncidium lykaiosii,6758.85,12937,Oncidium,SPECIES,T
Oncidium macronyx,6759,12937,Oncidium,SPECIES,T
Oncidium macropetalum,6759.1,12937,Oncidium,SPECIES,T
Oncidium maculosum,6759.5,12937,Oncidium,SPECIES,T
Oncidium maizaefolium,6759.6,12937,Oncidium,SPECIES,T
Oncidium majevskyi,6759.7,12937,Oncidium,SPECIES,T
Oncidium marinii,6759.95,12937,Oncidium,SPECIES,T
Oncidium marshallianum,6760,12937,Oncidium,SPECIES,T
Oncidium meliosmum,6760.5,12937,Oncidium,SPECIES,T
Oncidium microchilum,6760.6,12937,Oncidium,SPECIES,T
Oncidium micropogon,6760.9,12937,Oncidium,SPECIES,T
Oncidium microxiphium,6761,12937,Oncidium,SPECIES,T
Oncidium millianum,6761.05,12937,Oncidium,SPECIES,T
Oncidium mimeticum,6761.1,12937,Oncidium,SPECIES,T
Oncidium minax,6761.2,12937,Oncidium,SPECIES,T
Oncidium montanum,6761.8,12937,Oncidium,SPECIES,T
Oncidium morenoi,6761.9,12937,Oncidium,SPECIES,T
Oncidium morganii,6761.95,12937,Oncidium,SPECIES,T
Oncidium multiflorum,6762,12937,Oncidium,SPECIES,T
Oncidium nanum,6762.1,12937,Oncidium,SPECIES,T
Oncidium nebulosum,6762.25,12937,Oncidium,SPECIES,T
Oncidium noezlianum,6762.32,12937,Oncidium,SPECIES,T
Oncidium nubigenum,6762.4,12937,Oncidium,SPECIES,T
Oncidium oblongatum,6762.6,12937,Oncidium,SPECIES,T
Oncidium obryzatoides,6762.7,12937,Oncidium,SPECIES,T
Oncidium ochthodes,6763.1,12937,Oncidium,SPECIES,T
Oncidium olivaceum,6763.5,12937,Oncidium,SPECIES,T
Oncidium orgyale,6763.65,12937,Oncidium,SPECIES,T
Oncidium ornithocephalum,6763.7,12937,Oncidium,SPECIES,T
Oncidium ornithorhynchum,6763.8,12937,Oncidium,SPECIES,T
Oncidium orthostates,6763.9,12937,Oncidium,SPECIES,T
Oncidium orthotis,6763.95,12937,Oncidium,SPECIES,T
Oncidium ototmeton,6764.15,12937,Oncidium,SPECIES,T
Oncidium ovatilabium,6764.3,12937,Oncidium,SPECIES,T
Oncidium paleatum,6764.6,12937,Oncidium,SPECIES,T
Oncidium paranaense,6765.3,12937,Oncidium,SPECIES,T
Oncidium paranapiacabense,6765.4,12937,Oncidium,SPECIES,T
Oncidium pardothyrsus,6765.45,12937,Oncidium,SPECIES,T
Oncidium pectorale,6765.7,12937,Oncidium,SPECIES,T
Oncidium peltiforme,6765.85,12937,Oncidium,SPECIES,T
Oncidium pentadactylon,6765.92,12937,Oncidium,SPECIES,T
Oncidium pittieri,6766.4,12937,Oncidium,SPECIES,T
Oncidium planilabre,6766.5,12937,Oncidium,SPECIES,T
Oncidium poikilostalix,6766.52,12937,Oncidium,SPECIES,T
Oncidium portillae,6766.65,12937,Oncidium,SPECIES,T
Oncidium praenitens,6766.75,12937,Oncidium,SPECIES,T
Oncidium praetextum,6766.8,12937,Oncidium,SPECIES,T
Oncidium prionochilum,6767,12937,Oncidium,SPECIES,T
Oncidium pubes,6767.1,12937,Oncidium,SPECIES,T
Oncidium pulchellum,6767.3,12937,Oncidium,SPECIES,T
Oncidium pulvinatum,6767.4,12937,Oncidium,SPECIES,T
Oncidium pumilum,6767.6,12937,Oncidium,SPECIES,T
Oncidium pyramidale,6767.75,12937,Oncidium,SPECIES,T
Oncidium quadrilobum,6767.8,12937,Oncidium,SPECIES,T
Oncidium ramulosum,6768.2,12937,Oncidium,SPECIES,T
Oncidium raniferum,6768.3,12937,Oncidium,SPECIES,T
Oncidium reductum,6768.35,12937,Oncidium,SPECIES,T
Oncidium retusum,6768.9,12937,Oncidium,SPECIES,T
Oncidium rhodostictum,6768.95,12937,Oncidium,SPECIES,T
Oncidium rhynchanthum,6768.98,12937,Oncidium,SPECIES,T
Oncidium riograndense,6769.1,12937,Oncidium,SPECIES,T
Oncidium robustissimum,6769.2,12937,Oncidium,SPECIES,T
Oncidium rodrigoi,6769.25,12937,Oncidium,SPECIES,T
Oncidium salvadorense,6769.6,12937,Oncidium,SPECIES,T
Oncidium sanguinolentum,6770,12937,Oncidium,SPECIES,T
Oncidium sarcodes,6770.1,12937,Oncidium,SPECIES,T
Oncidium schillerianum,6770.7,12937,Oncidium,SPECIES,T
Oncidium schmidtianum,6770.8,12937,Oncidium,SPECIES,T
Oncidium schwambachiae,6771.1,12937,Oncidium,SPECIES,T
Oncidium serpens,6771.3,12937,Oncidium,SPECIES,T
Oncidium silvanoi,6771.43,12937,Oncidium,SPECIES,T
Oncidium silvanum,6771.44,12937,Oncidium,SPECIES,T
Oncidium simulans,6771.45,12937,Oncidium,SPECIES,T
Oncidium spathulatum,6771.7,12937,Oncidium,SPECIES,T
Oncidium spegazzinianum,6771.75,12937,Oncidium,SPECIES,T
Oncidium sphacelatum,6771.8,12937,Oncidium,SPECIES,T
Oncidium sphegiferum,6771.9,12937,Oncidium,SPECIES,T
Oncidium spilopterum,6772.1,12937,Oncidium,SPECIES,T
Oncidium splendidum,6772.3,12937,Oncidium,SPECIES,T
Oncidium stenobulbon,6772.7,12937,Oncidium,SPECIES,T
Oncidium stenoglossum,6772.75,12937,Oncidium,SPECIES,T
Oncidium stenotis,6772.8,12937,Oncidium,SPECIES,T
Oncidium strictum,6773.15,12937,Oncidium,SPECIES,T
Oncidium suscephalum,6773.6,12937,Oncidium,SPECIES,T
Oncidium tenuoides,6773.98,12937,Oncidium,SPECIES,T
Oncidium tetracopis,6774.1,12937,Oncidium,SPECIES,T
Oncidium tetrapetalum,6774.2,12937,Oncidium,SPECIES,T
Oncidium tipuloides,6774.425,12937,Oncidium,SPECIES,T
Oncidium trifurcatum,6774.65,12937,Oncidium,SPECIES,T
Oncidium triquetrum,6774.8,12937,Oncidium,SPECIES,T
Oncidium trulliferum,6774.9,12937,Oncidium,SPECIES,T
Oncidium truncatum,6774.95,12937,Oncidium,SPECIES,T
Oncidium tunguraguense,6775.05,12937,Oncidium,SPECIES,T
Oncidium undulatum,6775.2,12937,Oncidium,SPECIES,T
Oncidium unicolor,6775.3,12937,Oncidium,SPECIES,T
Oncidium uniflorum,6775.5,12937,Oncidium,SPECIES,T
Oncidium universitas-cuencae,6775.55,12937,Oncidium,SPECIES,T
Oncidium varicosum,6775.8,12937,Oncidium,SPECIES,T
Oncidium vasquezii,6775.95,12937,Oncidium,SPECIES,T
Oncidium ventilabrum,6776.2,12937,Oncidium,SPECIES,T
Oncidium viperinum,6776.9,12937,Oncidium,SPECIES,T
Oncidium volubile,6776.95,12937,Oncidium,SPECIES,T
Oncidium volvox,6777,12937,Oncidium,SPECIES,T
Oncidium waluewa,6777.2,12937,Oncidium,SPECIES,T
Oncidium warmingii,6777.3,12937,Oncidium,SPECIES,T
Oncidium warscewiczii,6777.5,12937,Oncidium,SPECIES,T
Oncidium weberbauerianum,6777.6,12937,Oncidium,SPECIES,T
Oncidium weddellii,6777.65,12937,Oncidium,SPECIES,T
Oncidium welteri,6777.7,12937,Oncidium,SPECIES,T
Oncidium wentworthianum,6777.9,12937,Oncidium,SPECIES,T
Oncidium widgreni,6778.1,12937,Oncidium,SPECIES,T
Oncidium xanthodon,6778.25,12937,Oncidium,SPECIES,T
Oncidium xanthornis,6778.3,12937,Oncidium,SPECIES,T
Oncidium zappii,6778.4,12937,Oncidium,SPECIES,T
Oncidium zebrinum,6778.5,12937,Oncidium,SPECIES,T
Oncidium zelenkoanum,6778.6,12937,Oncidium,SPECIES,T
Oncidium sororum,6771.6,12937,Oncidium,SPECIES,T
Oncidium miniatum,6761.3,12937,Oncidium,SPECIES,T
Oncidium maximum,6760.2,12937,Oncidium,SPECIES,T
Trigonochilum,7341.5,12937,Oncidium,SPECIES,T
Oncidium illustre,6754.2,12937,Oncidium,SPECIES,T
Oncidium lithophyllum,6757.8,12937,Oncidium,SPECIES,T
Oncidium graminiflorum,6751.2,12937,Oncidium,SPECIES,T
Oncidium trichocentrum,6774.6,12937,Oncidium,SPECIES,T
Oncidium giganteum,6750.4,12937,Oncidium,SPECIES,T
Oncidium spicerianum,6772,12937,Oncidium,SPECIES,T
Oncidium denticulatum,6745.9,12937,Oncidium,SPECIES,T
Oncidium aromaticum,6737.4,12937,Oncidium,SPECIES,T
Oncidium elatum,6747.3,12937,Oncidium,SPECIES,T
Oncidium violaceum,6776.7,12937,Oncidium,SPECIES,T
Oncidium kinsei,6756,12937,Oncidium,SPECIES,T
Oncidium fragae,6749.3,12937,Oncidium,SPECIES,T
Oncidium coniferus,6743.6,12937,Oncidium,SPECIES,T
Oncidium versiglianum,6776.4,12937,Oncidium,SPECIES,T
Oncidium lowellii,6758.4,12937,Oncidium,SPECIES,T
Oncidium goldiana,6750.8,12937,Oncidium,SPECIES,T
Oncidium goldianum,6750.9,12937,Oncidium,SPECIES,T
Oncidium lehmanii,6756.7,12937,Oncidium,SPECIES,T
Oncidium hakensis,6752.3,12937,Oncidium,SPECIES,T
Oncidium cyrtochilum,6745.3,12937,Oncidium,SPECIES,T
Oncidium penduliforme,6765.9,12937,Oncidium,SPECIES,T
Oncidium fuscum,6749.8,12937,Oncidium,SPECIES,T
Oncidium donianum,6746.7,12937,Oncidium,SPECIES,T
Oncidium macrophyllum,6759.2,12937,Oncidium,SPECIES,T
Oncidium aurantiacum,6737.8,12937,Oncidium,SPECIES,T
Oncidium splendens,6772.2,12937,Oncidium,SPECIES,T
Oncidium radicans,6767.95,12937,Oncidium,SPECIES,T
Oncidium primulinum,6766.9,12937,Oncidium,SPECIES,T
Oncidium misticinum,6761.4,12937,Oncidium,SPECIES,T
Oncidium makalii,6759.8,12937,Oncidium,SPECIES,T
Oncidium lionetianum,6757.7,12937,Oncidium,SPECIES,T
Baptistonia,5557,12937,Oncidium,SPECIES,T
Oncidium equitans,6747.8,12937,Oncidium,SPECIES,T
Oncidium pirdense,6766.3,12937,Oncidium,SPECIES,T
Oncidium kahilii,6755.6,12937,Oncidium,SPECIES,T
Maxillaria aciantha,6570.3,12938,Maxillaria,SPECIES,T
Maxillaria acicularis,6570.4,12938,Maxillaria,SPECIES,T
Maxillaria acuminata,6570.55,12938,Maxillaria,SPECIES,T
Maxillaria acutifolia,6570.6,12938,Maxillaria,SPECIES,T
Maxillaria adolphii,6570.8,12938,Maxillaria,SPECIES,T
Maxillaria aggregata,6570.9,12938,Maxillaria,SPECIES,T
Maxillaria alba,6571,12938,Maxillaria,SPECIES,T
Maxillaria albata,6571.09,12938,Maxillaria,SPECIES,T
Maxillaria albiflora,6571.25,12938,Maxillaria,SPECIES,T
Maxillaria alpestris,6571.45,12938,Maxillaria,SPECIES,T
Maxillaria amazonica,6571.5,12938,Maxillaria,SPECIES,T
Maxillaria amparoana,6571.6,12938,Maxillaria,SPECIES,T
Maxillaria ampliflora,6571.65,12938,Maxillaria,SPECIES,T
Maxillaria anatomorum,6571.68,12938,Maxillaria,SPECIES,T
Maxillaria angustisegmenta,6571.8,12938,Maxillaria,SPECIES,T
Maxillaria angustissima,6571.9,12938,Maxillaria,SPECIES,T
Maxillaria arachnites,6572.1,12938,Maxillaria,SPECIES,T
Maxillaria arachnitiflora,6572.2,12938,Maxillaria,SPECIES,T
Maxillaria arbuscula,6572.3,12938,Maxillaria,SPECIES,T
Maxillaria augustae-victoriae,6572.73,12938,Maxillaria,SPECIES,T
Maxillaria aurea,6572.77,12938,Maxillaria,SPECIES,T
Maxillaria aureoglobula,6572.78,12938,Maxillaria,SPECIES,T
Maxillaria aurorae,6572.79,12938,Maxillaria,SPECIES,T
Maxillaria auyantepuiensis,6572.8,12938,Maxillaria,SPECIES,T
Maxillaria barbozae,6572.9,12938,Maxillaria,SPECIES,T
Maxillaria bicallosa,6573.15,12938,Maxillaria,SPECIES,T
Maxillaria bicolor,6573.2,12938,Maxillaria,SPECIES,T
Maxillaria biolleyi,6573.3,12938,Maxillaria,SPECIES,T
Maxillaria bolivarensis,6573.33,12938,Maxillaria,SPECIES,T
Maxillaria brachybulbon,6573.45,12938,Maxillaria,SPECIES,T
Maxillaria bradei,6573.6,12938,Maxillaria,SPECIES,T
Maxillaria bradeorum,6573.7,12938,Maxillaria,SPECIES,T
Maxillaria brevifolia,6573.85,12938,Maxillaria,SPECIES,T
Maxillaria brevipes,6574,12938,Maxillaria,SPECIES,T
Maxillaria breviscapa,6574.05,12938,Maxillaria,SPECIES,T
Maxillaria brunnea,6574.2,12938,Maxillaria,SPECIES,T
Maxillaria buchtienii,6574.23,12938,Maxillaria,SPECIES,T
Maxillaria caespitifica,6574.25,12938,Maxillaria,SPECIES,T
Maxillaria calantha,6574.27,12938,Maxillaria,SPECIES,T
Maxillaria carolii,6574.51,12938,Maxillaria,SPECIES,T
Maxillaria caucana,6574.55,12938,Maxillaria,SPECIES,T
Maxillaria cerifera,6574.6,12938,Maxillaria,SPECIES,T
Maxillaria chartacifolia,6574.7,12938,Maxillaria,SPECIES,T
Maxillaria chlorantha,6574.76,12938,Maxillaria,SPECIES,T
Maxillaria christobalensis,6574.78,12938,Maxillaria,SPECIES,T
Maxillaria chrysantha,6574.8,12938,Maxillaria,SPECIES,T
Maxillaria coccinea,6575,12938,Maxillaria,SPECIES,T
Maxillaria cogniauxiana,6575.1,12938,Maxillaria,SPECIES,T
