cites_trade_name,legacy_cites_ID,valid_name_species_plus_id,valid_name,trade_name_rank,name_status
Mammillaria quevodoi,4532.2,25050,Mammillaria hahniana,SPECIES,T
Mammillaria hahniana mendeliana,4509.915,25050,Mammillaria hahniana,SUBSPECIES,T
Mammillaria hahniana woodsii,4509.92,25050,Mammillaria hahniana,SUBSPECIES,T
Angraecum eichleranum,5485.1,25060,Angraecum eichlerianum,SPECIES,T
Opuntia loomisii,4671.4,25065,Opuntia macrorhiza,SPECIES,T
Opuntia tortispina,4688.6,25065,Opuntia macrorhiza,SPECIES,T
Paphiopedilum elliotianum,6825.4,25109,Paphiopedilum adductum,SPECIES,T
Odontoglossum lindleyi,6718.2,25123,Oncidium maculatum,SPECIES,T
Cryptophoranthus hypodiscus,5872.2,25146,Zootrophion gracilentum,SPECIES,T
Gymnocactus beguinii senilis,4364.5,25161,Turbinicarpus beguinii,SUBSPECIES,T
Lobivia tegeleriana,4467.1,25189,Echinopsis tegeleriana,SPECIES,T
Stelis barbata,7242,25218,Stelis microchila,SPECIES,T
Diaphananthe fimbriata,6020.8,25254,Diaphananthe fragrantissima,SPECIES,T
Dendrobium macrophyllum var. macrophyllum,5976.51,25257,Dendrobium macrophyllum,VARIETY,T
Echinocactus cylindraceus,4262.8,25297,Ferocactus cylindraceus,SPECIES,T
Lepismium puniceodiscum,4434.7,25302,Rhipsalis puniceodiscus,SPECIES,T
Vandopsis batemanii,7366.1,25303,Vandopsis lissochiloides,SPECIES,T
Rebutia spinossima,4797.5,25316,Rebutia spinosissima,SPECIES,T
Aloe capitata var. capitata,5297.005,25347,Aloe capitata,VARIETY,T
Aloe capitata var. cipolinicola,5297.01,25347,Aloe capitata,VARIETY,T
Aloe capitata var. gneissicola,5297.015,25347,Aloe capitata,VARIETY,T
Aloe capitata var. quartziticola,5297.02,25347,Aloe capitata,VARIETY,T
Euphorbia decaryi var. decaryi,5147.42,25352,Euphorbia decaryi,VARIETY,T
Hoodia officinalis delaetiana,4015.124,25361,Hoodia officinalis,SUBSPECIES,T
Pyrrhocactus strausianus,4769.8,25386,Eriosyce strausiana,SPECIES,T
Thelocactus conothele,4869.9,25396,Thelocactus conothelos,SPECIES,T
Thelocactus conothelos argenteus,4870.01,25396,Thelocactus conothelos,SUBSPECIES,T
Coelogyne latifolia,5828.9,25414,Coelogyne ovalis,SPECIES,T
Cattleya guttata var. prinzii,5723.64,25441,Cattleya amethystoglossa,VARIETY,T
Odontoglossum tigrinum,6724.3,25460,Oncidium tigrinum,SPECIES,T
Coryphantha chihuahuensis,4224.6,25469,Escobaria chihuahuensis,SPECIES,T
Gastrochilus somai,6275.5,25473,Gastrochilus japonicus,SPECIES,T
Mammillaria chiapensis,4494.9,25474,Mammillaria voburnensis,SPECIES,T
Mammillaria voburnensis eichlamii,4543.805,25474,Mammillaria voburnensis,SUBSPECIES,T
Euphorbia enopla var. enopla,5151.11,25477,Euphorbia enopla,VARIETY,T
Echinocactus mihanovichii,4266.15,25494,Gymnocalycium mihanovichii,SPECIES,T
Gymnocalycium stenogonum,4380.6,25494,Gymnocalycium mihanovichii,SPECIES,T
Dendrobium flabellatum,5959.95,25510,Flickingeria fimbriata,SPECIES,T
Dendrobium plicatile,5986.7,25510,Flickingeria fimbriata,SPECIES,T
Haageocereus acranthus acranthus,4384.31,25515,Haageocereus acranthus,SUBSPECIES,T
Haageocereus acranthus olowinskianus,4384.32,25515,Haageocereus acranthus,SUBSPECIES,T
Discocactus insignis,4251.6,25526,Discocactus placentiformis,SPECIES,T
Platystele lankesterii,6919.4,25558,Platystele stenostachya,SPECIES,T
Phalaenopsis lueddemanniana var. hieroglyphica,6874.425,25604,Phalaenopsis hieroglyphica,VARIETY,T
Phalaenopsis lueddemanniana var. palawanensis,6874.432,25604,Phalaenopsis hieroglyphica,VARIETY,T
Euphorbia perangulata,5180.9,25607,Euphorbia perangusta,SPECIES,T
Chondrorhyncha wailesiana,5779.9,25620,Cochleanthes wailesiana,SPECIES,T
Warscewiczella wailesiana,7382.4,25620,Cochleanthes wailesiana,SPECIES,T
Dendrobium flavescens,5960.2,25622,Polystachya concreta,SPECIES,T
Polystachya extinctoria,6998.5,25622,Polystachya concreta,SPECIES,T
Polystachya luteola,7001.6,25622,Polystachya concreta,SPECIES,T
Polystachya mauritiana,7002.2,25622,Polystachya concreta,SPECIES,T
Mediolobivia haagei,4562.5,25704,Rebutia pygmaea,SPECIES,T
Rebutia diersiana,4782.3,25704,Rebutia pygmaea,SPECIES,T
Rebutia digitiformis,4782.4,25704,Rebutia pygmaea,SPECIES,T
Rebutia gracilispina,4785.2,25704,Rebutia pygmaea,SPECIES,T
Rebutia rutiliflora,4795.9,25704,Rebutia pygmaea,SPECIES,T
Rebutia tropaeolipicta,4798.8,25704,Rebutia pygmaea,SPECIES,T
Lobivia atrovirens ritteri,4443,25704,Rebutia pygmaea,SUBSPECIES,T
Stanhopea rodigasiana,7235.1,25724,Embreea rodigasiana,SPECIES,T
Cryptophoranthus dayanus,5871.7,25736,Zootrophion dayanum,SPECIES,T
Sarcochilus pallidus,7134.8,25739,Pteroceras pallidum,SPECIES,T
Habenaria odontopetala,6328.9,25742,Habenaria floribunda,SPECIES,T
Aloe congolensis,5299.6,25746,Aloe buettneri,SPECIES,T
Dendrobium indivisum var. lampangense,5968.415,25765,Dendrobium indivisum,VARIETY,T
Dendrobium indivisum var. pallidum,5968.42,25765,Dendrobium indivisum,VARIETY,T
Mammillaria mazatlanensis patonii,4519.52,25770,Mammillaria mazatlanensis,SUBSPECIES,T
Hariota salicornioides,4394.1,25781,Hatiora salicornioides,SPECIES,T
Mormodes warscewiczii,6642.5,25844,Mormodes lineata,SPECIES,T
Echinocactus polycephalus polycephalus,4268.11,25898,Echinocactus polycephalus,SUBSPECIES,T
Echinocactus polycephalus xeranthemoides,4268.12,25898,Echinocactus polycephalus,SUBSPECIES,T
Paphiopedilum ang-thong,6821.6,25902,Paphiopedilum godefroyae,SPECIES,T
Paphiopedilum godefroyae var. leucochilum,6827.05,25902,Paphiopedilum godefroyae,VARIETY,T
Chondrorhyncha caloglossa,5777.6,25944,Chondrorhyncha picta,SPECIES,T
Phalaenopsis parishii var. lobbii,6875.81,25973,Phalaenopsis lobbii,VARIETY,T
Echinocereus x lloydii,4279.5,25998,Echinocereus roetteri,SPECIES,T
Masdevallia limax maxilimax,6547.91,26029,Masdevallia limax,SUBSPECIES,T
Brassavola harrisii,5606.5,26041,Brassavola cordata,SPECIES,T
Bolusiella imbricata,5593.1,26075,Bolusiella maudiae,SPECIES,T
Echinocereus reichenbachii baileyi,4284.11,26094,Echinocereus reichenbachii,SUBSPECIES,T
Echinocereus reichenbachii fitchii,4284.115,26094,Echinocereus reichenbachii,SUBSPECIES,T
Echinocereus reichenbachii perbellus,4284.12,26094,Echinocereus reichenbachii,SUBSPECIES,T
Echinocereus reichenbachii reichenbachii,4284.125,26094,Echinocereus reichenbachii,SUBSPECIES,T
Selenicereus donkelaari,4829.6,26116,Selenicereus donkelaarii,SPECIES,T
Malaxis wallichii,6522,26155,Malaxis acuminata,SPECIES,T
Malaxis acuminata var. biloba,6515.21,26155,Malaxis acuminata,VARIETY,T
Pleurothallis edwallii,6944.1,26159,Dryadella edwallii,SPECIES,T
Cattleya cernua,5719.8,26188,Sophronitis cernua,SPECIES,T
Sophronitella cernua,7208.4,26188,Sophronitis cernua,SPECIES,T
Encephalartos sentica,7641.07,26223,Encephalartos senticosus,SPECIES,T
Mammillaria bogotensis,4489,26276,Mammillaria columbiana,SPECIES,T
Mammillaria graessneriana,4508.3,26276,Mammillaria columbiana,SPECIES,T
Mammillaria tamayonis,4539.8,26276,Mammillaria columbiana,SPECIES,T
Mammillaria columbiana columbiana,4496.705,26276,Mammillaria columbiana,SUBSPECIES,T
Mammillaria columbiana yucatanensis,4496.71,26276,Mammillaria columbiana,SUBSPECIES,T
Ophrys sphegodes atrata,6783.612,26327,Ophrys sphegodes,SUBSPECIES,T
Ophrys sphegodes garganica,6783.613,26327,Ophrys sphegodes,SUBSPECIES,T
Ophrys sphegodes mammosa,6783.625,26327,Ophrys sphegodes,SUBSPECIES,T
Stanhopea panamense,7234.4,26338,Stanhopea panamensis,SPECIES,T
Warscewiczella discolor,7382.2,26340,Cochleanthes discolor,SPECIES,T
Echinocereus koehrensianus,4278.3,26350,Echinocereus scheeri,SPECIES,T
Echinocereus salm-dyckianus,4285.2,26350,Echinocereus scheeri,SPECIES,T
Echinocereus salmianus,4285.3,26350,Echinocereus scheeri,SPECIES,T
Echinocereus scheeri gentryi,4285.605,26350,Echinocereus scheeri,SUBSPECIES,T
Echinocereus scheeri scheeri,4285.61,26350,Echinocereus scheeri,SUBSPECIES,T
Epidendrum polystachys,6184.2,26355,Oeoniella polystachys,SPECIES,T
Oeonia polystachya,6729.5,26355,Oeoniella polystachys,SPECIES,T
Rebutia schmiedickeana,4796.6,26376,Rebutia einsteinii,SPECIES,T
Cycas media banksii,5062.71,26381,Cycas media,SUBSPECIES,T
Cycas media ensata,5062.715,26381,Cycas media,SUBSPECIES,T
Lycaste macrophylla macrophylla,6502.62,26397,Lycaste macrophylla,SUBSPECIES,T
Lycaste macrophylla xanthocheila,6502.63,26397,Lycaste macrophylla,SUBSPECIES,T
Lycaste macrophylla var. desboisiana,6502.61,26397,Lycaste macrophylla,VARIETY,T
Encyclia stamfordiana,6134.4,26425,Epidendrum stamfordianum,SPECIES,T
Triaristella dressleri,7319.3,26436,Trisetella dressleri,SPECIES,T
Copiapoa calderana calderana,4209.81,26486,Copiapoa calderana,SUBSPECIES,T
Cleisostoma micranthum,5806.9,26562,Smitinandia micrantha,SPECIES,T
Mammillaria spinosissima pilcayensis,4538.405,26598,Mammillaria spinosissima,SUBSPECIES,T
Mammillaria spinosissima spinosissima,4538.41,26598,Mammillaria spinosissima,SUBSPECIES,T
Mammillaria spinosissima tepoxtlana,4538.415,26598,Mammillaria spinosissima,SUBSPECIES,T
Liparis fimbriata,6476.45,26645,Liparis wrayi,SPECIES,T
Mammillaria bombycina perezdelarosae,4489.21,26657,Mammillaria bombycina,SUBSPECIES,T
Neochilenia cephalophora,4597,26660,Eriosyce villosa,SPECIES,T
Neochilenia laniceps,4600.4,26660,Eriosyce villosa,SPECIES,T
Neochilenia villosa,4604.9,26660,Eriosyce villosa,SPECIES,T
Frailea columbiana,4358.2,26661,Frailea pumila,SPECIES,T
Sarcochilus striatulus,7135.5,26666,Pteroceras teres,SPECIES,T
Bromheadia sanguinea,5616.4,26684,Broughtonia sanguinea,SPECIES,T
Cycas sphaerica,5064.05,26701,Cycas spherica,SPECIES,T
Corynopuntia invicta,4221.5,26706,Opuntia invicta,SPECIES,T
Melocactus bahiensis amethystinus,4566.505,26708,Melocactus bahiensis,SUBSPECIES,T
Parodia tabularis tabularis,4715.86,26726,Parodia tabularis,SUBSPECIES,T
Echinocereus stoloniferus tayopensis,4286.51,26779,Echinocereus stoloniferus,SUBSPECIES,T
Dendrobium sulawesiense,6000.85,26815,Dendrobium glomeratum,SPECIES,T
Eulophidium ledieni,6244.2,26842,Oeceoclades maculata,SPECIES,T
Eulophidium maculatum,6244.4,26842,Oeceoclades maculata,SPECIES,T
Ferocactus alamosanus reppenhagenii,4348.22,26851,Ferocactus alamosanus,SUBSPECIES,T
Coryanthes albertinae,5852.1,26856,Coryanthes speciosa,SPECIES,T
Coryanthes maculata,5853.5,26856,Coryanthes speciosa,SPECIES,T
Coryanthes picturata,5853.75,26856,Coryanthes speciosa,SPECIES,T
Notocactus laetevirens,4640.1,26858,Parodia muricata,SPECIES,T
Pilocereus gounellei,4736.1,26874,Pilosocereus gounellei,SPECIES,T
Pilosocereus gounellei zehntneri,4743.81,26874,Pilosocereus gounellei,SUBSPECIES,T
Hormidium bulbosum,6374.2,26929,Encyclia inversa,SPECIES,T
Paphiopedilum bellatulum album,6822.51,26937,Paphiopedilum bellatulum,SUBSPECIES,T
Masdevallia guttata,6543.2,26938,Masdevallia guttulata,SPECIES,T
Pleurothallis octomeriae,6959.4,26965,Myoxanthus octomerioides,SPECIES,T
Pleurothallis octomerioides,6959.5,26965,Myoxanthus octomerioides,SPECIES,T
Liparis bituberculata,6474,26971,Liparis nervosa,SPECIES,T
Liparis elata,6475.9,26971,Liparis nervosa,SPECIES,T
Liparis formosana,6476.7,26971,Liparis nervosa,SPECIES,T
Sclerocactus heilii,4826.6,26982,Sclerocactus whipplei,SPECIES,T
Thelocactus tricolor,4873.9,26986,Thelocactus bicolor,SPECIES,T
Thelocactus bicolor bolensis,4869.4,26986,Thelocactus bicolor,SUBSPECIES,T
Thelocactus bicolor flavidispinus,4869.45,26986,Thelocactus bicolor,SUBSPECIES,T
Thelocactus bicolor schwarzii,4869.55,26986,Thelocactus bicolor,SUBSPECIES,T
Ephemerantha comata,6140.1,27011,Flickingeria comata,SPECIES,T
Tachigalia versicolor,5285.1,27015,Tachigali versicolor,SPECIES,T
Echinocereus enneacanthus enneacanthus,4276.11,27031,Echinocereus enneacanthus,SUBSPECIES,T
Dendrobium calvatum,5946.9,27036,Dendrobium chryseum,SPECIES,T
Phragmipedium amazonicum,6886.1,27060,Phragmipedium caudatum,SPECIES,T
Phragmipedium giganteum,6887.2,27060,Phragmipedium caudatum,SPECIES,T
Stanhopea schuleworthii,7235.6,27066,Stanhopea shuttleworthii,SPECIES,T
Mammillaria brandegeei glareosa,4489.915,27085,Mammillaria brandegeei,SUBSPECIES,T
Pilocereus polylophus,4737.2,27118,Neobuxbaumia polylopha,SPECIES,T
Doritis esmeralda,6082.5,27127,Phalaenopsis pulcherrima,SPECIES,T
Notocactus vorwerkianus,4648,27152,Parodia sellowii,SPECIES,T
Mammillaria xaltianguensis bambusiphila,4545.105,27183,Mammillaria xaltianguensis,SUBSPECIES,T
Epidendrum pajitense,6180.76,27184,Oerstedella pajitense,SPECIES,T
Ritterocereus hystrix,4817.7,27228,Stenocereus fimbriatus,SPECIES,T
Dendrobium lonoglossum,5975,27233,Dendrobium nindii,SPECIES,T
Heliocactus leninghausii,4405.3,27259,Parodia leninghausii,SPECIES,T
Heriocactus leninghausii,4409.1,27259,Parodia leninghausii,SPECIES,T
Epidendrum standleyi,6192.7,27280,Jacquiniella standleyi,SPECIES,T
Sulcorebutia perplexa,4859.3,27305,Rebutia heliosa,SPECIES,T
Ornithocephalus bryostachys,6796.3,27307,Ornithocephalus bryostachyus,SPECIES,T
Lobivia longiflora,4457,27340,Echinopsis maximiliana,SPECIES,T
Dendrobium lawianum,5972.3,27341,Dendrobium crepidatum,SPECIES,T
Cyclamen purpurascens purpurascens,7472.22,27381,Cyclamen purpurascens,SUBSPECIES,T
Pholidota bismarckiensis,6882.3,27416,Pholidota carnea,SPECIES,T
Espostoa cullmanniana,4340.6,27455,Espostoa blossfeldiorum,SPECIES,T
Neoporteria mitis,4623,27470,Eriosyce napina,SPECIES,T
Parodia napina,4709.4,27470,Eriosyce napina,SPECIES,T
Eriosyce napina napina,4329.924,27470,Eriosyce napina,SUBSPECIES,T
Escobaria missouriensis asperispina,4335.105,27494,Escobaria missouriensis,SUBSPECIES,T
Gymnocalycium spegazzinii cardenasianum,4380.405,27500,Gymnocalycium spegazzinii,SUBSPECIES,T
Jumellea neglecta,6403.5,27503,Angraecum triquetrum,SPECIES,T
Epidendrum harrisoniae,6168.6,27535,Cattleya harrisoniana,SPECIES,T
Melocactus violaceus violaceus,4576.815,27543,Melocactus violaceus,SUBSPECIES,T
Bulbophyllum occulatum,5648.27,27556,Bulbophyllum violaceum,SPECIES,T
Echinocereus viereckii morricalii,4287.705,27559,Echinocereus viereckii,SUBSPECIES,T
Phalaenopsis amabilis var. formosa,6869.23,27564,Phalaenopsis aphrodite,VARIETY,T
Ferocactus emoryi emoryi,4349.61,27567,Ferocactus emoryi,SUBSPECIES,T
Ferocactus emoryi rectispinus,4349.62,27567,Ferocactus emoryi,SUBSPECIES,T
Coryphantha nellieae,4230,27568,Escobaria minima,SPECIES,T
Escobaria nelliae,4335.4,27568,Escobaria minima,SPECIES,T
Encyclia brachycolumna,6119.1,27585,Hagsatera brachycolumna,SPECIES,T
Cleistocactus eulalianus,4192.4,27595,Cleistocactus acanthurus,SPECIES,T
Cleistocactus nanus,4195.3,27595,Cleistocactus acanthurus,SPECIES,T
Haageocereus cantaensis,4385,27595,Cleistocactus acanthurus,SPECIES,T
Opuntia diademata,4661.7,27635,Opuntia articulata,SPECIES,T
Opuntia strobiliformis,4686.7,27635,Opuntia articulata,SPECIES,T
Tephrocactus papyracanthus,4867.1,27635,Opuntia articulata,SPECIES,T
Epidendrum endresii,6163.3,27656,Oerstedella endresii,SPECIES,T
Epidendrum gladiatum,6167.1,27660,Epidendrum anisatum,SPECIES,T
Liparis compressa var. maxima,6474.97,27676,Liparis compressa,VARIETY,T
Eriocereus tortuosa,4328.2,27766,Harrisia tortuosa,SPECIES,T
Arthrocereus mirabilis,4121,27789,Echinopsis mirabilis,SPECIES,T
Dendrobium milleae,5978.4,27792,Dendrobium smillieae,SPECIES,T
Turbinicarpus schmiedickeanus dickisoniae,4889.505,27816,Turbinicarpus schmiedickeanus,SUBSPECIES,T
Turbinicarpus schmiedickeanus flaviflorus,4889.51,27816,Turbinicarpus schmiedickeanus,SUBSPECIES,T
Turbinicarpus schmiedickeanus gracilis,4889.515,27816,Turbinicarpus schmiedickeanus,SUBSPECIES,T
Turbinicarpus schmiedickeanus klinkerianus,4889.52,27816,Turbinicarpus schmiedickeanus,SUBSPECIES,T
Turbinicarpus schmiedickeanus macrochele,4889.525,27816,Turbinicarpus schmiedickeanus,SUBSPECIES,T
Turbinicarpus schmiedickeanus schmiedickeanus,4889.53,27816,Turbinicarpus schmiedickeanus,SUBSPECIES,T
Turbinicarpus schmiedickeanus schwarzii,4889.535,27816,Turbinicarpus schmiedickeanus,SUBSPECIES,T
Trichocereus atacamensis,4881.5,27817,Echinopsis atacamensis,SPECIES,T
Echinopsis atacamensis pasacana,4295.01,27817,Echinopsis atacamensis,SUBSPECIES,T
Oreocereus densilanatus,4692.2,27851,Oreocereus leucotrichus,SPECIES,T
Oreocereus hendricksenianus,4692.7,27851,Oreocereus leucotrichus,SPECIES,T
Oncidium ghiesbrechtianum,6750.2,27869,Mexicoa ghiesbrechtiana,SPECIES,T
Echinocactus pectinatus,4267.5,27873,Echinocereus pectinatus,SPECIES,T
Echinocereus pectinatus wenigeri,4282.62,27873,Echinocereus pectinatus,SUBSPECIES,T
Cylindropuntia spinosior,4243,27880,Opuntia spinosior,SPECIES,T
Sarracenia rubra gulfensis,7523.34,27890,Sarracenia rubra,SUBSPECIES,T
Sarracenia rubra wherryi,7523.38,27890,Sarracenia rubra,SUBSPECIES,T
Sclerocactus spinosior blainei,4827.405,27893,Sclerocactus spinosior,SUBSPECIES,T
Sclerocactus spinosior spinosior,4827.41,27893,Sclerocactus spinosior,SUBSPECIES,T
Masdevallia yungasensis calocodon,6569.71,27896,Masdevallia yungasensis,SUBSPECIES,T
Masdevallia yungasensis yungasensis,6569.72,27896,Masdevallia yungasensis,SUBSPECIES,T
Opuntia gosseana,4665.7,27913,Opuntia grosseana,SPECIES,T
Anoectochilus regalis,5510.6,27915,Anoectochilus setaceus,SPECIES,T
Paphiopedilum boisserianum,6822.75,27918,Phragmipedium boissierianum,SPECIES,T
Pediocactus simpsonii idahoensis,4721.208,27931,Pediocactus simpsonii,SUBSPECIES,T
Pediocactus simpsonii robustior,4721.215,27931,Pediocactus simpsonii,SUBSPECIES,T
Cereus strausii,4180.5,27934,Cleistocactus strausii,SPECIES,T
Epidendrum centradenium,6155.8,27958,Oerstedella centradenia,SPECIES,T
Cymbidium formosana,5889,27983,Cymbidium goeringii,SPECIES,T
Cymbidium virescens,5897.6,27983,Cymbidium goeringii,SPECIES,T
Cymbidium goeringii var. longibracteatum,5889.82,27983,Cymbidium goeringii,VARIETY,T
Cymbidium goeringii var. tortisepalum,5889.84,27983,Cymbidium goeringii,VARIETY,T
Eulophia nuda,6240.1,27986,Eulophia spectabilis,SPECIES,T
Bulbophyllum dixonii,5632,27999,Bulbophyllum morphologorum,SPECIES,T
Coryphantha tuberculosa,4235.4,28013,Escobaria tuberculosa,SPECIES,T
Cypripedium guttatum var. yatabeanum,5911.831,28051,Cypripedium yatabeanum,VARIETY,T
Opuntia xanthostemma,4691.5,28071,Opuntia erinacea,SPECIES,T
Encyclia rondi,6133,28076,Encyclia randii,SPECIES,T
Cereus geometrizans,4173.5,28085,Myrtillocactus geometrizans,SPECIES,T
Cirrhopetalum obrienianum,5793.5,28134,Bulbophyllum obtusilabium,SPECIES,T
Leochilus ampliflorus,6446.1,28193,Leochilus crocodiliceps,SPECIES,T
Ophrys scolopax galilaea,6783.313,28198,Ophrys scolopax,SUBSPECIES,T
Mammillaria formosa chionocephala,4505.602,28208,Mammillaria formosa,SUBSPECIES,T
Mammillaria formosa microthele,4505.61,28208,Mammillaria formosa,SUBSPECIES,T
Ferocactus electracanthus,4349.5,28225,Ferocactus histrix,SPECIES,T
Ferocactus hystrix,4351.2,28225,Ferocactus histrix,SPECIES,T
Hamatocactus hamatacanthus,4393.4,28229,Ferocactus hamatacanthus,SPECIES,T
Thelocactus hamatacanthus,4870.6,28229,Ferocactus hamatacanthus,SPECIES,T
Thelocactus sinuatus,4873.5,28229,Ferocactus hamatacanthus,SPECIES,T
Ferocactus hamatacanthus hamatacanthus,4350.61,28229,Ferocactus hamatacanthus,SUBSPECIES,T
Ferocactus hamatacanthus sinuatus,4350.62,28229,Ferocactus hamatacanthus,SUBSPECIES,T
Cylindropuntia subulata,4243.1,28276,Opuntia subulata,SPECIES,T
Opuntia exaltata,4663.7,28276,Opuntia subulata,SPECIES,T
Zygopetalum gramineum,7399.5,28297,Kefersteinia graminea,SPECIES,T
Rhipsalis cruciformis,4806.4,28303,Lepismium cruciforme,SPECIES,T
Sophronitella acuensis,7208.1,28311,Sophronitis acuensis,SPECIES,T
Sophronitis acunae,7209.2,28311,Sophronitis acuensis,SPECIES,T
Mammillaria intortus,4513.2,28341,Melocactus intortus,SPECIES,T
Cereus pecten-aboriginum,4177.4,28359,Pachycereus pecten-aboriginum,SPECIES,T
Mammillaria angularis,4482.1,28401,Mammillaria compressa,SPECIES,T
Cypripedium reginae var. album,5915.21,28411,Cypripedium reginae,VARIETY,T
Aloe brevifolia var. brevifolia,5295.11,28447,Aloe brevifolia,VARIETY,T
Aloe brevifolia var. depressa,5295.12,28447,Aloe brevifolia,VARIETY,T
Euphorbia inermis var. huttoniae,5163.11,28476,Euphorbia inermis,VARIETY,T
Aerangis ellisii var. grandiflora,5428.91,28489,Aerangis ellisii,VARIETY,T
Coryphantha radicantissima,4232.7,28493,Coryphantha octacantha,SPECIES,T
Mammillaria ancistracantha,4481.7,28493,Coryphantha octacantha,SPECIES,T
Echinocereus senilis,4286.1,28502,Eriosyce kunzei,SPECIES,T
Neoporteria domekeyoensis,4618.7,28502,Eriosyce kunzei,SPECIES,T
Neoporteria senilis,4625.9,28502,Eriosyce kunzei,SPECIES,T
Pyrrhocactus eriozysoides,4767.9,28502,Eriosyce kunzei,SPECIES,T
Neochilenia nidus senilis,4602.2,28502,Eriosyce kunzei,SUBSPECIES,T
Dendrobium dianthum,5956.4,28526,Paphiopedilum dianthum,SPECIES,T
Paphiopedilum parishii var. dianthum,6831.91,28526,Paphiopedilum dianthum,VARIETY,T
Echinocereus dasyacanthus rectispinus,4275.22,28533,Echinocereus dasyacanthus,SUBSPECIES,T
Matucana aurantiaca aurantiaca,4554.205,28568,Matucana aurantiaca,SUBSPECIES,T
Borzicactus aureispinus,4141.5,28589,Cleistocactus baumannii,SPECIES,T
Cleistocactus jugatiflorus,4194,28589,Cleistocactus baumannii,SPECIES,T
Cleistocactus baumannii baumannii,4190.81,28589,Cleistocactus baumannii,SUBSPECIES,T
Dendrobium kingianum kingianum,5970.505,28593,Dendrobium kingianum,SUBSPECIES,T
Echinocereus sciurus floresii,4285.905,28594,Echinocereus sciurus,SUBSPECIES,T
Cirrhopetalum elassonotum,5790.9,28639,Bulbophyllum elassonotum,SPECIES,T
Neochilenia ebenacantha,4598.1,28646,Eriosyce taltalensis,SPECIES,T
Eriosyce taltalensis echinus,4330.325,28646,Eriosyce taltalensis,SUBSPECIES,T
Eriosyce taltalensis paucicostata,4330.33,28646,Eriosyce taltalensis,SUBSPECIES,T
Eriosyce taltalensis pilispina,4330.335,28646,Eriosyce taltalensis,SUBSPECIES,T
Eriosyce taltalensis taltalensis,4330.34,28646,Eriosyce taltalensis,SUBSPECIES,T
Aerangis fastuosa var. francoisii,5429.105,28676,Aerangis fastuosa,VARIETY,T
Phragmipedium bessae,6886.2,28680,Phragmipedium besseae,SPECIES,T
Euphorbia micrantha,5172.9,28685,Euphorbia micracantha,SPECIES,T
Mammillaria albilanata albilanata,4481.005,28690,Mammillaria albilanata,SUBSPECIES,T
Pereskia godseffiana,4726.7,28746,Pereskia aculeata,SPECIES,T
Brassavola verrucosa,5608.2,28754,Brassia verrucosa,SPECIES,T
Cycnoches dowiana,5882.7,28755,Cattleya dowiana,SPECIES,T
Mammillaria affinis,4479.6,28759,Mammillaria polythele,SPECIES,T
Mammillaria crocidata,4499.1,28759,Mammillaria polythele,SPECIES,T
Mammillaria polythele durispina,4529.905,28759,Mammillaria polythele,SUBSPECIES,T
Mammillaria polythele obconella,4529.91,28759,Mammillaria polythele,SUBSPECIES,T
Mammillaria polythele polythele,4529.915,28759,Mammillaria polythele,SUBSPECIES,T
Notocactus carambiensis,4636.4,28781,Parodia carambeiensis,SPECIES,T
Aloe parviflora,5321.6,28788,Aloe minima,SPECIES,T
Cymbidium ensifolium haematodes,5888.13,28802,Cymbidium ensifolium,SUBSPECIES,T
Cleistocactus gracilis,4193.1,28805,Cleistocactus sextonianus,SPECIES,T
Cypripedium x petri var. burbidgei,5914.733,28830,Paphiopedilum dayanum,VARIETY,T
Paphiopedilum dayanum var. petri,6824.71,28830,Paphiopedilum dayanum,VARIETY,T
Rebutia almeyeri,4777,28841,Rebutia minuscula,SPECIES,T
Rebutia knuthiana,4787.6,28841,Rebutia minuscula,SPECIES,T
Sulcorebutia senilis,4860.7,28841,Rebutia minuscula,SPECIES,T
Ferocactus macrodicus,4352.1,28857,Ferocactus macrodiscus,SPECIES,T
Parodia rutilans rutilans,4713.455,28861,Parodia rutilans,SUBSPECIES,T
Stenocactus violaciflorus,4841.3,28862,Stenocactus obvallatus,SPECIES,T
Pelecyphora valdeziana,4722.5,28936,Turbinicarpus valdezianus,SPECIES,T
Bulbophyllum intervallatum,5637.95,28945,Bulbophyllum macrochilum,SPECIES,T
Phalaenopsis violacea var. alba,6878.61,28975,Phalaenopsis violacea,VARIETY,T
Matucana clavispina,4555.2,28978,Matucana haynei,SPECIES,T
Matucana haynei herzogiana,4556.11,28978,Matucana haynei,SUBSPECIES,T
Trichocentrum splendens,7325.9,29004,Trichocentrum tigrinum,SPECIES,T
Angraecum confusum,5481.65,29056,Jumellea confusa,SPECIES,T
Cereus pringlei,4178.4,29106,Pachycereus pringlei,SPECIES,T
Aerides suavissimum,5444.2,29114,Aerides odorata,SPECIES,T
Cycas arnhemica arnhemica,5061.215,29123,Cycas arnhemica,SUBSPECIES,T
Eria fragrans,6214.5,29143,Eria javanica,SPECIES,T
Eria stellata,6220.3,29143,Eria javanica,SPECIES,T
Triaristella pantex,7319.6,29152,Trisetella pantex,SPECIES,T
Pogonia macroglossa,6985.6,29165,Nervilia macroglossa,SPECIES,T
Triaristella reichenbachii,7319.7,29168,Trisetella fissidens,SPECIES,T
Coelogyne rochusseni,5833,29182,Coelogyne rochussenii,SPECIES,T
Coelogyne ruchosenii,5833.2,29182,Coelogyne rochussenii,SPECIES,T
