Kingdom,PhyName,ClaName,OrdName,FamName,GenName,SpcName,SpcAuthor,SpcInfraRank,SpcInfraEpithet,SpcInfraRankAuthor,SynonymSpcRecID,SpcStatus,AcceptedSpcRecID
Animalia,CHORDATA,MAMMALIA,PRIMATES,CERCOPITHECIDAE,Semnopithecus,entellus,"(Dufresne, 1797)",ssp.,dussumieri,NULL,41764,S,98473
Animalia,CHORDATA,MAMMALIA,PRIMATES,CERCOPITHECIDAE,Semnopithecus,entellus,"(Dufresne, 1797)",ssp.,hector,NULL,41767,S,98474
Animalia,CHORDATA,MAMMALIA,PRIMATES,CERCOPITHECIDAE,Semnopithecus,entellus,"(Dufresne, 1797)",ssp.,hypoleucos,NULL,41768,S,28641
Animalia,CHORDATA,MAMMALIA,PRIMATES,CERCOPITHECIDAE,Semnopithecus,entellus,"(Dufresne, 1797)",ssp.,priam,NULL,41769,S,98475
Animalia,CHORDATA,MAMMALIA,PRIMATES,CERCOPITHECIDAE,Trachypithecus,francoisi,"(Pousargues, 1898)",ssp.,ebenus,"Brandon-Jones, 1995",41777,S,98487
Animalia,CHORDATA,MAMMALIA,PRIMATES,CERCOPITHECIDAE,Trachypithecus,francoisi,"(Pousargues, 1898)",ssp.,hatinhensis,"(Dao, 1970)",41779,S,98489
Animalia,CHORDATA,MAMMALIA,PRIMATES,CERCOPITHECIDAE,Trachypithecus,pileatus,"(Blyth, 1843)",ssp.,shortridgei,"(Wroughton, 1915)",41783,S,98490
Animalia,CHORDATA,MAMMALIA,PRIMATES,CERCOPITHECIDAE,Trachypithecus,villosus,"(Griffith, 1821)",NULL,NULL,NULL,41791,S,22035
Animalia,CHORDATA,MAMMALIA,PRIMATES,CERCOPITHECIDAE,Trachypithecus,villosus,"(Griffith, 1821)",ssp.,germaini,"(Milne-Edwards, 1877)",41792,S,98488
Animalia,CHORDATA,MAMMALIA,PRIMATES,GALAGIDAE,Galagoides,granti,"Thomas & Wroughton, 1907",NULL,NULL,NULL,41797,S,8794
Animalia,CHORDATA,MAMMALIA,PRIMATES,GALAGIDAE,Galagoides,rondoensis,"Honess, 1997",NULL,NULL,NULL,41799,S,8798
Animalia,CHORDATA,MAMMALIA,PRIMATES,HYLOBATIDAE,Hylobates,hoolock,"(Harlan, 1834)",NULL,NULL,NULL,41806,S,10546
Animalia,CHORDATA,MAMMALIA,PRIMATES,HYLOBATIDAE,Hylobates,agilis,"F. Cuvier, 1821",ssp.,albibarbis,"Lyon, 1911",41810,S,98788
Animalia,CHORDATA,MAMMALIA,PRIMATES,HYLOBATIDAE,Hylobates,concolor,"(Harlan, 1826)",NULL,NULL,NULL,41822,S,10544
Animalia,CHORDATA,MAMMALIA,PRIMATES,HYLOBATIDAE,Hylobates,gabriellae,"Thomas, 1909",NULL,NULL,NULL,41826,S,10545
Animalia,CHORDATA,MAMMALIA,PRIMATES,HYLOBATIDAE,Hylobates,leucogenys,"Ogilby, 1840",NULL,NULL,NULL,41827,S,10549
Animalia,CHORDATA,MAMMALIA,PRIMATES,HYLOBATIDAE,Hylobates,leucogenys,"Ogilby, 1840",ssp.,siki,NULL,41829,S,73355
Animalia,CHORDATA,MAMMALIA,PRIMATES,LORISIDAE,Loris,malabaricus,"Wroughton, 1917",NULL,NULL,NULL,41835,S,41834
Animalia,CHORDATA,MAMMALIA,PRIMATES,LORISIDAE,Loris,nordicus,"Hill, 1933",NULL,NULL,NULL,41836,S,41834
Animalia,CHORDATA,MAMMALIA,PRIMATES,LORISIDAE,Loris,nycticeboides,"Hill, 1942",NULL,NULL,NULL,41837,S,41834
Animalia,CHORDATA,MAMMALIA,PRIMATES,LORISIDAE,Loris,grandis,"Hill & Phillips, 1932",NULL,NULL,NULL,41838,S,41834
Animalia,CHORDATA,MAMMALIA,PRIMATES,LORISIDAE,Nycticebus,javanicus,"(É. Geoffroy, 1812)",NULL,NULL,NULL,41841,S,14940
Animalia,CHORDATA,MAMMALIA,PRIMATES,PITHECIIDAE,Callicebus,personatus,"(É. Geoffroy, 1812)",ssp.,barbarabrownae,NULL,41842,S,3558
Animalia,CHORDATA,MAMMALIA,PRIMATES,PITHECIIDAE,Callicebus,torquatus,"(Hoffmannsegg, 1807)",ssp.,medemi,NULL,41843,S,3563
Animalia,CHORDATA,MAMMALIA,PRIMATES,PITHECIIDAE,Callicebus,personatus,"(É. Geoffroy, 1812)",ssp.,melanochir,NULL,41844,S,3559
Animalia,CHORDATA,MAMMALIA,PRIMATES,PITHECIIDAE,Callicebus,personatus,"(É. Geoffroy, 1812)",ssp.,nigrifrons,NULL,41845,S,3560
Animalia,CHORDATA,MAMMALIA,PRIMATES,PITHECIIDAE,Callicebus,cupreus,"(Spix, 1823)",ssp.,ornatus,NULL,41846,S,3557
Animalia,CHORDATA,REPTILIA,TESTUDINES,GEOEMYDIDAE,Geoemyda,yuwonoi,"McCord, Iverson & Boeadi, 1995",NULL,NULL,NULL,41889,S,74658
Animalia,CHORDATA,REPTILIA,TESTUDINES,TESTUDINIDAE,Dipsochelys,arnoldi,"Bour, 1982",NULL,NULL,NULL,41954,S,9010
Animalia,CHORDATA,REPTILIA,TESTUDINES,TESTUDINIDAE,Dipsochelys,hololissa,"(Günther, 1877)",NULL,NULL,NULL,41955,S,9010
Animalia,CHORDATA,REPTILIA,TESTUDINES,GEOEMYDIDAE,Cuora,hainanensis,"(Li, 1958)",NULL,NULL,NULL,42088,S,5955
Animalia,CHORDATA,REPTILIA,TESTUDINES,GEOEMYDIDAE,Cuora,pallidicephala,"McCord & Iverson, 1991",NULL,NULL,NULL,42089,S,5963
Animalia,CHORDATA,REPTILIA,TESTUDINES,TESTUDINIDAE,Agrionemys,horsfieldii,"(Gray, 1844)",NULL,NULL,NULL,42101,S,21651
Animalia,CHORDATA,REPTILIA,TESTUDINES,TESTUDINIDAE,Dipsochelys,abrupta,"(Grandidier, 1868)",NULL,NULL,NULL,42102,S,9010
Animalia,CHORDATA,REPTILIA,TESTUDINES,TESTUDINIDAE,Dipsochelys,daudinii,"(Duméril & Bibron, 1835)",NULL,NULL,NULL,42103,S,9010
Animalia,CHORDATA,REPTILIA,TESTUDINES,TESTUDINIDAE,Dipsochelys,dussumieri,"(Gray, 1831)",NULL,NULL,NULL,42104,S,9010
Animalia,CHORDATA,REPTILIA,TESTUDINES,TESTUDINIDAE,Dipsochelys,grandidieri,"(Vaillant, 1885)",NULL,NULL,NULL,42105,S,9010
Animalia,CHORDATA,REPTILIA,TESTUDINES,TESTUDINIDAE,Furculachelys,nabeulensis,"Highfield, 1990",NULL,NULL,NULL,42106,S,21646
Animalia,CHORDATA,REPTILIA,TESTUDINES,TESTUDINIDAE,Testudo,antakyensis,"Perälä, 1996",NULL,NULL,NULL,42107,S,21646
Animalia,CHORDATA,REPTILIA,TESTUDINES,TRIONYCHIDAE,Trionyx,axenaria,"Zhou, Zhang & Fang, 1991",NULL,NULL,NULL,42110,S,77880
Animalia,CHORDATA,REPTILIA,TESTUDINES,GEOEMYDIDAE,Cuora,serrata,"Iverson & McCord, 1992",NULL,NULL,NULL,42210,S,5955
Animalia,CHORDATA,AVES,FALCONIFORMES,FALCONIDAE,Daptrius,americanus,"(Boddaert, 1783)",NULL,NULL,NULL,42430,S,6259
Animalia,CHORDATA,AVES,FALCONIFORMES,FALCONIDAE,Polyborus,plancus,"(J. F. Miller, 1777)",NULL,NULL,NULL,42432,S,17906
Animalia,CHORDATA,AVES,ANSERIFORMES,ANATIDAE,Anas,carolinensis,"Gmelin, 1789",NULL,NULL,NULL,42498,S,1225
Animalia,CHORDATA,AVES,FALCONIFORMES,FALCONIDAE,Microhierax,melanoleucus,"(Blyth, 1843)",NULL,NULL,NULL,42516,S,13368
Animalia,CHORDATA,AVES,PSITTACIFORMES,PSITTACIDAE,Forpus,crassirostris,"(Taczanowski, 1883)",NULL,NULL,NULL,42568,S,8667
Animalia,CHORDATA,AVES,PASSERIFORMES,STURNIDAE,Gracula,indica,"(Cuvier, 1929)",NULL,NULL,NULL,42659,S,9425
Animalia,CHORDATA,AVES,PASSERIFORMES,STURNIDAE,Gracula,enganensis,"Salvadori, 1892",NULL,NULL,NULL,42660,S,9425
Animalia,CHORDATA,AVES,PASSERIFORMES,STURNIDAE,Gracula,robusta,"Salvadori, 1887",NULL,NULL,NULL,42661,S,9425
Animalia,CHORDATA,AVES,PSITTACIFORMES,PSITTACIDAE,Coracopsis,barklyi,"Newton, 1867",NULL,NULL,NULL,42708,S,5321
